"","match_ID","compound_name","elem_formula","LOBdbase_mz","peakgroup_mz","LOBdbase_ppm_match","peakgroup_rt","peakgroup_mzmin","peakgroup_mzmax","peakgroup_rtmin","peakgroup_rtmax","samples","LMG1401_004_QE003116","LMG1401_008_QE003117","LMG1401_009_QE003118","LMG1401_010_QE003119","PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120","xcms_peakgroup","CAMERA_pseudospectrum","LOBdbase_frag_ID","LOBdbase_exact_parent_neutral_mass","lipid_class","species","major_adduct","FA_total_no_C","FA_total_no_DB","degree_oxidation","C1","C1x","C2a","C2b","C3c","C3f","C3r","C4","C5","C6a","C6b","casecodes","iso_C3r.match_ID","iso_C3f.match_ID","iso_C3c.match_ID","ms2_conf","ms2_present","neg_mode.conf","rm.flag_auto","rm.flag_manual"
"4223",2800,"SQDG 34:5","C43H72O12S1",830.5082746,830.508819398005,-0.655981428828007,685.563015633874,830.508808703812,830.509054301412,684.589990031584,686.175676489791,5,474.292542721047,147.036092271701,144.138938224117,175.864059976159,25.3945030998739,15492,96,45729,812.47444901,"IP_DAG","SQDG","[M+NH4]+",34,5,0,0,0,1,0,1,0,0,0,0,0,0,"C2a; C3c","","","2799, 2800",0,9,1,NA,0
"799",2818,"PC 36:9","C44H70N1O8P1",772.49118174,772.491513857204,-0.429930091558281,685.705793527607,772.491453577705,772.491942837748,677.710584069504,687.865047239298,5,28.2814296462967,4.84842981668749,9.38040581211607,6.17285768750978,40.3545578256468,13201,96,37377,771.48390528,"IP_DAG","PC","[M+H]+",36,9,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",2,2,1,0,NA
"1338",2824,"MGDG 36:10","C45H66O10",784.49942443,784.499725101144,-0.383264964036774,701.74394267096,784.499569749341,784.499884342151,700.830097630542,702.595476056409,5,129.109788790827,37.293233162247,32.222366353318,40.2758732921549,111.744131783946,13669,97,53755,766.46559884,"IP_DAG","MGDG","[M+NH4]+",36,10,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",0,5,1,NA,0
"3319",2827,"DGDG 36:8","C51H80O15",950.58354809,950.583995657432,-0.470834397165147,699.606948329073,950.583748711639,950.584080729703,698.808938295703,703.12653155931,5,170.880422218355,84.7802972256085,88.1305629596746,106.589930729552,138.131145482515,20124,97,9627,932.5497225,"IP_DAG","DGDG","[M+NH4]+",36,8,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"12120",2832,"PG 30:2","C36H67O10P1",708.48101098,708.482726961438,-2.42205706554886,702.118827163299,708.482304645225,708.483606269391,697.173175676044,704.224133660938,4,47.3280685629106,7.3599291341757,9.01772667082012,8.34624251781293,12.1354019182484,10789,97,28269,690.44718539,"IP_DAG","PG","[M+NH4]+",30,2,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1570, 2832","2831, 2832, 2833","",NA,0,1,NA,0
"5623",2846,"MGDG 32:6","C41H66O10",736.49942443,736.50026780216,-1.14510905546754,703.407556696055,736.500130335629,736.500460599603,701.943096992514,707.622372005422,5,71.6060791625479,3.60759105725265,4.70363292954923,4.62786091488677,18.458529219391,11832,97,52730,718.46559884,"IP_DAG","MGDG","[M+NH4]+",32,6,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2846, 3814","2844, 2845, 2846","",0,5,1,NA,0
"9310",2868,"DGDG 32:8","C47H72O15",894.52094777,894.521412135356,-0.51912183520747,541.330869937648,894.521336686263,894.521472348895,536.129126413089,542.565140023232,5,142.331490368061,209.940295350302,138.993342986456,168.124447024251,88.3814579598143,17965,101,8702,876.48712218,"IP_DAG","DGDG","[M+NH4]+",32,8,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","2868, 4130","","",NA,0,1,NA,0
"1559",2878,"DGDG 34:8","C49H76O15",922.55224793,922.552329069919,-0.087951570871279,585.697284447862,922.552188859941,922.552809208583,584.76565524298,586.375719951377,4,12.0809930413372,37.5623720070004,33.0406508852414,9.49866449097089,371.638286848975,19060,102,9152,904.51842234,"IP_DAG","DGDG","[M+NH4]+",34,8,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","2878, 3042","","",NA,0,1,NA,0
"37110",2884,"PG 34:7","C40H65O10P1",754.4653609,754.464699150086,0.877111062532666,585.022948656207,754.463990554558,754.465393031919,581.53042765472,585.31968976082,4,2.83607103529738,1.72147071563268,3.32249387742332,3.35206736414981,0.441487085435279,12525,102,29439,736.43153531,"IP_DAG","PG","[M+NH4]+",34,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2883, 2884, 2885","",NA,0,1,NA,0
"11103",2910,"DGTS_DGTA 36:5","C46H79N1O7",758.59293097,758.593399337103,-0.617415591030037,878.443044368611,758.593355902602,758.593454444586,877.687546756897,878.754768948352,5,16.3138169223362,28.5047204027575,23.1000545460702,25.0075267472696,9.52703305199799,12692,107,16151,757.58565451,"IP_DAG","DGTS_DGTA","[M+H]+",36,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","992, 2423, 2910","2910, 2911","",NA,0,1,NA,0
"389",2924,"PG 32:0","C38H75O10P1",740.5436113,740.544704002421,-1.47554094665995,896.854245904968,740.544419636821,740.545135606734,896.067922552809,898.021739558505,5,66.4411302572244,7.34701430754147,10.7353900701309,7.4868433394584,14.8519658268972,12004,109,28689,722.50978571,"IP_DAG","PG","[M+NH4]+",32,0,0,0,0,0,1,1,0,0,0,0,0,0,"C2b; C3c","","","2924, 2936, 2937",NA,0,1,NA,0
"12914",2927,"PC 37:4","C45H82N1O8P1",796.58508222,796.585348307001,-0.334034627263663,896.067922552809,796.584742201387,796.585403047131,894.46433489479,897.275496844262,5,3.70916991915749,7.69396315155422,4.43656715729638,6.2456600688006,8.81321017610038,14164,109,37527,795.57780576,"IP_DAG","PC","[M+H]+",37,4,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","2926, 2927","",NA,0,1,NA,0
"430",2931,"PE 29:0","C34H68N1O8P1",650.47553166,650.475826664119,-0.453520700553646,896.269871499944,650.475747548066,650.475905780171,895.790580148152,896.749162851735,2,5.15809757792401,2.54239123483519,2.27389572469059,2.32104046329133,2.70727169729395,8752,109,21107,649.4682552,"IP_DAG","PE","[M+H]+",29,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2931, 2932, 2933","",NA,0,1,NA,0
"6010",2973,"PG 30:1","C36H69O10P1",710.49666106,710.497897838736,-1.74072420609439,717.115997816708,710.497819215189,710.499281568635,715.727521447116,718.906685379743,5,109.865262874352,33.1341692973127,47.8240917124331,36.9804802547247,15.4583905165455,10862,110,28239,692.46283547,"IP_DAG","PG","[M+NH4]+",30,1,0,0,0,1,0,1,1,1,0,0,0,0,"C2a; C3c; C3f; C3r","2184, 2626, 2973","2973, 2989, 2990","2973, 2988, 2989, 2990",6,6,1,0,NA
"667",2974,"SQDG 28:0","C37H70O12S1",756.49262452,756.493320508178,-0.92001978061747,717.884163050457,756.493296329357,756.493699145882,716.628347762724,718.867556760395,5,670.794904724183,321.20100248992,364.410478782774,339.304695544044,73.4139681972567,12600,110,44079,738.45879893,"IP_DAG","SQDG","[M+NH4]+",28,0,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",4,4,1,0,NA
"781",2975,"PC 38:10","C46H72N1O8P1",798.50683182,798.507262604131,-0.539487094703053,718.038645876184,798.507136897523,798.507338630575,716.628347762724,719.418848770181,5,18.4150343913993,7.24656636763873,12.3036551364137,7.22109576120064,42.068274806955,14228,110,37902,797.49955536,"IP_DAG","PC","[M+H]+",38,10,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"23110",2980,"PG 32:3","C38H69O10P1",734.49666106,734.497752469397,-1.48592832954071,717.884163050457,734.497438294103,734.497915167408,714.412855385041,721.197807254384,5,40.7502203066306,15.2686191868564,5.63317181522589,5.22486534251591,4.45245630589798,11755,110,28779,716.46283547,"IP_DAG","PG","[M+NH4]+",32,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1747, 2502, 2980","2979, 2980, 2981","",0,1,1,NA,0
"1377",3003,"MGDG 30:1","C39H72O10",718.54637467,718.547056234183,-0.948531934269234,900.258835434155,718.546983031662,718.547104966551,899.131721714533,901.263556245993,5,145.411767176145,102.489389753867,63.6320621111844,75.5084636986269,10.4561203936215,11179,111,52205,700.51254908,"IP_DAG","MGDG","[M+NH4]+",30,1,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","3003, 3004, 3009, 3010","",7,7,1,0,NA
"2912",3005,"DGTS_DGTA 32:2","C42H77N1O7",708.57728089,708.577820587437,-0.761663478543321,902.525608913514,708.577671071761,708.577854507416,901.395076085565,903.533042697209,5,NA,NA,0.763889228718904,0.501626490343917,NA,10804,111,15151,707.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",32,2,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","3005, 3008","",1,1,0,0,NA
"891",3029,"PC 29:0","C37H74N1O8P1",692.5224819,692.522963364337,-0.695232789648272,902.525608913514,692.522935635415,692.52297946135,901.263556245993,903.716682112349,3,2.99847372409758,4.10836095697382,4.329421922194,4.30508197223052,0.651670394156791,10222,111,35627,691.51520544,"IP_DAG","PC","[M+H]+",29,0,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","983, 3029","3028, 3029","",NA,0,1,NA,0
"1379",3040,"PG 32:4","C38H67O10P1",732.48101098,732.481431008489,-0.573432597657612,649.228458775358,732.481116689805,732.481460834681,648.729669558479,652.340051689785,5,43.4909190293545,68.7570684959026,83.9876029292261,81.712511610572,11.400885520844,11666,113,28809,714.44718539,"IP_DAG","PG","[M+NH4]+",32,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","3040, 4278","3040, 3057, 3058","",0,2,1,NA,0
"3323",3041,"MGDG 34:8","C43H66O10",760.49942443,760.500501927789,-1.4168291977761,651.94907530195,760.500233571174,760.500851435124,651.552262912462,653.644811283081,4,35.4632172152787,6.3080588113248,5.9574972988187,3.63764334793095,55.6516605879568,12759,113,53230,742.46559884,"IP_DAG","MGDG","[M+NH4]+",34,8,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1805, 2821, 3041","3041, 3059, 3060","",0,1,1,NA,0
"216",3044,"MGDG 34:9","C43H64O10",758.48377435,758.483975147022,-0.26473476326649,646.741169511421,758.483897213981,758.484053080064,646.645675059397,646.836663963445,2,85.9135881927541,4.31242731439393,15.8961923837803,22.9932897235146,67.2527508824545,12679,113,53255,740.44994876,"IP_DAG","MGDG","[M+NH4]+",34,9,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1551, 3044","3044, 3086, 3087","",0,1,1,NA,0
"2591",3047,"SQDG 38:9","C47H72O12S1",878.5082746,878.508813267231,-0.613161249115876,634.843680300998,878.508712749723,878.509006537121,633.117273288679,635.161003356759,5,272.210517670932,50.2204863023108,58.3499559596077,79.7135716162227,30.0879356220952,17302,113,47019,860.47444901,"IP_DAG","SQDG","[M+NH4]+",38,9,0,0,0,0,1,1,0,0,0,0,0,0,"C2b; C3c","","","3046, 3047",0,4,1,NA,0
"4118",3048,"DGDG 32:5","C47H78O15",900.56789801,900.568645379261,-0.829886633534077,651.552262912462,900.568428190407,900.568829141203,645.378719250329,653.299848251758,5,290.324475608681,132.338902993313,102.167520471121,99.0972661151208,78.7034592451205,18197,113,8627,882.53407242,"IP_DAG","DGDG","[M+NH4]+",32,5,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","2493, 3048","","",NA,0,1,NA,0
"274",3049,"DGDG 34:6","C49H80O15",926.58354809,926.58414399206,-0.643117462130316,658.851902134472,926.584026173357,926.584261810763,658.332399010407,659.371405258536,2,86.3118688807998,20.3734867942107,9.44965596075225,6.93789606183401,167.788482182811,19218,113,9102,908.5497225,"IP_DAG","DGDG","[M+NH4]+",34,6,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","1447, 3049","","",NA,0,1,NA,0
"279",3050,"DGDG 36:10","C51H76O15",946.55224793,946.552755347209,-0.536068886334764,658.424224745671,946.552733746514,946.552796319703,657.873516517559,659.371405258536,5,1829.47474108289,853.495960782411,676.505020360956,689.968690944707,724.89490690851,19984,113,9677,928.51842234,"IP_DAG","DGDG","[M+NH4]+",36,10,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,1,1,NA,0
"2261",3091,"PG 36:7","C42H69O10P1",782.49666106,782.496988727364,-0.418746022072573,636.250402949754,782.496545431855,782.497432022874,634.843680300998,637.65712559851,2,13.7293937168393,5.34332916475632,5.72015734052112,4.29988446635187,5.24301159840977,13591,113,30009,764.46283547,"IP_DAG","PG","[M+NH4]+",36,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3090, 3091, 3092","",NA,0,1,NA,0
"240",3098,"PG 40:11","C46H69O10P1",830.49666106,830.497388977237,-0.876484243053155,634.843680300998,830.497288380071,830.497417519942,632.883812393964,638.38206936711,3,22.5126407401642,2.37942436725139,1.43961908482959,1.04589479007234,6.33115646738442,15490,113,31329,812.46283547,"IP_DAG","PG","[M+NH4]+",40,11,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2795, 3098","3098, 3099","",0,1,1,NA,0
"55110",3112,"PC 36:3","C44H82N1O8P1",784.58508222,784.585786683303,-0.897880062944624,981.759798869605,784.585687011991,784.586025440854,978.175593946958,983.651854759921,5,29.706981252689,20.2901526074089,24.2252800998329,18.7131681548105,2.89747609365253,13683,114,37227,783.57780576,"IP_DAG","PC","[M+H]+",36,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1100, 3112","3111, 3112","",NA,0,1,NA,0
"1389",3121,"PE 32:2","C37H70N1O8P1",688.49118174,688.491662973418,-0.698968165757109,887.667738197222,688.491631730733,688.491695691237,886.768632189556,888.036145717495,5,90.2684081938479,43.245181871236,62.6626444862792,49.8578021832024,56.7398610155351,10096,115,21757,687.48390528,"IP_DAG","PE","[M+H]+",32,2,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","3121, 3122","",1,3,1,0,NA
"2114",3124,"DGTS_DGTA 30:1","C40H75N1O7",682.56163081,682.562113084976,-0.706566198076595,887.687138824034,682.562094098842,682.562122227995,886.910894556072,889.033351292806,4,NA,6.78199458319107,12.1713516801996,8.32763320510398,2.02729130641635,9904,115,14726,681.55435435,"IP_DAG","DGTS_DGTA","[M+H]+",30,1,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","3124, 3131","",1,1,1,0,NA
"42111",3126,"PC 36:5","C44H78N1O8P1",780.55378206,780.554361265124,-0.742043838080306,891.289913864812,780.55434579452,780.55447455718,889.945259138048,892.265322662525,5,133.056172620731,40.2882179643981,52.6432883193589,52.2279424077046,14.5088228184735,13510,115,37277,779.5465056,"IP_DAG","PC","[M+H]+",36,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","3126, 3172","3125, 3126","",7,7,1,0,NA
"10310",3127,"MGDG 28:0","C37H70O10",692.53072459,692.532013133541,-1.86063014268683,887.667738197222,692.531349838575,692.532228467064,886.768632189556,888.036145717495,5,37.4200157161119,3.28454693489659,3.71123184093617,3.37764012027177,2.06535643020466,10225,115,51780,674.496899,"IP_DAG","MGDG","[M+NH4]+",28,0,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","912, 3127","3127, 3128","",NA,0,1,NA,0
"12014",3129,"MGDG 34:4","C43H74O10",768.56202475,768.563033004049,-1.31187076222359,890.823434511062,768.562969961372,768.563371043646,889.945259138048,891.461046898828,4,4.30028940729301,2.08599763485804,4.80144857692946,1.7096024363426,3.35519090926695,13073,115,53130,750.52819916,"IP_DAG","MGDG","[M+NH4]+",34,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2403, 2761, 3129","3129, 3130, 3144, 3145","",NA,0,1,NA,0
"14226",3158,"DGDG 36:4","C51H88O15",958.64614841,958.645649409132,0.52052665005197,888.448935599388,958.645351685826,958.645947132438,887.706539450845,889.191331747931,2,1.50204728579455,1.73921421026241,4.77104370476965,2.01970613038671,9.09204800834191,20422,115,9527,940.61232282,"IP_DAG","DGDG","[M+NH4]+",36,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"1400",3163,"PE 32:1","C37H72N1O8P1",690.50683182,690.507478351603,-0.936314563617907,953.154975189233,690.507417456275,690.50752595729,952.062201035147,954.155893281678,5,54.1832540768032,23.87022489619,30.881772826914,25.8322231034398,28.6760851888083,10161,117,21732,689.49955536,"IP_DAG","PE","[M+H]+",32,1,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1478, 3163","3163, 3164","",NA,0,1,NA,0
"691",3172,"PC 36:5","C44H78N1O8P1",780.55378206,780.552447362345,1.70993682452389,953.154975189233,780.552378582247,780.552513065821,952.062201035147,953.750204154398,3,7.58959521231928,13.6032030911885,15.9504947907951,16.7901074214752,1.17820652236946,13511,117,37277,779.5465056,"IP_DAG","PC","[M+H]+",36,5,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","3126, 3172","3171, 3172","",2,2,0,0,NA
"8810",3181,"PE 34:1","C39H76N1O8P1",718.53813198,718.539072653513,-1.30914904956725,953.750204154398,718.528684936854,718.5392802266,952.062201035147,961.127958961458,5,3.03440827571841,18.1076377737365,14.4161281363138,11.6707132797119,3.59567454515109,11180,117,22182,717.53085552,"IP_DAG","PE","[M+H]+",34,1,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1983, 3181","3181, 3182","",NA,0,1,NA,0
"9116",3185,"PC 32:1","C40H78N1O8P1",732.55378206,732.554526794026,-1.01662709833437,949.786281264753,732.554490861223,732.554691726012,948.606075674581,951.876135529823,5,61.3125084004348,12.8542681948011,17.2793930971525,20.1754183223888,5.5861668474406,11682,117,36252,731.5465056,"IP_DAG","PC","[M+H]+",32,1,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3184, 3185","",6,6,1,0,NA
"1430",3192,"MGDG 30:0","C39H74O10",720.56202475,720.563034111718,-1.40079782607216,961.127958961458,720.562792926534,720.56321802819,960.036516745814,961.195330959801,3,42.9716958085918,4.06607246800823,4.93429115989556,4.90285297190473,5.16617005840857,11256,118,52180,702.52819916,"IP_DAG","MGDG","[M+NH4]+",30,0,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1854, 3192, 4324","3192, 3193","",NA,0,1,NA,0
"599",3197,"PE 34:2","C39H74N1O8P1",716.5224819,716.523176675278,-0.969648958563548,958.909621514124,716.52315977813,716.523266361331,958.361419347415,960.049783941428,5,31.5268453799945,18.751492087324,27.9736679303623,23.0947946301307,34.5944443549404,11100,118,22207,715.51520544,"IP_DAG","PE","[M+H]+",34,2,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","3197, 4052","3197, 3198","",NA,0,1,NA,0
"2520",3201,"SQDG 44:6","C53H90O12S1",968.64912532,968.649149152919,-0.0246042849079055,960.354002476751,968.648457862997,968.649354465392,958.788745702766,961.195330959801,4,4.37527255265114,11.8040081172352,8.22936988809506,9.90818174090525,0.429652161174829,20777,118,48789,950.61529973,"IP_DAG","SQDG","[M+NH4]+",44,6,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"16113",3207,"PC 38:5","C46H82N1O8P1",808.58508222,808.586125443769,-1.29018428905328,961.195330959801,808.586052461631,808.586367987511,960.036516745814,963.440627777469,5,20.1518748975895,5.25380591047211,4.33460166793755,3.98800468113285,4.38286687499634,14638,118,37777,807.57780576,"IP_DAG","PC","[M+H]+",38,5,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1434, 3207","3206, 3207","",6,6,1,0,NA
"9413",3223,"PC 34:2","C42H80N1O8P1",758.56943214,758.569958434297,-0.693798450636897,956.073996205257,758.569831426014,758.570015235758,954.303458460832,969.179115821031,5,59.2784252182198,38.3530428214091,46.9617823654808,48.8780865121718,16.0318910215834,12687,118,36727,757.56215568,"IP_DAG","PC","[M+H]+",34,2,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3222, 3223","",10,10,1,0,NA
"1439",3227,"MGDG 32:1","C41H76O10",746.57767483,746.578350197249,-0.904617525411348,969.86445450059,746.57816875851,746.578416727138,969.123589438302,970.294828530677,5,249.683426837787,44.3662442459609,41.5560520677119,36.6266714644546,35.8198445497765,12234,119,52605,728.54384924,"IP_DAG","MGDG","[M+NH4]+",32,1,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","3227, 3228, 3233, 3234","",6,7,1,0,NA
"4515",3250,"SQDG 32:1","C41H76O12S1",810.53957476,810.540051672312,-0.588388682324787,803.313198018039,810.53819022993,810.540127737681,802.382492880936,804.562453886,5,545.060575569224,260.668195615915,294.624986134074,296.483541495543,20.6069674712682,14718,123,45069,792.50574917,"IP_DAG","SQDG","[M+NH4]+",32,1,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",10,12,1,0,NA
"4420",3251,"PE 42:11","C47H72N1O8P1",810.50683182,810.508851790368,-2.49223114272766,805.647371089648,810.507500328822,810.509771097022,804.703740945957,806.849845759074,5,89.0507969185676,16.0747085402834,16.4159306981577,12.7739475915975,35.3035148965091,14717,123,24432,809.49955536,"IP_DAG","PE","[M+H]+",42,11,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,16,1,NA,0
"648",3252,"DGDG 36:6","C51H84O15",954.61484825,954.615175131199,-0.342422076612322,804.633097415979,954.615149158219,954.615187359281,802.480208259552,805.647371089648,4,155.423180886637,71.1562692195278,52.0738138855565,55.1231479491644,38.9259762297635,20277,123,9577,936.58102266,"IP_DAG","DGDG","[M+NH4]+",36,6,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,1,1,NA,0
"9010",3253,"DGTS_DGTA 32:4","C42H73N1O7",704.54598073,704.546443857086,-0.657341179914933,802.896703138796,704.546405238392,704.546511595572,802.382492880936,803.895180612491,4,NA,1.31734287517773,6.9913521855383,6.69853381561297,3.28680726440352,10666,123,15201,703.53870427,"IP_DAG","DGTS_DGTA","[M+H]+",32,4,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","3253, 3335","","",NA,0,1,NA,0
"11126",3254,"DGDG 32:3","C47H82O15",904.59919817,904.599552398386,-0.391586005179354,802.480208259552,904.599179658328,904.600128353387,802.283912223166,803.895180612491,5,248.012797544401,52.5544781636052,70.7756515385618,53.8122788600209,43.3241209306442,18362,123,8577,886.56537258,"IP_DAG","DGDG","[M+NH4]+",32,3,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"7216",3283,"MGDG 34:5","C43H72O10",766.54637467,766.546743204423,-0.480772508293727,762.874333596574,766.546646844489,766.546926456435,761.735410718656,765.425024541057,3,3.94542577883247,6.72908697623054,6.04045395794552,3.67218072003421,1.5648643362591,13003,131,53155,748.51254908,"IP_DAG","MGDG","[M+NH4]+",34,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1202, 2186, 3283","3283, 3294, 3295","",NA,0,1,NA,0
"4119",3286,"DGTS_DGTA 40:11","C50H75N1O7",802.56163081,802.562053792489,-0.527040506680239,765.425024541057,802.562009063977,802.562065587877,765.187790240539,766.852256732906,5,1.29507932994004,NA,5.55817867013932,3.40191292192842,18.4633319492394,14387,131,17301,801.55435435,"IP_DAG","DGTS_DGTA","[M+H]+",40,11,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",0,14,1,NA,0
"4313",3287,"SQDG 34:3","C43H76O12S1",834.53957476,834.539394715896,0.215740642455398,764.259508414332,834.539159657782,834.539655763223,762.874333596574,765.188329883175,4,10.4439641398001,7.03801639026993,12.6323218972776,9.12883682957666,9.48780061457959,15660,131,45669,816.50574917,"IP_DAG","SQDG","[M+NH4]+",34,3,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"1460",3304,"PE 38:6","C43H74N1O8P1",764.5224819,764.523104074109,-0.813807473269986,923.651256780731,764.522862234757,764.523169517354,922.3410043405,924.364442625235,5,10.9182005963932,21.511204712232,20.8986876421503,10.0364112471626,8.84207655687037,12926,134,23282,763.51520544,"IP_DAG","PE","[M+H]+",38,6,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","3304, 3305","",NA,0,1,NA,0
"13103",3306,"DGDG 32:1","C47H86O15",908.63049833,908.630868032275,-0.40687856696997,924.364442625235,908.630830957424,908.630972318855,923.651256780731,925.147744187073,5,1885.17150977224,242.988461235501,251.778391082334,183.437471775136,100.327117687436,18533,134,8527,890.59667274,"IP_DAG","DGDG","[M+NH4]+",32,1,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"560",3307,"DGTS_DGTA 34:3","C44H79N1O7",734.59293097,734.593510952718,-0.789529403018009,922.859111085899,734.59333910082,734.593569538742,922.076500688511,923.947782071181,5,NA,NA,1.34497301700557,0.673970479772871,17.6897155386028,11768,134,15626,733.58565451,"IP_DAG","DGTS_DGTA","[M+H]+",34,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3307, 3308","",NA,0,1,NA,0
"28115",3313,"PC 40:7","C48H82N1O8P1",832.58508222,832.585525215596,-0.532072463251123,924.364442625235,832.585125941749,832.585610260998,922.859111085899,926.85431933405,5,13.1819040253015,8.54828091572834,8.71282428601817,7.71055853404424,1.78556352621936,15585,134,38327,831.57780576,"IP_DAG","PC","[M+H]+",40,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3312, 3313","",NA,0,1,NA,0
"1468",3317,"PG 30:0","C36H71O10P1",712.51231114,712.512966800306,-0.920209091485585,823.165485895495,712.512778924166,712.513022528342,822.348166200755,824.101187599068,5,127.322173399376,11.6194685701404,27.7850142310707,13.320386074898,11.709863795617,10946,136,28209,694.47848555,"IP_DAG","PG","[M+NH4]+",30,0,0,0,0,0,1,1,0,1,0,0,0,0,"C2b; C3c; C3r","3317, 3371","","3317, 3323, 3324",0,2,1,NA,0
"2030",3318,"PC 44:12","C52H80N1O8P1",878.56943214,878.569811108013,-0.431346686573895,826.420736297856,878.569790242145,878.569837143309,825.391624538228,827.803054063019,5,75.2371516273692,30.4515161854886,37.4571244401695,32.650207763262,19.4970480617567,17309,136,39502,877.56215568,"IP_DAG","PC","[M+H]+",44,12,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",1,1,1,0,NA
"1648",3320,"MGDG 36:6","C45H74O10",792.56202475,792.562795121543,-0.972001583416157,824.101187599068,792.562651212928,792.562983526394,823.11598836241,825.687585366775,5,24.2799871170875,8.2650016240588,7.98949990326533,6.55628379931308,8.29160483860139,14004,136,53655,774.52819916,"IP_DAG","MGDG","[M+NH4]+",36,6,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","2700, 3320, 4285","3320, 3321, 3325, 3326","",0,5,1,NA,0
"12915",3322,"SQDG 33:1","C42H78O12S1",824.55522484,824.555912867533,-0.834422622493095,830.272984198848,824.555869872281,824.556016833057,829.983042062533,831.030410044449,3,0,14.4977260339301,12.021013290443,14.6431809143396,0,15269,136,45339,806.52139925,"IP_DAG","SQDG","[M+NH4]+",33,1,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",NA,0,1,NA,0
