"","match_ID","compound_name","elem_formula","LOBdbase_mz","peakgroup_mz","LOBdbase_ppm_match","peakgroup_rt","peakgroup_mzmin","peakgroup_mzmax","peakgroup_rtmin","peakgroup_rtmax","samples","LMG1401_004_QE003116","LMG1401_008_QE003117","LMG1401_009_QE003118","LMG1401_010_QE003119","PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120","xcms_peakgroup","CAMERA_pseudospectrum","LOBdbase_frag_ID","LOBdbase_exact_parent_neutral_mass","lipid_class","species","major_adduct","FA_total_no_C","FA_total_no_DB","degree_oxidation","C1","C1x","C2a","C2b","C3c","C3f","C3r","C4","C5","C6a","C6b","casecodes","iso_C3r.match_ID","iso_C3f.match_ID","iso_C3c.match_ID","ms2_conf","ms2_present","neg_mode.conf","rm.flag_auto","rm.flag_manual"
"357",1478,"PE 32:1","C37H72N1O8P1",690.50683182,690.507968624142,-1.64633293972998,873.138572257372,690.507765775369,690.508236776696,871.752481691091,873.878108353574,5,10.9639180904528,12.7819613254866,10.6928058539716,7.92002680875099,17.5330930299682,10160,55,21732,689.49955536,"IP_DAG","PE","[M+H]+",32,1,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","1478, 3163","1478, 1480","",NA,0,1,NA,0
"1473",1479,"PE 34:4","C39H70N1O8P1",712.49118174,712.491021488542,0.224917111102267,870.982658184695,712.490957743583,712.491169608295,868.580908268119,871.752481691091,5,3.70389906722951,3.21600576990084,3.54578392935757,2.85679356571029,6.26486468554558,10941,55,22257,711.48390528,"IP_DAG","PE","[M+H]+",34,4,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","1479, 1481","",NA,0,1,NA,0
"2234",1487,"DGDG 34:3","C49H86O15",932.63049833,932.630843506123,-0.370110267640266,877.9122595732,932.629372740933,932.63116421805,876.446205324323,878.588933597146,5,55.5325296352372,39.6822459987729,60.3834567686589,48.5590108677131,51.2021011090126,19475,55,9027,914.59667274,"IP_DAG","DGDG","[M+NH4]+",34,3,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","1487, 3519","","",NA,0,1,NA,0
"11111",1494,"DGTS_DGTA 28:0","C38H73N1O7",656.54598073,656.546599111974,-0.941871539977596,877.9122595732,656.546471142594,656.546651130758,876.446205324323,878.588933597146,5,NA,NA,4.53251172892709,2.63640286627594,0.703108250713904,9006,55,14301,655.53870427,"IP_DAG","DGTS_DGTA","[M+H]+",28,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1494, 1495","",NA,0,1,NA,0
"2361",1529,"SQDG 44:8","C53H86O12S1",964.61782516,964.619298527639,-1.52741075314344,876.159131223279,964.618708922065,964.61943340829,875.398219594585,876.298679765075,3,2.61140902707847,3.7969291917567,3.60364871565573,2.37247384105869,0,20628,55,48849,946.58399957,"IP_DAG","SQDG","[M+NH4]+",44,8,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","1528, 1529",NA,0,1,NA,0
"1217",1549,"MGDG 30:4","C39H66O10",712.49942443,712.50000799632,-0.819041111341364,675.225227758297,712.499971111585,712.500040541004,674.321041121319,676.497524712159,4,42.1158347487931,106.928390229636,66.1458628920366,110.24765952183,7.65404315022635,10944,58,52280,694.46559884,"IP_DAG","MGDG","[M+NH4]+",30,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1369, 1549, 3398","1549, 1572, 1573","",NA,0,1,NA,0
"1503",1551,"MGDG 34:9","C43H64O10",758.48377435,758.483915767467,-0.186447583291514,672.084062514187,758.483888676833,758.483945458289,671.373414655746,672.315061249214,3,56.5763856338743,17.9445140598699,25.4620307768902,28.90291463892,36.6381967277884,12677,58,53255,740.44994876,"IP_DAG","MGDG","[M+NH4]+",34,9,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1551, 3044","1551, 1579, 1580","",0,2,1,NA,0
"1573",1552,"SQDG 30:2","C39H70O12S1",780.49262452,780.49311040362,-0.622534544236716,676.168808289851,780.492977328412,780.493324394632,675.390776811179,676.91296043992,4,147.854001669564,27.5212087170452,31.8541658604364,43.8552313002324,6.94511160778891,13504,58,44619,762.45879893,"IP_DAG","SQDG","[M+NH4]+",30,2,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","1430, 1552","","",NA,0,1,NA,0
"2152",1557,"DGDG 36:9","C51H78O15",948.56789801,948.568386194931,-0.514654703864523,676.546716775974,948.568361426849,948.568403991017,675.840091867543,676.91296043992,4,406.193467433287,1004.48301205261,915.348179718285,1051.68873116904,1431.70413590382,20051,58,9652,930.53407242,"IP_DAG","DGDG","[M+NH4]+",36,9,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,5,1,NA,0
"1221",1570,"PG 30:2","C36H67O10P1",708.48101098,708.481398432798,-0.546878168933335,670.600196644252,708.481223492285,708.481573373311,669.826978632759,671.373414655746,2,9.00801043474334,7.85234767000489,7.25166626142773,5.56447347253392,2.42325475827002,10788,58,28269,690.44718539,"IP_DAG","PG","[M+NH4]+",30,2,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1570, 2832","1569, 1570, 1571","",NA,0,1,NA,0
"17813",1589,"PG 40:9","C46H73O10P1",834.52796122,834.528839234078,-1.0521086390844,674.61036364905,834.528478697763,834.529171815851,673.087335385257,683.297255595711,3,10.1067543022534,4.41218058202767,2.01958686724727,2.21486448944609,4.39449801052621,15662,58,31269,816.49413563,"IP_DAG","PG","[M+NH4]+",40,9,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1588, 1589, 1590","",NA,0,1,NA,0
"1227",1618,"MGDG 36:2","C45H82O10",800.62462507,800.625240156581,-0.768258384982363,1026.67141923981,800.624384650224,800.625288178107,1024.36612354929,1029.10694804893,5,4.23213216874833,2.053746840161,1.93991168161384,1.87798868464012,0.955187235333303,14315,60,53555,782.59079948,"IP_DAG","MGDG","[M+NH4]+",36,2,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","1618, 1619, 1642, 1643","",NA,0,1,NA,0
"11322",1640,"MGDG 34:1","C43H80O10",774.60897499,774.609623746918,-0.837528274705294,1023.30955223066,774.609574939904,774.61000715469,1022.19291841116,1024.36612354929,5,34.2029028954681,8.64184238499594,8.62862759463521,4.1159814672356,5.76875869367679,13285,60,53055,756.5751494,"IP_DAG","MGDG","[M+NH4]+",34,1,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1638, 1639, 1640, 1641","",NA,0,1,NA,0
"1212",1689,"MGDG 36:3","C45H80O10",798.60897499,798.609464650299,-0.613141493075077,986.77753737634,798.6088280509,798.610484186887,985.918633945507,989.634675678463,4,3.70900421002292,0.553001025569769,0.830815502053185,0.238184420960897,0.651573891835078,14241,61,53580,780.5751494,"IP_DAG","MGDG","[M+NH4]+",36,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1687, 1688, 1689, 1690","",NA,0,1,NA,0
"12413",1695,"PC 40:6","C48H84N1O8P1",834.6007323,834.600762765756,-0.0365033900011445,986.240857632645,834.600400210089,834.601125321423,986.153136138358,986.328579126933,2,7.92507741375017,1.64605670274511,1.57960025346565,1.4859033943695,1.1026889242992,15669,61,38302,833.59345584,"IP_DAG","PC","[M+H]+",40,6,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1695, 2515","1694, 1695","",NA,0,1,NA,0
"1404",1700,"DGDG 34:1","C49H90O15",936.66179849,936.661902772346,-0.111334044122694,988.648824937419,936.660154215151,936.662151269097,988.211324761777,989.634675678463,5,170.492903588427,59.7248198533581,71.4928054655357,52.5172054888744,35.4782914948528,19638,61,8977,918.6279729,"IP_DAG","DGDG","[M+NH4]+",34,1,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"1236",1732,"DGDG 34:7","C49H78O15",924.56789801,924.567916116678,-0.0195839349202532,695.562969252383,924.567820711508,924.568179173401,692.643452051412,697.173175676044,5,194.50875258126,74.268997891127,90.6117596426651,102.868831788601,59.6251344009599,19141,65,9127,906.53407242,"IP_DAG","DGDG","[M+NH4]+",34,7,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"1328",1735,"SQDG 28:1","C37H68O12S1",754.47697444,754.477564459699,-0.782024792544693,688.528708793908,754.477454813956,754.477617914517,687.998737311871,689.54114133522,3,2.05694470753128,13.2055904582317,17.8631645385589,16.7397162405752,0.568102881956172,12526,65,44109,736.44314885,"IP_DAG","SQDG","[M+NH4]+",28,1,0,0,0,0,1,0,0,1,0,0,0,0,"C2b; C3r","1735, 2263","","",NA,0,1,NA,0
"1429",1738,"PG 36:6","C42H71O10P1",784.51231114,784.513157643206,-1.07901838395897,687.609632462382,784.513042528053,784.513411137196,685.563015633874,688.528708793908,4,80.755940661422,39.0159504082056,47.2755847626621,40.0898554850228,21.2642602553313,13673,65,29979,766.47848555,"IP_DAG","PG","[M+NH4]+",36,6,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","1738, 2630, 3539","1738, 1766, 1767","",0,1,1,NA,0
"1920",1739,"SQDG 32:3","C41H72O12S1",806.5082746,806.50888673861,-0.758998548773069,692.526997449782,806.508746130042,806.508961608585,691.553852160797,693.190949565864,5,144.146319612919,26.7420236298579,33.5622439459336,30.593663498801,20.852611892363,14550,65,45129,788.47444901,"IP_DAG","SQDG","[M+NH4]+",32,3,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",0,2,1,NA,0
"17413",1741,"SQDG 42:11","C51H76O12S1",930.53957476,930.541217423262,-1.76528038787341,687.998737311871,930.540828560417,930.541235110893,687.220527612894,688.528708793908,3,3.50474571693455,20.8856369951877,15.5496063071257,21.064513568745,1.18447544382015,19387,65,48309,912.50574917,"IP_DAG","SQDG","[M+NH4]+",42,11,0,0,0,1,0,1,0,0,0,0,0,0,"C2a; C3c","","","1740, 1741",NA,0,1,NA,0
"11014",1754,"PE 33:6","C38H64N1O8P1",694.4442315,694.442985653712,1.79401920555501,689.932708936318,694.44295325433,694.443018053093,689.54114133522,690.324276537416,2,0.288569759135732,0.169239972947471,0.661688600142967,0.84387330769632,0.410710888581254,10281,65,22082,693.43695504,"IP_DAG","PE","[M+H]+",33,6,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1754, 1755","",NA,0,1,NA,0
"12721",1762,"MGDG 32:5","C41H68O10",738.51507451,738.515807351296,-0.99231731567883,690.324276537416,738.515770104077,738.51588091705,689.54114133522,690.853312871725,3,8.39906587927615,16.4278846012671,11.7041343131662,10.3593184263156,0.75172402670917,11923,65,52705,720.48124892,"IP_DAG","MGDG","[M+NH4]+",32,5,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1762, 2627, 3541","1760, 1761, 1762","",NA,0,1,NA,0
"1575",1771,"SQDG 33:4","C42H72O12S1",818.5082746,818.508884286759,-0.74487549778054,695.562969252383,818.508262346047,818.509049514247,687.865047239298,696.520900573336,5,12.2616021240131,2.65358743347537,3.87509071535581,3.55305709329724,3.25047190669326,15031,65,45429,800.47444901,"IP_DAG","SQDG","[M+NH4]+",33,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"16411",1774,"SQDG 36:6","C45H74O12S1",856.52392468,856.524841956976,-1.07092977700386,696.679199468561,856.524417636906,856.525266277046,694.855444780567,698.502954156555,2,24.2527537863904,7.10696708504936,7.06407493593832,9.2173776909962,1.99686676241506,16494,65,46329,838.49009909,"IP_DAG","SQDG","[M+NH4]+",36,6,0,1,0,0,0,1,0,1,0,0,0,0,"C1; C3c; C3r","1376, 1774","","1773, 1774",NA,0,1,NA,0
"1618",1779,"SQDG 36:8","C45H70O12S1",852.49262452,852.493109437732,-0.568823374546449,609.937436550671,852.493066752846,852.493174836072,609.22955197555,610.784428746779,5,229.18332231006,70.8191862780662,72.3740881251737,74.7312764765049,81.2850178445377,16341,67,46389,834.45879893,"IP_DAG","SQDG","[M+NH4]+",36,8,0,0,0,1,0,1,0,0,0,0,0,0,"C2a; C3c","","","1778, 1779",NA,0,1,NA,0
"849",1780,"PG 32:5","C38H65O10P1",730.4653609,730.465779466826,-0.573013929086461,600.988210101681,730.465731180333,730.465831450205,600.496970537075,602.299121858993,4,12.1145322536828,24.5369935144802,39.3875444596273,36.3609855483707,6.06022672285478,11587,67,28839,712.43153531,"IP_DAG","PG","[M+NH4]+",32,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1780, 4356","1780, 1792, 1793","",NA,0,1,NA,0
"893",1781,"SQDG 30:4","C39H66O12S1",776.46132436,776.461729967756,-0.522379857343129,601.678864707636,776.4616644346,776.462018816671,600.496970537075,603.383385435691,5,106.070911647875,19.8247003970901,20.9662937167754,26.4652409671438,4.94017715752106,13330,67,44679,758.42749877,"IP_DAG","SQDG","[M+NH4]+",30,4,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,3,1,NA,0
"11317",1783,"DGDG 32:6","C47H76O15",898.55224793,898.552762283882,-0.572425123886896,600.496970537075,898.552639439094,898.552885254712,599.453366364443,601.091936114028,5,804.387263031954,70.9003217983181,57.0820077909511,57.3463632770933,244.184772045986,18130,67,8652,880.51842234,"IP_DAG","DGDG","[M+NH4]+",32,6,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","209, 1783","","",NA,0,1,NA,0
"852",1796,"MGDG 32:8","C41H62O10",732.46812427,732.468748056944,-0.85162333129889,605.357870379338,732.468728536908,732.46876757698,605.072013809193,605.643726949483,2,542.314242007933,28.5616524663304,19.8251858087309,51.4023785339502,192.339563158435,11664,67,52780,714.43429868,"IP_DAG","MGDG","[M+NH4]+",32,8,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","599, 814, 1796, 1875, 2468","1794, 1795, 1796","",0,3,1,NA,0
"1545",1805,"MGDG 34:8","C43H66O10",760.49942443,760.500107557623,-0.898261853918236,626.222539576983,760.488551363281,760.500324433783,625.9004254495,634.843680300998,5,21.7411922743495,12.0172005272151,11.4331776335804,18.6043218883813,1.76626893449219,12758,69,53230,742.46559884,"IP_DAG","MGDG","[M+NH4]+",34,8,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1805, 2821, 3041","1805, 1825, 1826","",NA,0,1,NA,0
"1846",1806,"DGDG 34:9","C49H74O15",920.53659785,920.536565406055,0.035244601360414,628.260744161621,920.535646663449,920.536866778607,627.779604844783,629.197780182462,5,11.8201664918778,50.7791965746197,59.4331622386077,75.6983779164392,97.5122622656353,18993,69,9177,902.50277226,"IP_DAG","DGDG","[M+NH4]+",34,9,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"40110",1811,"PG 38:9","C44H69O10P1",806.49666106,806.498453573932,-2.22259312219589,623.60672437192,806.498445420601,806.499159492779,622.293715598229,623.636991956617,3,23.8952413288263,3.79443074719067,3.58907196622524,3.69207518497935,5.4388320044727,14548,69,30669,788.46283547,"IP_DAG","PG","[M+NH4]+",38,9,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1811, 3297","1810, 1811, 1812","",NA,0,1,NA,0
"855",1840,"DGTS_DGTA 34:4","C44H77N1O7",732.57728089,732.577836949503,-0.759045519648087,883.07415351158,732.577676812191,732.577852595959,882.235754429716,883.406992415666,5,NA,2.95955285210694,6.80252319600621,4.55342648117681,61.2851568981514,11685,70,15651,731.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",34,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1840, 2740","1840, 1858","",0,2,1,NA,0
"766",1854,"MGDG 30:0","C39H74O10",720.56202475,720.563109894749,-1.50596993994646,880.342096758812,720.562895186113,720.577104023927,877.9122595732,880.886249755221,4,0.454452095753004,7.24381471050951,5.56694090296542,4.19783008229523,1.87820327986954,11259,70,52180,702.52819916,"IP_DAG","MGDG","[M+NH4]+",30,0,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1854, 3192, 4324","1854, 1855","",NA,0,1,NA,0
"8314",1857,"PC 32:2","C40H76N1O8P1",730.53813198,730.538349565642,-0.297842963359862,883.149802810484,730.537575718167,730.538460488006,882.235754429716,886.910894556072,5,47.7554360222827,9.91882834441317,16.0740297559373,13.1542222655692,3.0891779290655,11595,70,36277,729.53085552,"IP_DAG","PC","[M+H]+",32,2,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1856, 1857","",9,9,1,0,NA
"928",1859,"PG 33:0","C39H77O10P1",754.55926138,754.559643009419,-0.505764673822738,882.407631698607,754.559350853679,754.559732864607,880.74502642511,883.406992415666,3,1.38217564027212,6.42005905685537,6.95215601465616,4.71993750599007,57.2254922758896,12539,70,28959,736.52543579,"IP_DAG","PG","[M+NH4]+",33,0,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",0,4,0,NA,NA
"101110",1865,"PC 37:6","C45H78N1O8P1",792.55378206,792.553818064368,-0.0454282962238921,879.388885269824,792.553084407069,792.566356369383,871.752481691091,886.768632189556,3,7.03378632271265,1.67429038881347,2.43609771576654,0.555505724163602,0.898721195600469,14007,70,37577,791.5465056,"IP_DAG","PC","[M+H]+",37,6,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1864, 1865","",0,1,1,NA,0
"468",1900,"MGDG 32:0","C41H78O10",748.59332491,748.59380953883,-0.647385989307744,1017.2318774458,748.593302034881,748.594005765398,1016.47367278411,1017.62256803243,4,10.5402423359676,1.3604775190831,1.23310017697723,1.53020150578608,4.20401583765039,12314,74,52580,730.55949932,"IP_DAG","MGDG","[M+NH4]+",32,0,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","1900, 1901","",NA,0,1,NA,0
"638",1915,"MGDG 40:2","C49H90O10",856.68722539,856.687972958998,-0.872627693512351,994.532871909455,856.687575877312,856.688242447811,992.932043714508,995.395834778148,4,2.08517808966577,3.19266495965089,2.4682122266356,1.55974995501736,0,16513,74,54555,838.6533998,"IP_DAG","MGDG","[M+NH4]+",40,2,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","1915, 1916, 2063, 2064","",NA,0,1,NA,0
"833",1935,"SQDG 40:1","C49H92O12S1",922.6647754,922.664425142568,0.379615046964997,1041.88716217665,922.664151014582,922.665844481365,1040.4546378139,1042.46047814895,4,116.388463378429,68.5662607414514,90.1906893736545,73.8026407630112,0.492430146612458,19069,74,47379,904.63094981,"IP_DAG","SQDG","[M+NH4]+",40,1,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","438, 1935","","",2,2,1,0,NA
"753",1938,"SQDG 38:1","C47H88O12S1",894.63347524,894.632889432408,0.654801780044066,993.177113439715,894.631250551308,894.6333374256,992.932043714508,1000.69392464286,3,87.8982730498703,7.78420239621959,65.9644070937246,10.5103054567729,0.258181592006579,17979,74,46779,876.59964965,"IP_DAG","SQDG","[M+NH4]+",38,1,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",0,1,1,NA,0
"858",1939,"MGDG 46:7","C55H92O10",930.70287547,930.701968740272,0.974241889848609,1044.97965628642,930.680175351113,930.702255356854,1040.07080455932,1046.25133759484,3,63.8895666329327,1.45210600060494,1.05211125232448,1.80077510337259,0.34631146975648,19406,74,56280,912.66904988,"IP_DAG","MGDG","[M+NH4]+",46,7,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","1939, 1940, 2110, 2111","",NA,0,1,NA,0
"9101",1953,"MGDG 48:8","C57H94O10",956.71852555,956.718478915342,0.0487443868395753,1049.14599008478,956.717874075155,956.720206413905,1046.02851672005,1049.49636873869,4,55.0195453959595,0.827245025840785,0.975876458654267,1.30740207325823,0.731687211111061,20361,74,56755,938.68469996,"IP_DAG","MGDG","[M+NH4]+",48,8,0,0,0,1,0,1,1,0,0,0,0,0,"C2a; C3c; C3f","","1953, 1954, 2129, 2130","1952, 1953, 1954, 2129, 2130",NA,0,1,NA,0
"2215",1983,"PE 34:1","C39H76N1O8P1",718.53813198,718.539255582662,-1.56373421502604,1017.57169173504,718.539028008823,718.539359004251,1014.60599944687,1017.66481195801,3,4.70835991991097,1.49019597738611,2.62276868814775,2.38421848787119,5.54249264698567,11181,74,22182,717.53085552,"IP_DAG","PE","[M+H]+",34,1,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1983, 3181","1983, 1984","",NA,0,1,NA,0
"32110",1988,"PC 42:6","C50H88N1O8P1",862.63203246,862.632368638254,-0.389712231610731,1019.91831456556,862.632318409945,862.632634716345,1018.76638266145,1022.08869075507,3,3.84176613272546,3.22170953449283,3.31063578591703,3.18074417988861,0.159286387154267,16742,74,38827,861.624756,"IP_DAG","PC","[M+H]+",42,6,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","1987, 1988","",NA,0,1,NA,0
"4623",2014,"PE 36:2","C41H78N1O8P1",744.55378206,744.554302348725,-0.698792669945242,1018.9659509416,744.553635820795,744.554616128457,1017.62256803243,1019.8306233583,4,0.817974904873038,0.521865755288949,1.02399992069838,1.03159492556128,2.62407347748609,12154,74,22682,743.5465056,"IP_DAG","PE","[M+H]+",36,2,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2014, 2015","",NA,0,1,NA,0
"4851",2024,"PC 34:1","C42H82N1O8P1",760.58508222,760.585784118183,-0.922839797342887,1022.24160869631,760.585489210127,760.585884548186,1019.8306233583,1026.67141923981,5,49.9227437969137,18.5916693023219,13.94791333611,19.2613707150485,9.0287873608782,12773,74,36702,759.57780576,"IP_DAG","PC","[M+H]+",34,1,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2024, 3382","2023, 2024","",1,1,1,0,NA
"5281",2040,"PC 36:2","C44H84N1O8P1",786.6007323,786.601364501791,-0.803713707156223,1019.91831456556,786.60132435324,786.601738092294,1018.76638266145,1032.60181310816,5,42.6216840178567,22.728985837587,24.1826931356105,23.7445873295778,7.95885601807051,13765,74,37202,785.59345584,"IP_DAG","PC","[M+H]+",36,2,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","851, 2040, 2597","2039, 2040","",NA,0,1,NA,0
"673",2072,"SQDG 36:0","C45H86O12S1",868.61782516,868.618350532219,-0.604837022482022,995.194021312111,868.618012209544,868.618471922403,995.057366740458,996.266301021795,3,2.91926103207761,4.90560555087678,9.27420286712874,7.46168082697074,0,16943,74,46149,850.58399957,"IP_DAG","SQDG","[M+NH4]+",36,0,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"1269",2182,"DGTS_DGTA 26:0","C36H69N1O7",628.51468057,628.515118077481,-0.696097472673633,798.684586551464,628.515099242691,628.515123890483,797.675603450682,800.097058822775,5,NA,1.41018408475959,6.15907117935937,5.89040938861158,5.71647826173527,7954,76,13951,627.50740411,"IP_DAG","DGTS_DGTA","[M+H]+",26,0,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",NA,0,1,NA,0
"467",2183,"PG 31:1","C37H71O10P1",724.51231114,724.512545040657,-0.322838761207796,794.286416906684,724.51252061019,724.512569471124,790.897230362686,797.675603450682,2,36.3050530714751,8.09756198602577,11.7837074637522,9.73342753469247,16.6729544728742,11377,76,28479,706.47848555,"IP_DAG","PG","[M+NH4]+",31,1,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2183, 3482","2183, 2203, 2204","",NA,0,1,NA,0
"4310",2184,"PG 30:1","C36H69O10P1",710.49666106,710.497077882063,-0.586662944512376,797.675603450682,710.497045864879,710.497323195596,796.388289274247,797.802344117626,3,62.4681720520319,6.04961437680504,10.9838179845836,7.64207123470616,2.19560432720561,10864,76,28239,692.46283547,"IP_DAG","PG","[M+NH4]+",30,1,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","2184, 2626, 2973","2184, 2201, 2202","",3,3,0,0,NA
"12510",2186,"MGDG 34:5","C43H72O10",766.54637467,766.546920979366,-0.712689257271237,795.525490286415,766.546895501071,766.546946457662,794.662691298583,796.388289274247,2,18.6766587188769,3.58147254290403,4.23264962388353,2.95443781821455,9.16374173112188,13004,76,53155,748.51254908,"IP_DAG","MGDG","[M+NH4]+",34,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1202, 2186, 3283","2186, 2221, 2222","",0,1,1,NA,0
"1375",2189,"MGDG 36:7","C45H72O10",790.54637467,790.547018612338,-0.814553526749946,795.381339107494,790.546864756997,790.547223609422,789.987849772301,797.802344117626,5,19.7497321425563,5.60229829873041,5.7140267718049,8.28116993063569,15.5229891839845,13927,76,53680,772.51254908,"IP_DAG","MGDG","[M+NH4]+",36,7,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","2189, 2264","2189, 2223, 2224","",0,2,1,NA,0
"1556",2191,"MGDG 40:10","C49H74O10",840.56202475,840.562426246302,-0.477652202160783,800.789012992478,840.555661591609,840.56276654919,793.269460357571,802.382492880936,4,7.01630508968334,1.42460984169616,0.964204304756331,1.06847928850226,4.11754729351606,15891,76,54755,822.52819916,"IP_DAG","MGDG","[M+NH4]+",40,10,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","656, 2191, 4293","","",NA,0,1,NA,0
"594",2192,"PC 42:11","C50H78N1O8P1",852.55378206,852.554153928695,-0.436182094846895,797.8597323061,852.554063587464,852.554197604517,797.675603450682,799.250036083907,5,135.367201864866,87.8424839378989,110.872041070613,103.948427795965,37.9844260581512,16347,76,38952,851.5465056,"IP_DAG","PC","[M+H]+",42,11,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",10,10,1,0,NA
"533",2208,"MGDG 38:8","C47H74O10",816.56202475,816.560284467096,2.13123173933079,797.738973784154,816.560133197003,816.560435737188,797.675603450682,797.802344117626,2,13.345881625532,0.99959426938848,0.805204101269643,1.3769538623009,1.5816365384165,14950,76,54205,798.52819916,"IP_DAG","MGDG","[M+NH4]+",38,8,0,1,0,0,0,1,1,0,0,0,0,0,"C1; C3c; C3f","","2205, 2206, 2208","2205, 2206, 2207, 2208",NA,0,1,NA,0
"5620",2212,"PC 40:9","C48H78N1O8P1",828.55378206,828.55460249168,-0.990197253756597,800.55535866848,828.554277572203,828.55465374295,800.008319888498,803.895180612491,4,49.6283760807332,5.5356719489657,6.95160780613545,5.17988723707275,4.01024342290228,15424,76,38377,827.5465056,"IP_DAG","PC","[M+H]+",40,9,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2212, 2574, 3620","","",11,11,1,0,NA
"1619",2231,"SQDG 36:4","C45H78O12S1",860.55522484,860.554622211819,0.700278336675528,795.381339107494,860.554035518318,860.555513339414,794.09542126746,795.5699132343,5,13.3407218308831,8.47005723206648,4.98069674088242,8.86323772986784,2.60658041485249,16661,76,46269,842.52139925,"IP_DAG","SQDG","[M+NH4]+",36,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"1026",2247,"PC 36:10","C44H68N1O8P1",770.47553166,770.475970185048,-0.569161550835208,669.165582511012,770.475927927072,770.476055352077,667.777645549044,669.826978632759,5,11.8208325555308,5.41831137044451,7.51860035907386,6.06831102078308,120.304506675837,13130,78,37402,769.4682552,"IP_DAG","PC","[M+H]+",36,10,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
