"","match_ID","compound_name","elem_formula","LOBdbase_mz","peakgroup_mz","LOBdbase_ppm_match","peakgroup_rt","peakgroup_mzmin","peakgroup_mzmax","peakgroup_rtmin","peakgroup_rtmax","cultures","QC","Marchetti_diatom_culture_extract_A_act_1_QE002909","Marchetti_diatom_culture_extract_A_act_2_QE002910","Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911","Marchetti_diatom_culture_extract_F_cyl_1_QE002907","Marchetti_diatom_culture_extract_F_cyl_1_QE002908","Marchetti_diatom_culture_extract_Thalass_1_QE002905","Marchetti_diatom_culture_extract_Thalass_2_QE002906","QC_QE002903","QC_QE002915","xcms_peakgroup","CAMERA_pseudospectrum","LOBdbase_frag_ID","LOBdbase_exact_parent_neutral_mass","lipid_class","species","major_adduct","FA_total_no_C","FA_total_no_DB","degree_oxidation","C1","C1x","C2a","C2b","C3c","C3f","C3r","C4","C5","C6a","C6b","casecodes","iso_C3r.match_ID","iso_C3f.match_ID","iso_C3c.match_ID","ms2_conf","ms2_present","neg_mode.conf","rm.flag_auto","rm.flag_manual"
"11627",4233,"PE 32:3","C37H68N1O8P1",686.47553166,686.47582728342,-0.430639413529779,821.222762680592,686.47579067505,686.47584718545,820.105024688171,822.799233147132,3,0,0,0.0153684006076901,1.8556632789573,0.0147962693866173,0.0235074489147677,7.23434039719168,5.06738456279013,0,0,7976,6315,21782,685.4682552,"IP_DAG","PE","[M+H]+",32,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4233, 4234","",NA,0,1,NA,0
"11628",4235,"PE 33:4","C38H68N1O8P1",698.47553166,698.475858701072,-0.468221228810286,818.40438183734,698.475719984318,698.475997417826,817.83029236675,818.97847130793,2,0,0,0,0,0,0,2.08275367806422,1.46417955768,0,0,8379,6320,22032,697.4682552,"IP_DAG","PE","[M+H]+",33,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","83, 4235","4235, 4236","",NA,0,1,NA,0
"11693",4339,"DGTS_DGTA 43:0","C53H103N1O7",866.78073193,866.780744265062,-0.0142308910241582,1200.00635336995,866.780468099288,866.781241317727,1198.70486794129,1207.46663885928,4,0,0.0321430565828054,0.0171333608618996,0.0785814481651559,0.0173673509027264,0.0193602796775602,0.904213968159725,1.4996397008445,0,0,15873,6888,17851,865.77345547,"IP_DAG","DGTS_DGTA","[M+H]+",43,0,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","3114, 4339","4339, 4340","",NA,0,0,NA,0
"16390",4343,"PC 43:6","C51H90N1O8P1",876.64768254,876.648209043397,-0.600587222438049,1232.72980486814,876.647947281204,876.64847080559,1231.48346742998,1233.9761423063,2,0,0,0,0,0,0,0.135319119497104,0.177025190119282,0,0,16390,6900,39127,875.64040608,"IP_DAG","PC","[M+H]+",43,6,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4342, 4343","",NA,0,0,NA,0
"198571",4393,"MGDG 46:1","C55H104O10",942.79677595,942.796393907658,0.405222368063402,1313.00136741193,942.795913480035,942.796874335281,1312.70749685586,1313.29523796799,2,0,0,0,0,0,0,0.359288369114241,0.548490765796287,0,0,19857,7052,56130,924.76295036,"IP_DAG","MGDG","[M+NH4]+",46,1,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4391, 4392, 4393, 4394","",NA,0,0,NA,0
"11790",4488,"PE 25:0","C30H60N1O8P1",594.41293134,594.412632062965,0.503483385736482,724.54244435366,594.412577409177,594.412686716753,724.134277356496,724.950611350824,2,0,0,0,0,0,0,1.33391128978571,0.783241773479282,0,0,5309,7544,20432,593.40565488,"IP_DAG","PE","[M+H]+",25,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4488, 4489, 4490","",NA,0,1,NA,0
"3287",4573,"MGDG 44:5","C53H92O10",906.70287547,906.703612052141,-0.812374330318405,1060.83493537208,906.703479573479,906.709786504313,1060.63142777791,1070.41417983485,3,0,0.0406467125281157,0.0612879223455625,0,0.0987969880349237,0.0252991475852131,34.5236825500644,26.4215173315101,0,0,18000,7777,55680,888.66904988,"IP_DAG","MGDG","[M+NH4]+",44,5,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4571, 4572, 4573, 4574","",NA,0,1,NA,0
"2525",4613,"PC 32:8","C40H64N1O8P1",718.4442315,718.4446373121,-0.564848434627054,584.082406380041,718.444337818831,718.44554225721,583.455693054675,585.592488260245,6,0,0.207120422041026,0.213486488836711,0.0625497193184427,0.103577286260386,0.318112483727912,0.521935234564011,0.146045296902836,0,0,9096,7962,36427,717.43695504,"IP_DAG","PC","[M+H]+",32,8,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4612, 4613","",NA,0,1,NA,0
"11884",4653,"PG 42:11","C48H73O10P1",858.52796122,858.527717551683,0.283821061451321,626.822827276314,858.527606702095,858.527862382702,625.642138384105,629.000428780745,4,0,32.4671304802937,27.3909441280975,0.175571044041378,29.8522000725551,90.2569951145,4.7544327717552,4.45730619384191,0,0,15426,8090,31959,840.49413563,"IP_DAG","PG","[M+NH4]+",42,11,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","736, 4653","4653, 4654","",NA,0,0,NA,0
"11923",4705,"SQDG 28:2","C37H66O12S1",752.46132436,752.461754956575,-0.572250773830818,622.200551687704,752.461546230622,752.461963682528,622.119735053783,622.281368321625,2,0,0.612922061030949,0.345996578068906,0,0,0.0639053518066345,0,0,0,0,10344,8214,44139,734.42749877,"IP_DAG","SQDG","[M+NH4]+",28,2,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","3017, 4001, 4705","","",NA,0,0,NA,0
"11925",4709,"SQDG 31:4","C40H68O12S1",790.47697444,790.476918173247,0.0711807611623711,636.493157007023,790.475782241144,790.478763359606,635.833669763956,640.432461474395,5,0,0.791895731249606,0.517564209457505,23.1376592967624,0.844601902453442,2.68901650824019,2.47882542980954,1.82610915661657,0,0,11956,8228,44919,772.44314885,"IP_DAG","SQDG","[M+NH4]+",31,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,0,NA
"12408",4713,"PG 37:5","C43H75O10P1",800.5436113,800.543323482528,0.359527536226729,624.565302492316,800.542971691521,800.543546321877,619.997864497481,628.920929255106,5,0,0.521380167957365,0.608958744818639,0,0.386634927227369,0.651643454354404,1.07095213779537,0.730910407088982,15874.2001463196,0,12408,8231,30279,782.50978571,"IP_DAG","PG","[M+NH4]+",37,5,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4712, 4713, 4714","",NA,0,0,NA,0
"11945",4735,"SQDG 33:1","C42H78O12S1",824.55522484,824.555063973038,0.195095437516308,847.898178449549,824.554769559372,824.555601911196,846.845183188824,849.127241647259,4,1,0.915183316998428,0.901369873837811,0,1.39957712111183,4.05398282896469,0,0,195813.041063965,271452.661416524,13592,8339,45339,806.52139925,"IP_DAG","SQDG","[M+NH4]+",33,1,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"11950",4744,"DGTS_DGTA 27:2","C37H67N1O7",638.49903049,638.498744962151,0.447186034423442,863.667769367289,638.498623976824,638.498865947477,862.284666429617,865.05087230496,2,0,0.00617203015714177,0.00804680368979253,0.00233195501702933,0.061247000741301,0.151864780399509,0,0.00151265632514056,0,20274.3313124144,6506,8425,14176,637.49175403,"IP_DAG","DGTS_DGTA","[M+H]+",27,2,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","3673, 4744","4744, 4745","",NA,0,0,NA,0
"11952",4748,"DGTS_DGTA 27:0","C37H71N1O7",642.53033065,642.530650221297,-0.497363752872074,865.328479456669,642.530415794878,642.530884647716,865.092887352392,865.564071560946,2,0,0.0883807446384868,0.0951738138649298,0,0,0.00799305791634161,0.102878133483373,0.101605344760642,0,0,6641,8433,14126,641.52305419,"IP_DAG","DGTS_DGTA","[M+H]+",27,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4748, 4749","",NA,0,0,NA,0
"11960",4764,"DGTS_DGTA 31:4","C41H71N1O7",690.53033065,690.530301466348,0.0422626653224111,912.803147934184,690.530262795266,690.530340137429,911.865328884383,913.740966983986,2,0,0,0,0.00396767847599724,0.0890389329694191,0.181158570629844,0.231359669172927,0.165643030785278,0,0,8125,8476,15001,689.52305419,"IP_DAG","DGTS_DGTA","[M+H]+",31,4,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4764, 4765","",NA,0,0,NA,0
"11965",4772,"DGTS_DGTA 33:6","C43H71N1O7",714.53033065,714.530328387732,0.00316609128622809,873.767264124636,714.530147414678,714.530407244849,872.612891082722,874.204700058768,3,0,0,0,0,3.03258345471283,8.62467557412111,0.0184677163477707,0.0399955001341196,0,0,8959,8510,15476,713.52305419,"IP_DAG","DGTS_DGTA","[M+H]+",33,6,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4772, 4773","",0,2,0,NA,0
"11970",4782,"SQDG 26:3","C35H60O12S1",722.41437412,722.413529866887,1.16865492083942,876.379034211478,722.413215115591,722.413844618183,875.547601307087,877.210467115869,2,0,0,0,0,0,0,2.23875842621344,0.760688523459119,0,0,9233,8525,43749,704.38054853,"IP_DAG","SQDG","[M+NH4]+",26,3,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","29, 194, 4782","","",NA,0,0,NA,0
"11980",4803,"SQDG 29:5","C38H62O12S1",760.4300242,760.42956680684,0.601492768270125,872.923400255565,760.429522893085,760.429610720595,872.612891082722,873.233909428408,2,0,0,0,0,0,0,2.16501564396649,2.22837708753089,0,0,10667,8587,44469,742.39619861,"IP_DAG","SQDG","[M+NH4]+",29,5,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"11992",4818,"SQDG 30:5","C39H64O12S1",774.44567428,774.445215768017,0.592051835816009,918.471578183915,774.445172919721,774.445258616313,918.284759008441,918.658397359388,2,0,0,0,0,0,0,2.14570902917773,1.54384893723905,0,0,11243,8617,44709,756.41184869,"IP_DAG","SQDG","[M+NH4]+",30,5,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2358, 4818","","",NA,0,0,NA,0
"11995",4824,"SQDG 31:6","C40H64O12S1",786.44567428,786.444704744486,1.23280672269488,880.937624232608,786.444526321917,786.444883167055,880.05964041277,881.815608052446,2,0,0,0,0,0,0,1.8706604155,1.63308618782179,0,0,11778,8628,44979,768.41184869,"IP_DAG","SQDG","[M+NH4]+",31,6,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"3327",4836,"MGDG 36:4","C45H78O10",796.59332491,796.5935376397,-0.267049312689924,862.557544477175,796.593484912921,796.593590366479,861.756893397392,863.358195556958,2,0,0,0,0,0,0,2.21399022328419,1.12211283867881,83511.4020280378,81367.8522666677,12227,8650,53605,778.55949932,"IP_DAG","MGDG","[M+NH4]+",36,4,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4834, 4835, 4836, 4837","",NA,0,0,NA,0
"12028",4865,"SQDG 34:1","C43H80O12S1",838.57087492,838.57120765174,-0.396784278397813,883.236416183648,838.57074040266,838.571618805271,881.644130742248,883.702087237761,4,2,10.0748538093005,8.65257353501766,0.13092625325594,10.4227627111458,32.4358674780896,0,0,7033228.65903294,7393192.0428089,14322,8705,45609,820.53704933,"IP_DAG","SQDG","[M+NH4]+",34,1,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"12061",4921,"SQDG 40:8","C49H78O12S1",908.55522484,908.552991304235,2.45833792427959,917.329710021505,908.552938533874,908.553044074595,916.374661034569,918.284759008441,2,0,0,0,0,0,0,9.37378493092617,5.87373127308806,0,0,18102,8823,47589,890.52139925,"IP_DAG","SQDG","[M+NH4]+",40,8,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"12082",4953,"DGTS_DGTA 45:3","C55H101N1O7",888.76508185,888.76524346034,-0.181836959155704,1159.77599677413,888.765192630186,888.765420161839,1158.65268617708,1162.25909886896,3,0,0.0272276520384222,0.0114124414442877,0,0.0106237449674066,0.0664854825298952,1.42316879848656,1.13199356595423,0,0,17085,9122,18476,887.75780539,"IP_DAG","DGTS_DGTA","[M+H]+",45,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4953, 4954","",NA,0,0,NA,0
"12090",4973,"PE 27:1","C32H62N1O8P1",620.42858142,620.428651836594,-0.113496696005884,743.642095966636,620.428584217422,620.428719455767,743.043231491662,744.240960441611,2,0,0,0,0,0,0,5.39753456423061,3.52950082833248,0,0,6025,9238,20757,619.42130496,"IP_DAG","PE","[M+H]+",27,1,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1670, 4973, 5566","4973, 4974, 4975","",NA,0,1,NA,0
"12129",5003,"SQDG 28:3","C37H64O12S1",750.44567428,750.444622941428,1.40095227190562,945.864235394766,750.444395026599,750.444850856257,945.751640641792,945.976830147739,2,0,0,0,0,0,0,2.22087331880648,1.24060037488034,0,0,10269,9404,44169,732.41184869,"IP_DAG","SQDG","[M+NH4]+",28,3,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"2628",5012,"SQDG 30:4","C39H66O12S1",776.46132436,776.459446322164,2.41871394863966,951.487821189243,776.45903109965,776.459861544678,950.463230477004,952.512411901482,2,0,0,0,0,0,0,1.99269820621986,1.590035024697,0,0,11324,9417,44679,758.42749877,"IP_DAG","SQDG","[M+NH4]+",30,4,0,1,0,0,0,1,0,1,0,0,0,0,"C1; C3c; C3r","19, 5012","","5011, 5012",NA,0,0,NA,0
"12138",5020,"DGDG 26:5","C41H66O15",816.47399753,816.473159894756,1.02591784468038,946.985742202446,816.473080456378,816.473239333134,945.976830147739,947.994654257153,2,0,0,0,2.37330180158744,0,0,19.8080037297912,14.8813797703613,0,0,13175,9434,7477,798.44017194,"IP_DAG","DGDG","[M+NH4]+",26,5,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"12153",5040,"SQDG 45:8","C54H88O12S1",978.63347524,978.631854958416,1.65565722497387,953.588754403829,978.631422005006,978.632221160491,953.195901714321,953.669914684952,3,0,0,0,4.41242366169118,1.18508107268553,5.48149426143049,0,0,0,0,21457,9513,49239,960.59964965,"IP_DAG","SQDG","[M+NH4]+",45,8,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"2636",5057,"PG 33:0","C39H77O10P1",754.55926138,754.560497667505,-1.63842333917975,781.012622139356,754.560357903701,754.560637431308,779.516477363335,782.508766915377,2,0,0,0,0,0.599258447059942,4.41354583065368,0.0186542322599171,0,0,0,10446,9664,28959,736.52543579,"IP_DAG","PG","[M+NH4]+",33,0,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","5056, 5057",NA,0,0,NA,0
"2638",5063,"PG 35:8","C41H65O10P1",766.4653609,766.464029457838,1.73711981007336,783.794518156502,766.450507772456,766.464117736921,782.646970457342,786.133990814407,3,0,0.0808076929238836,0.426688659277609,0,0.0680731267677267,0,0.51645974892574,0.624767964146268,0,0,10914,9667,29769,748.43153531,"IP_DAG","PG","[M+NH4]+",35,8,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","5063, 5437","5062, 5063, 5064","",NA,0,0,NA,0
"12172",5070,"DGTS_DGTA 40:10","C50H77N1O7",804.57728089,804.576726417411,0.689147707942142,783.226910751057,804.576485779765,804.576967055057,782.508766915377,783.945054586737,2,0,0,0,0,4.08982584647725,32.3503961929943,0,0,0,0,12598,9675,17276,803.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",40,10,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","5070, 5071, 5072, 5073",0,1,1,NA,0
"2641",5075,"MGDG 40:10","C49H74O10",840.56202475,840.56106800898,1.138215850474,782.508766915377,840.553103930385,840.561740598235,781.721779868235,788.504187130796,3,0,0,0.236480068606279,0.329591703568409,3.92687094714324,10.3044584890356,0.0530411408079099,0.0252639325697608,0,0,14429,9680,54755,822.52819916,"IP_DAG","MGDG","[M+NH4]+",40,10,0,1,0,0,0,1,0,1,0,0,0,0,"C1; C3c; C3r","927, 5075, 5714","","5074, 5075",NA,0,1,NA,0
"4153",5103,"MGDG 41:8","C50H80O10",858.60897499,858.608702278405,0.317620247353801,754.147900970905,858.608439767398,858.608964789412,753.379340875718,754.916461066092,2,0,0.145408132606869,0.180746782681871,0,0.0143117681843959,0,0.0107927571733731,0,0,0,15441,9763,55005,840.5751494,"IP_DAG","MGDG","[M+NH4]+",41,8,0,1,0,0,0,1,1,1,0,0,0,0,"C1; C3c; C3f; C3r","3817, 5103","5100, 5101, 5103","5100, 5101, 5102, 5103",NA,0,0,NA,0
"12205",5133,"PE 27:0","C32H64N1O8P1",622.4442315,622.444019003887,0.341389802119322,805.942029465156,622.444011509678,622.444026498095,805.371967666336,806.512091263976,2,0,0,0,0.0104541016011651,0,0,7.57968824993268,5.1067771081453,0,0,6076,9986,20732,621.43695504,"IP_DAG","PE","[M+H]+",27,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5133, 5134, 5135","",NA,0,1,NA,0
"2659",5134,"PC 24:0","C32H64N1O8P1",622.4442315,622.444019003887,0.341389802119322,805.942029465156,622.444011509678,622.444026498095,805.371967666336,806.512091263976,2,0,0,0,0.00752718722686889,0,0,5.45754525402572,3.67699386187461,0,0,6076,9986,34827,621.43695504,"IP_DAG","PC","[M+H]+",24,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5133, 5134, 5135","",NA,0,0,NA,0
"12214",5142,"SQDG 23:0","C32H60O12S1",686.41437412,686.41600625497,-2.37776921846661,822.925346823186,686.415875788351,686.416136721589,822.371136830742,823.479556815629,2,0,0,0,0,0,0,1.84736155664691,0.882657336599261,0,0,7968,10013,43209,668.38054853,"IP_DAG","SQDG","[M+NH4]+",23,0,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"12251",5209,"SQDG 44:2","C53H98O12S1",976.71172564,976.711166777853,0.572187404185468,1074.83475539904,976.710905262024,976.711428293682,1074.75770270703,1074.91180809105,2,0,0,0,0,2.24247477395775,8.92796916590303,0,0,0,0,21393,10216,48669,958.67790005,"IP_DAG","SQDG","[M+NH4]+",44,2,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"12296",5302,"DGDG 33:6","C48H78O15",912.56789801,912.569847205917,-2.13594618181864,944.188418159115,912.56978575524,912.569908656595,944.038267827415,944.338568490814,2,0,41.0575391530918,35.1835106724118,0,0.212254590234105,0.25563089528473,0,0.266761432387229,0,0,18346,10519,8877,894.53407242,"IP_DAG","DGDG","[M+NH4]+",33,6,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","5302, 5303",NA,0,0,NA,0
"3407",5330,"MGDG 26:1","C35H64O10",662.48377435,662.482136289784,2.47260428052646,690.695151346908,662.481666684234,662.482605895334,688.696956423618,692.693346270199,2,0,0,0,0,0,0,0.279717750413725,0.230180032672238,0,0,7234,10772,51455,644.44994876,"IP_DAG","MGDG","[M+NH4]+",26,1,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","4678, 5330","5328, 5329, 5330","",NA,0,0,NA,0
"3422",5342,"MGDG 30:4","C39H66O10",712.49942443,712.499960045619,-0.751741826461178,710.315922280138,712.499882812314,712.500037278923,709.324507135686,711.307337424592,2,0,0,0.0165064608329175,4.16050742405628,0.459244874970831,2.62084945674723,1.12922111055069,0.659897965905309,0,0,8869,10786,52280,694.46559884,"IP_DAG","MGDG","[M+NH4]+",30,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2444, 5342","5340, 5341, 5342","",0,1,0,NA,0
"15810",5447,"SQDG 32:5","C41H68O12S1",802.47697444,802.476481711563,0.614009439631957,550.173680830386,802.47646568886,802.476497734265,549.677234933039,550.670126727733,2,0,1.67454894325026,1.41631638498881,0,0.490522979633949,2.68440521250644,8.00137036750281,5.30541857010032,0,13266.9495563349,12486,11096,45189,784.44314885,"IP_DAG","SQDG","[M+NH4]+",32,5,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","1256, 4646, 5447","","",NA,0,0,NA,0
"2771",5489,"PG 32:8","C38H59O10P1",724.41841066,724.417630315335,1.07720159108837,515.130289547336,724.417531907862,724.417728722808,514.545334227966,515.715244866707,2,0,0.0389002571412498,0,2.06517216552409,0,0,9.74120325982945,7.38848986379635,0,0,9301,11363,28929,706.38458507,"IP_DAG","PG","[M+NH4]+",32,8,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5488, 5489, 5490","",NA,0,1,NA,0
"12467",5603,"DGTS_DGTA 32:5","C42H71N1O7",702.53033065,702.530039341217,0.414656521366875,971.962046296797,702.529999665435,702.530079016999,971.930959249098,971.993133344495,2,0,0,0,0,0.0843076585577847,0.101170267068075,0,0,0,0,8521,11962,15226,701.52305419,"IP_DAG","DGTS_DGTA","[M+H]+",32,5,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1835, 5603","5603, 5604","",NA,0,0,NA,0
"12477",5616,"DGDG 51:0","C66H126O15",1176.94349993,1176.9434463578,0.0455180691463795,974.264505265091,1176.94314264577,1176.94375006984,974.256967562238,974.272042967944,2,0,0,0,0,2.74305526913112,5.45833558964349,0,0,0,0,26892,12047,12952,1158.90967434,"IP_DAG","DGDG","[M+NH4]+",51,0,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"2806",5619,"PC 35:6","C43H74N1O8P1",764.5224819,764.520767565564,2.24235974307387,760.070658110623,764.520552447414,764.520982683713,759.847285513387,760.294030707859,2,0,0,0,0,0.317601810999989,1.00642660937703,0.0119213870395286,0.00749208557010251,0,0,10843,12071,37077,763.51520544,"IP_DAG","PC","[M+H]+",35,6,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1814, 3997, 5619, 5942","5618, 5619","",NA,0,1,NA,0
"2807",5621,"PC 36:7","C44H74N1O8P1",776.5224819,776.522404470347,0.0997133433200296,760.294030707859,776.52231102029,776.522727686141,758.912389663281,772.739217106623,7,0,35.939733940313,29.4466357385524,26.7538741870758,5.69059795242844,21.4683269744829,2.77492924760598,1.63195167600081,0,0,11334,12072,37327,775.51520544,"IP_DAG","PC","[M+H]+",36,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5620, 5621","",1,1,1,NA,0
"12488",5633,"PE 39:8","C44H72N1O8P1",774.50683182,774.507115376265,-0.36611202555451,713.57238658002,774.50669415083,774.507420846955,707.923238748353,718.239939750576,7,0,30.3666791211089,27.2511372890758,2.83782139991832,19.8106132643475,78.5912518336293,2.90763916527883,1.55107650280675,0,0,11249,12211,23607,773.49955536,"IP_DAG","PE","[M+H]+",39,8,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5633, 5634","",0,3,0,NA,0
"3449",5658,"MGDG 48:7","C57H96O10",958.73417563,958.733410373719,0.798194432668971,1076.37991621903,958.732894831547,958.734675526832,1072.67163030879,1076.99963927523,4,0,0,0,0.568812780507635,0.0137942328293913,0.341558583818024,17.4442049028009,12.7389162452434,0,0,20589,12285,56730,940.70035004,"IP_DAG","MGDG","[M+NH4]+",48,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5656, 5657, 5658, 5659","",NA,0,1,NA,0
"12529",5699,"DGDG 35:4","C50H86O15",944.63049833,944.628326121152,2.29953283543668,964.022551159659,944.627772299122,944.628879943182,963.925147094266,964.119955225052,2,0,0,0,0,0,0,17.3628213326599,11.6430511187984,0,0,19934,12409,9302,926.59667274,"IP_DAG","DGDG","[M+NH4]+",35,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,0,NA,0
"2840",5712,"PC 38:4","C46H84N1O8P1",810.6007323,810.601619437033,-1.09441923448762,992.319512906784,810.601022957594,810.60187277488,985.624851057642,992.745208190062,3,0,1.05535033279463,0.929742524025282,0,0.102883875470089,0.293553003776549,0,0,0,0,12900,12466,37752,809.59345584,"IP_DAG","PC","[M+H]+",38,4,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5711, 5712","",NA,0,0,NA,0
"12542",5726,"DGDG 36:2","C51H92O15",962.67744857,962.677379938435,0.0712923786979265,997.064007408531,962.67732052719,962.67743934968,996.15303234636,997.974982470701,0,2,0.19275143089569,0,0,0,0,0,0,2554777.09131641,8536787.92952131,20755,12480,9477,944.64362298,"IP_DAG","DGDG","[M+NH4]+",36,2,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"12555",5747,"DGTS_DGTA 41:8","C51H83N1O7",822.62423113,822.625801308889,-1.90874378537603,1004.84269066071,822.625696132284,822.625906485494,1004.7971742783,1004.88820704312,2,0,0,0,0,0,0.0266089448348903,0.594133833619928,0.617763263797791,0,0,13504,12662,17526,821.61695467,"IP_DAG","DGTS_DGTA","[M+H]+",41,8,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5747, 5748","",NA,0,0,NA,0
"12571",5778,"PE 44:7","C49H84N1O8P1",846.6007323,846.600657463777,0.0883961239095924,959.361262170161,846.600569352668,846.600745574886,958.204576073938,960.517948266384,2,0,0,0,0,0.0746771744572395,0.266006262400509,0,0,0,0,14739,12740,24857,845.59345584,"IP_DAG","PE","[M+H]+",44,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5778, 5779","",NA,0,0,NA,0
"3472",5811,"MGDG 44:7","C53H88O10",902.67157531,902.670522307636,1.16653985001399,1011.56498527657,902.669317301372,902.67080511928,1004.88820704312,1013.37551578854,3,0,0,0,0.249883844115656,0,0,2.85286530458341,3.34816631512994,0,0,17790,12967,55730,884.63774972,"IP_DAG","MGDG","[M+NH4]+",44,7,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","4957, 5811","5809, 5810, 5811, 5812","",NA,0,0,NA,0
"2869",5814,"PC 34:1","C42H82N1O8P1",760.58508222,760.585460864013,-0.497832553015582,1010.75627444446,760.584991784269,760.585729066889,1009.30527781112,1015.64451036482,6,0,14.0709777729411,13.1547825456972,0.184641069002225,0.175525527695223,0.288394647082701,6.28574287676255,4.04715168848191,25425.3700478454,61610.4817570937,10686,12968,36702,759.57780576,"IP_DAG","PC","[M+H]+",34,1,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","5813, 5814","",1,1,1,NA,0
"4166",5827,"MGDG 40:8","C49H78O10",844.59332491,844.591271475782,2.43126976858293,1010.4918879303,844.590945407139,844.591597544425,1009.41879058402,1011.56498527657,2,0,0,0,0,0,0,0.210345065545948,0.195823326435575,0,0,14640,12991,54705,826.55949932,"IP_DAG","MGDG","[M+NH4]+",40,8,0,1,0,0,0,1,1,1,0,0,0,0,"C1; C3c; C3f; C3r","4874, 5827","5824, 5825, 5827, 5828","5824, 5825, 5826, 5827, 5828",NA,0,0,NA,0
