Batch,scan006
EV300,140607
Data Mode,%T  None
Sample,Mylar_%T_190-800
Cycle,Cycle01
Date Collected,7/28/2016
Time Collected,2:29:24PM
Entries,Data Points
nm,%T
293.80,0.0077
294.00,0.0104
294.20,0.0087
294.40,0.0096
294.60,0.0096
294.80,0.0075
295.00,0.0086
295.20,0.0088
295.40,0.0101
295.60,0.0099
295.80,0.0095
296.00,0.0099
296.20,0.0096
296.40,0.0103
296.60,0.0088
296.80,0.0088
297.00,0.0085
297.20,0.0084
297.40,0.0078
297.60,0.0080
297.80,0.0081
298.00,0.0096
298.20,0.0094
298.40,0.0105
298.60,0.0096
298.80,0.0096
299.00,0.0112
299.20,0.0116
299.40,0.0116
299.60,0.0132
299.80,0.0122
300.00,0.0126
300.20,0.0132
300.40,0.0117
300.60,0.0135
300.80,0.0138
301.00,0.0143
301.20,0.0142
301.40,0.0138
301.60,0.0165
301.80,0.0134
302.00,0.0158
302.20,0.0146
302.40,0.0149
302.60,0.0168
302.80,0.0174
303.00,0.0160
303.20,0.0173
303.40,0.0208
303.60,0.0220
303.80,0.0239
304.00,0.0230
304.20,0.0252
304.40,0.0240
304.60,0.0240
304.80,0.0277
305.00,0.0361
305.20,0.0359
305.40,0.0389
305.60,0.0434
305.80,0.0448
306.00,0.0467
306.20,0.0486
306.40,0.0522
306.60,0.0514
306.80,0.0518
307.00,0.0571
307.20,0.0554
307.40,0.0549
307.60,0.0581
307.80,0.0543
308.00,0.0522
308.20,0.0518
308.40,0.0522
308.60,0.0506
308.80,0.0497
309.00,0.0506
309.20,0.0512
309.40,0.0545
309.60,0.0538
309.80,0.0544
310.00,0.0568
310.20,0.0580
310.40,0.0578
310.60,0.0637
310.80,0.0697
311.00,0.0798
311.20,0.1050
311.40,0.1436
311.60,0.1820
311.80,0.2190
312.00,0.2638
312.20,0.2992
312.40,0.3380
312.60,0.4039
312.80,0.4833
313.00,0.5931
313.20,0.7390
313.40,0.9256
313.60,1.1569
313.80,1.4437
314.00,1.8052
314.20,2.2344
314.40,2.7551
314.60,3.3383
314.80,3.9784
315.00,4.6484
315.20,5.3723
315.40,6.2247
315.60,7.1415
315.80,8.2495
316.00,9.4592
316.20,10.7778
316.40,12.0988
316.60,13.4962
316.80,14.9355
317.00,16.3752
317.20,17.8127
317.40,19.2358
317.60,20.6908
317.80,21.6479
318.00,23.1847
318.20,24.7407
318.40,26.2213
318.60,27.6650
318.80,29.1069
319.00,30.5170
319.20,31.9278
319.40,33.1733
319.60,34.3291
319.80,35.5267
320.00,36.7018
320.20,37.8390
320.40,38.9480
320.60,40.0809
320.80,41.1921
321.00,42.2112
321.20,43.2469
321.40,44.2233
321.60,45.1361
321.80,46.0316
322.00,46.9600
322.20,47.7294
322.40,48.5646
322.60,49.3127
322.80,50.0394
323.00,50.8434
323.20,51.4717
323.40,52.1956
323.60,52.8578
323.80,53.5110
324.00,54.1037
324.20,54.5694
324.40,55.1381
324.60,55.5406
324.80,56.0410
325.00,56.4603
325.20,56.9256
325.40,57.3932
325.60,57.8251
325.80,58.2166
326.00,58.5797
326.20,59.0060
326.40,59.4184
326.60,59.7086
326.80,60.0373
327.00,60.2981
327.20,60.6609
327.40,61.0015
327.60,61.2001
327.80,61.5317
328.00,61.8014
328.20,62.0562
328.40,62.3192
328.60,62.6689
328.80,62.8908
329.00,63.0963
329.20,63.3648
329.40,63.5708
329.60,63.8512
329.80,64.0373
330.00,64.2538
330.20,64.4057
330.40,64.6481
330.60,64.8186
330.80,65.0123
331.00,65.2615
331.20,65.3609
331.40,65.5896
331.60,65.7093
331.80,65.9263
332.00,66.1029
332.20,66.3181
332.40,66.4098
332.60,66.6267
332.80,66.7319
333.00,66.8832
333.20,67.0077
333.40,67.2161
333.60,67.3380
333.80,67.4262
334.00,67.4744
334.20,67.5701
334.40,67.6296
334.60,67.7489
334.80,67.8472
335.00,67.9919
335.20,68.0482
335.40,68.1507
335.60,68.2214
335.80,68.2693
336.00,68.3334
336.20,68.3460
336.40,68.4058
336.60,68.4516
336.80,68.5392
337.00,68.5799
337.20,68.6024
337.40,68.6173
337.60,68.7888
337.80,68.8244
338.00,68.7957
338.20,68.8406
338.40,68.9591
338.60,68.9356
338.80,68.9971
339.00,69.0247
339.20,69.1191
339.40,69.1219
339.60,69.1618
339.80,69.1913
340.00,69.1979
340.20,69.2762
340.40,69.3660
340.60,69.4099
340.80,69.4649
341.00,69.5186
341.20,69.5652
341.40,69.6766
341.60,69.7794
341.80,69.8435
342.00,69.8443
342.20,69.9365
342.40,69.9989
342.60,70.1084
342.80,70.1984
343.00,70.3148
343.20,70.3468
343.40,70.5466
343.60,70.5378
343.80,70.6769
344.00,70.7735
344.20,70.8774
344.40,70.9686
344.60,71.0350
344.80,71.1618
345.00,71.2464
345.20,71.3787
345.40,71.4195
345.60,71.4783
345.80,71.6096
346.00,71.6247
346.20,71.7418
346.40,71.7786
346.60,71.8728
346.80,71.9887
347.00,72.0287
347.20,72.0363
347.40,72.0365
347.60,72.1373
347.80,72.2081
348.00,72.2321
348.20,72.3037
348.40,72.3202
348.60,72.3831
348.80,72.4333
349.00,72.4079
349.20,72.4915
349.40,72.4864
349.60,72.5030
349.80,72.5135
350.00,72.6019
350.20,72.6280
350.40,72.6474
350.60,72.7236
350.80,72.6355
351.00,72.6164
351.20,72.7802
351.40,72.8134
351.60,72.7994
351.80,72.8346
352.00,72.7723
352.20,72.8450
352.40,72.9019
352.60,72.8681
352.80,72.8617
353.00,72.8910
353.20,72.9766
353.40,72.9843
353.60,73.0116
353.80,73.1065
354.00,73.1177
354.20,73.1334
354.40,73.1836
354.60,73.2739
354.80,73.2204
355.00,73.2406
355.20,73.3342
355.40,73.3400
355.60,73.3533
355.80,73.3841
356.00,73.5731
356.20,73.4949
356.40,73.5269
356.60,73.6207
356.80,73.7410
357.00,73.8519
357.20,73.9928
357.40,74.0126
357.60,74.0540
357.80,74.2228
358.00,74.2861
358.20,74.3657
358.40,74.3973
358.60,74.5629
358.80,74.5592
359.00,74.5753
359.20,74.5872
359.40,74.6808
359.60,74.7536
359.80,74.8918
360.00,74.9450
360.20,74.9455
360.40,75.0901
360.60,75.0778
360.80,75.2899
361.00,75.2283
361.20,75.4124
361.40,75.5190
361.60,75.7790
361.80,75.9461
362.00,75.7853
362.20,75.8960
362.40,76.0150
362.60,76.0441
362.80,76.0461
363.00,76.0663
363.20,76.0642
363.40,75.9851
363.60,76.0285
363.80,76.0747
364.00,76.0343
364.20,75.9457
364.40,76.0324
364.60,76.0526
364.80,76.0867
365.00,76.1538
365.20,76.2094
365.40,76.2433
365.60,76.2147
365.80,76.2653
366.00,76.3008
366.20,76.3762
366.40,76.4297
366.60,76.3963
366.80,76.5191
367.00,76.5356
367.20,76.6564
367.40,76.6290
367.60,76.6590
367.80,76.7303
368.00,76.7116
368.20,76.7940
368.40,76.8337
368.60,76.8310
368.80,76.9038
369.00,77.0478
369.20,77.1174
369.40,77.1286
369.60,77.1365
369.80,77.1348
370.00,77.3136
370.20,77.2939
