Batch,scan003_Quartz_%T_190_to_800.sre
EV300,140607
Data Mode,%T  None
Sample,Quartz_%T_190_to_800_after_ZB
Cycle,Cycle01
Date Collected,7/27/2016
Time Collected,2:32:03PM
Entries,Data Points
nm,%T
487.60,97.0594
487.80,97.1043
488.00,97.0444
488.20,97.1840
488.40,97.1833
488.60,97.2343
488.80,97.2652
489.00,97.1777
489.20,97.2497
489.40,97.3226
489.60,97.2639
489.80,97.2696
490.00,97.2971
490.20,97.2375
490.40,97.3198
490.60,97.4168
490.80,97.3192
491.00,97.3340
491.20,97.0481
491.40,97.0423
491.60,97.1132
491.80,96.5537
492.00,97.1763
492.20,97.1526
492.40,97.1015
492.60,97.3299
492.80,97.4052
493.00,97.3829
493.20,97.4836
493.40,97.4004
493.60,97.2569
493.80,97.3622
494.00,97.3533
494.20,97.2715
494.40,97.3106
494.60,97.5687
494.80,97.2844
495.00,97.2215
495.20,97.3126
495.40,97.4804
495.60,97.2831
495.80,96.9754
496.00,97.3303
496.20,97.2905
496.40,97.3165
496.60,97.0522
496.80,97.2689
497.00,97.3460
497.20,97.2605
497.40,97.3337
497.60,97.3264
497.80,97.5592
498.00,97.2489
498.20,97.2540
498.40,97.3528
498.60,97.2998
498.80,97.2756
499.00,97.2311
499.20,97.2920
499.40,97.2304
499.60,97.4105
499.80,97.4233
500.00,97.2754
500.20,97.1056
500.40,97.4062
500.60,97.4242
500.80,97.4069
501.00,97.5738
501.20,97.3463
501.40,97.2889
501.60,97.2662
501.80,97.1798
502.00,97.0681
502.20,97.2112
502.40,97.3502
502.60,97.0664
502.80,97.3204
503.00,97.3951
503.20,97.4352
503.40,97.4942
503.60,97.2652
503.80,97.5654
504.00,97.2737
504.20,97.2620
504.40,97.3459
504.60,97.1026
504.80,97.5387
505.00,97.4007
505.20,97.5561
505.40,97.3715
505.60,97.4816
505.80,97.4477
506.00,97.1817
506.20,97.2773
506.40,97.2965
506.60,97.3773
506.80,97.4499
507.00,97.0899
507.20,97.3727
507.40,97.3703
507.60,97.4688
507.80,96.7961
508.00,97.4435
508.20,97.4354
508.40,97.4445
508.60,97.2924
508.80,97.3478
509.00,97.2527
509.20,97.1605
509.40,97.6004
509.60,97.2202
509.80,97.4572
510.00,97.1492
510.20,97.5413
510.40,97.4348
510.60,97.3885
510.80,97.3710
511.00,97.6018
511.20,97.3682
511.40,97.5519
511.60,97.6856
511.80,97.5046
512.00,97.4264
512.20,97.4114
512.40,97.3542
512.60,97.5096
512.80,97.3594
513.00,97.3425
513.20,97.6163
513.40,97.3551
513.60,97.4858
513.80,97.6889
514.00,97.5123
514.20,97.4459
514.40,97.6452
514.60,97.5572
514.80,97.6401
515.00,97.4795
515.20,97.5533
515.40,97.5607
515.60,97.5517
515.80,97.4709
516.00,97.2516
516.20,97.3246
516.40,97.7022
516.60,97.4679
516.80,97.4320
517.00,97.5667
517.20,97.3450
517.40,97.6575
517.60,97.3901
517.80,97.3677
518.00,97.4942
518.20,97.3541
518.40,97.4000
518.60,97.5629
518.80,97.3850
519.00,97.5728
519.20,97.4830
519.40,97.2711
519.60,97.5952
519.80,97.6021
520.00,97.5666
520.20,97.4611
520.40,97.5734
520.60,97.5789
520.80,97.6229
521.00,97.4554
521.20,97.6149
521.40,97.6765
521.60,97.5319
521.80,97.4435
522.00,97.6350
522.20,97.7262
522.40,97.7406
522.60,97.5682
522.80,97.5331
523.00,97.5572
523.20,97.6308
523.40,97.6302
523.60,97.5276
523.80,97.6487
524.00,97.6878
524.20,97.6339
524.40,97.7149
524.60,97.6995
524.80,97.4434
525.00,97.4766
525.20,97.5448
525.40,97.6984
525.60,97.5697
525.80,97.5231
526.00,97.6921
526.20,97.6130
526.40,97.7218
526.60,97.5980
526.80,97.6182
527.00,97.6470
527.20,97.8025
527.40,97.6230
527.60,97.6352
527.80,97.7337
528.00,97.6359
528.20,97.5679
528.40,97.6632
528.60,97.3974
528.80,97.4476
529.00,97.3431
529.20,97.3890
529.40,97.3647
529.60,97.6890
529.80,97.8041
530.00,97.7002
530.20,97.8829
530.40,97.5870
530.60,97.8475
530.80,97.5959
531.00,97.7550
531.20,97.9008
531.40,97.7391
531.60,97.7610
531.80,97.9949
532.00,97.9075
532.20,97.8439
532.40,97.8490
532.60,97.6510
532.80,97.5718
533.00,97.6262
533.20,97.8052
533.40,97.5698
533.60,97.6793
533.80,97.6270
534.00,97.7804
534.20,97.7756
534.40,97.8708
534.60,98.0299
534.80,97.8669
535.00,97.8991
535.20,97.8421
535.40,98.1199
535.60,97.8932
535.80,97.9291
536.00,97.8328
536.20,97.7994
536.40,98.0301
536.60,97.7709
536.80,97.8586
537.00,97.8682
537.20,97.8348
537.40,97.8832
537.60,97.9647
537.80,97.8610
538.00,97.7245
538.20,97.9876
538.40,98.0052
538.60,97.9240
538.80,98.1877
539.00,98.1738
539.20,98.1894
539.40,97.8662
539.60,98.0611
539.80,97.9761
540.00,98.1528
540.20,98.1966
540.40,97.8444
540.60,97.9317
540.80,98.1148
541.00,98.0187
541.20,97.9633
541.40,97.9127
541.60,97.8472
541.80,97.7719
542.00,97.9169
542.20,97.8714
542.40,97.8937
542.60,98.0398
542.80,98.0844
543.00,98.0604
543.20,98.1594
543.40,98.1425
543.60,98.0561
543.80,98.0643
544.00,97.8478
544.20,97.9828
544.40,98.0970
544.60,98.2451
544.80,97.8012
545.00,98.1779
545.20,98.0043
545.40,98.2458
545.60,98.0304
545.80,98.0213
546.00,98.1208
546.20,98.1741
546.40,98.1662
546.60,98.0705
546.80,98.1414
547.00,98.0279
547.20,98.0292
547.40,98.2388
547.60,98.1579
547.80,98.2335
548.00,98.0990
548.20,98.2125
548.40,98.1216
548.60,98.1072
548.80,97.9951
549.00,98.1363
549.20,98.1953
549.40,98.2856
549.60,98.0216
549.80,98.2770
550.00,98.0635
550.20,98.1587
550.40,98.1911
550.60,98.0843
550.80,98.0474
551.00,98.2718
551.20,98.1618
551.40,98.1727
551.60,97.9251
551.80,98.2259
552.00,98.3664
552.20,98.2674
552.40,97.9825
552.60,98.0220
552.80,98.0020
553.00,98.1628
553.20,97.9923
553.40,98.1874
553.60,98.4405
553.80,98.2482
554.00,98.0295
554.20,98.1225
554.40,98.1937
554.60,98.2121
554.80,98.4403
555.00,98.1720
555.20,98.3226
555.40,98.4649
555.60,98.2893
555.80,98.4748
556.00,98.1737
556.20,98.3821
556.40,98.3259
556.60,98.2974
556.80,98.2228
557.00,98.3568
557.20,98.3486
557.40,98.0971
557.60,98.3134
557.80,98.1484
558.00,97.8081
558.20,98.1018
558.40,98.5692
558.60,98.3611
558.80,98.3293
559.00,98.0025
559.20,98.2768
559.40,98.1844
559.60,97.9878
559.80,97.7920
560.00,97.9530
560.20,98.0631
560.40,98.3997
560.60,98.2034
560.80,97.9855
561.00,97.8523
561.20,98.1257
561.40,98.2344
561.60,98.2439
561.80,98.1160
562.00,98.1671
562.20,98.0655
562.40,98.0179
562.60,98.1481
562.80,98.2491
563.00,98.2213
563.20,98.0022
563.40,98.1776
563.60,98.1990
563.80,98.4002
564.00,98.4252
564.20,97.9979
564.40,98.0137
564.60,98.2514
564.80,98.4863
565.00,98.2348
565.20,98.2655
565.40,98.3241
565.60,98.2636
565.80,97.9148
566.00,98.3245
566.20,98.4543
566.40,98.1055
566.60,98.1250
566.80,98.4109
567.00,98.2902
567.20,98.0761
567.40,98.3319
567.60,98.5435
567.80,98.4107
568.00,98.3667
568.20,98.2729
568.40,98.0736
568.60,98.3206
568.80,98.2329
569.00,98.3577
569.20,97.9426
569.40,98.3075
569.60,98.1189
569.80,98.2978
570.00,98.4222
570.20,98.4375
570.40,98.3149
570.60,98.1406
570.80,98.0411
571.00,98.2383
571.20,98.2344
571.40,97.7526
571.60,98.3886
571.80,98.4836
572.00,98.2804
572.20,98.0916
572.40,98.2103
572.60,98.3443
572.80,98.2028
573.00,98.0992
573.20,98.1251
573.40,98.2441
573.60,98.3225
573.80,98.3699
574.00,98.2076
574.20,98.3621
574.40,98.3569
574.60,98.1457
574.80,98.2110
575.00,97.9016
575.20,98.2307
575.40,98.4294
575.60,98.5152
575.80,98.2334
576.00,98.2436
576.20,98.2854
576.40,98.4324
576.60,98.4005
576.80,98.3832
577.00,98.1597
577.20,97.5328
577.40,98.2900
577.60,98.4177
577.80,98.1936
578.00,98.4838
578.20,98.1191
578.40,98.2997
578.60,98.2381
578.80,98.3885
579.00,98.2516
579.20,98.3096
579.40,98.5746
579.60,98.2713
579.80,98.2337
580.00,98.0510
580.20,98.6847
580.40,98.5196
580.60,98.0756
580.80,98.1216
581.00,98.4127
581.20,98.4231
581.40,98.3804
581.60,98.3544
581.80,98.0424
582.00,98.4920
582.20,97.9886
582.40,98.3679
582.60,98.2421
582.80,98.0990
583.00,98.3700
583.20,98.1877
583.40,98.2668
583.60,98.4017
583.80,98.4273
584.00,98.1040
584.20,98.0555
584.40,98.4634
584.60,97.9985
584.80,98.4626
585.00,98.0595
585.20,98.7292
585.40,98.3928
585.60,98.1505
585.80,98.7454
586.00,98.3754
586.20,97.7222
586.40,97.7404
586.60,98.6124
586.80,98.6698
587.00,98.5411
587.20,98.3032
587.40,98.6501
587.60,97.9575
587.80,98.3776
588.00,98.7743
588.20,98.3483
588.40,98.6803
588.60,98.8988
588.80,98.7421
589.00,98.4505
589.20,98.4968
589.40,98.2369
589.60,98.3530
589.80,98.2730
590.00,98.0444
590.20,98.0963
590.40,98.2018
590.60,98.3021
590.80,98.2776
591.00,98.4018
591.20,98.5065
591.40,98.0720
591.60,98.3327
591.80,98.1169
592.00,98.3690
592.20,98.1672
592.40,98.5530
592.60,98.1723
592.80,98.1146
593.00,98.0179
593.20,98.4453
593.40,98.3624
593.60,98.3003
593.80,98.3618
594.00,98.2791
594.20,98.2461
594.40,98.4218
594.60,98.4381
594.80,98.1063
595.00,98.4437
595.20,98.3714
595.40,98.3107
595.60,98.5172
595.80,98.0517
596.00,98.1402
596.20,98.3091
596.40,98.2494
596.60,98.2859
596.80,98.5269
597.00,98.1679
597.20,98.1321
597.40,98.4258
597.60,98.2107
597.80,98.3090
598.00,98.3375
598.20,98.2971
598.40,98.3142
598.60,98.3178
598.80,98.3527
599.00,98.3474
599.20,98.3688
599.40,98.2319
599.60,98.3761
599.80,98.3380
600.00,98.4166
600.20,98.3193
600.40,98.1587
600.60,98.1787
600.80,98.4325
601.00,98.2756
601.20,98.3973
601.40,98.2853
601.60,98.4017
601.80,97.7599
602.00,98.2179
602.20,98.2302
602.40,97.8228
602.60,98.3145
602.80,98.3907
603.00,98.1870
603.20,98.4075
603.40,98.6758
603.60,98.4519
603.80,98.3713
604.00,98.5825
604.20,98.4584
604.40,98.4942
604.60,98.1636
604.80,98.1893
605.00,98.4297
605.20,98.2414
605.40,98.4065
605.60,98.1679
605.80,98.1655
606.00,98.4208
606.20,98.3172
606.40,98.4826
606.60,98.5610
606.80,98.4075
607.00,98.5439
607.20,98.4475
607.40,98.4299
607.60,98.5664
607.80,98.5007
608.00,98.1565
608.20,98.4761
608.40,98.4123
608.60,98.2679
608.80,98.4324
609.00,98.2464
609.20,98.4259
609.40,98.3587
609.60,98.2617
609.80,98.2933
610.00,98.4475
610.20,98.4798
610.40,98.2118
610.60,98.1744
610.80,98.5302
611.00,98.6973
611.20,98.6119
611.40,98.3666
611.60,98.4517
611.80,98.4388
612.00,98.5807
612.20,98.5966
612.40,98.4747
612.60,98.1772
612.80,98.5984
613.00,98.5648
613.20,98.4164
613.40,98.1614
613.60,98.6406
613.80,98.2612
614.00,98.3355
614.20,98.5500
614.40,98.0762
614.60,98.4112
614.80,98.5302
615.00,98.4381
615.20,98.3639
615.40,98.6079
615.60,98.4409
615.80,98.6971
616.00,98.7805
616.20,98.3157
616.40,98.3932
616.60,98.4416
616.80,98.3435
617.00,98.3014
617.20,98.2415
617.40,98.3281
617.60,98.4750
617.80,98.4615
618.00,98.2691
618.20,98.2544
618.40,98.3455
618.60,98.2742
618.80,98.3569
619.00,98.2756
619.20,98.1785
619.40,98.1860
619.60,98.4766
619.80,98.6776
620.00,98.6629
620.20,98.6242
620.40,98.0825
620.60,98.3039
620.80,98.5120
621.00,98.2789
621.20,98.8127
621.40,98.4184
621.60,98.2179
621.80,98.5527
622.00,98.5668
622.20,98.6167
622.40,98.6298
622.60,98.5650
622.80,98.4094
623.00,98.4908
623.20,98.3460
623.40,98.4716
623.60,98.4697
623.80,98.2991
624.00,98.4541
624.20,98.3363
624.40,98.8116
624.60,98.2383
624.80,98.6524
625.00,98.3297
625.20,98.6295
625.40,98.4834
625.60,98.4023
625.80,98.4695
626.00,98.6331
626.20,98.6003
626.40,98.5418
626.60,98.3293
626.80,98.5088
627.00,98.5013
627.20,98.3535
627.40,98.3255
627.60,98.4447
627.80,98.5481
628.00,98.4821
628.20,98.3610
628.40,98.6393
628.60,98.4731
628.80,98.3366
629.00,98.7598
629.20,98.5815
629.40,98.5429
629.60,98.4910
629.80,98.7137
630.00,98.2532
630.20,98.4361
630.40,98.6642
630.60,98.5722
630.80,98.5425
631.00,98.4043
631.20,98.2702
631.40,98.5684
631.60,98.5970
631.80,98.5952
632.00,98.6486
632.20,98.7307
632.40,98.3892
632.60,98.1630
632.80,98.4377
633.00,98.3351
633.20,98.4467
633.40,98.4362
633.60,98.8692
633.80,98.5900
634.00,98.6587
634.20,98.4673
634.40,98.6764
634.60,98.3380
634.80,98.5363
635.00,98.3246
635.20,98.6222
635.40,98.5756
635.60,98.7662
635.80,98.6511
636.00,98.8106
636.20,98.5472
636.40,98.7536
636.60,98.4405
636.80,98.6592
637.00,98.6214
637.20,98.5951
637.40,98.6678
637.60,98.4721
637.80,98.5761
638.00,98.5756
638.20,98.5518
638.40,98.6990
638.60,98.6196
638.80,98.5021
639.00,98.8037
639.20,98.4355
639.40,98.6561
639.60,98.4940
639.80,98.6630
640.00,98.6633
640.20,98.6480
640.40,98.8430
640.60,99.1013
640.80,98.5429
641.00,98.6137
641.20,98.7213
641.40,98.5774
641.60,98.5242
641.80,98.3255
642.00,98.8060
642.20,98.4256
642.40,98.8664
642.60,98.6022
642.80,98.7949
643.00,98.7033
643.20,98.7113
643.40,98.5760
643.60,99.1429
643.80,98.5397
644.00,98.6093
644.20,98.3857
644.40,98.6494
644.60,98.7657
644.80,98.3094
645.00,98.9132
645.20,98.5585
645.40,98.9164
645.60,98.8683
645.80,98.3003
646.00,98.6175
646.20,98.8043
646.40,98.6542
646.60,98.3034
646.80,98.9007
647.00,98.2911
647.20,98.7859
647.40,98.9056
647.60,98.4620
647.80,98.7933
648.00,98.7636
648.20,98.8967
648.40,98.6027
648.60,98.5420
648.80,98.7770
649.00,98.7693
649.20,98.8060
649.40,98.7634
649.60,98.8078
649.80,98.7294
650.00,98.6395
650.20,98.5947
650.40,98.5124
650.60,98.5280
650.80,98.5646
651.00,98.8523
651.20,98.9066
651.40,98.9302
651.60,98.4421
651.80,98.8356
652.00,98.8958
652.20,98.6687
652.40,98.5907
652.60,98.6173
652.80,98.7433
653.00,98.7662
653.20,98.9849
653.40,98.4958
653.60,98.7579
653.80,98.7605
654.00,98.7112
654.20,98.8360
654.40,99.1005
654.60,98.9413
654.80,99.0506
655.00,99.0518
655.20,99.0760
655.40,98.6604
655.60,98.4271
655.80,98.5762
656.00,98.8387
656.20,98.9549
656.40,98.7691
656.60,98.7862
656.80,98.6611
657.00,98.7925
657.20,99.0405
657.40,98.8614
657.60,98.8361
657.80,98.7315
658.00,99.1362
658.20,98.7111
658.40,98.7954
658.60,98.6005
658.80,98.9938
659.00,98.4758
659.20,98.7126
659.40,98.7615
659.60,98.6168
659.80,99.0544
660.00,98.1464
660.20,98.7755
660.40,98.7252
660.60,99.2506
660.80,98.9057
661.00,99.0275
661.20,98.9409
661.40,98.5579
661.60,98.9611
661.80,98.9098
662.00,98.8731
662.20,98.9502
662.40,98.8833
662.60,98.9067
662.80,98.7161
663.00,99.1310
663.20,98.5508
663.40,98.7333
663.60,98.8030
663.80,98.7222
664.00,98.8587
664.20,99.0751
664.40,98.3022
664.60,98.8868
664.80,98.9592
665.00,98.6489
665.20,98.7275
665.40,98.5158
665.60,98.8941
665.80,98.6919
666.00,98.2974
666.20,99.0316
666.40,98.7273
666.60,99.0743
666.80,99.4931
667.00,99.1523
667.20,98.9953
667.40,98.6557
667.60,98.9680
667.80,98.7851
668.00,98.6740
668.20,98.9230
668.40,99.0536
668.60,99.0980
668.80,98.7459
669.00,98.9826
669.20,99.0400
669.40,99.0907
669.60,98.7098
669.80,98.8269
670.00,99.1204
670.20,99.2366
670.40,98.9097
670.60,99.3207
670.80,98.7669
671.00,99.1108
671.20,99.0128
671.40,99.4602
671.60,98.7569
671.80,98.6955
672.00,98.8283
672.20,99.0044
672.40,98.8856
672.60,98.9232
672.80,99.0172
673.00,98.5962
673.20,99.0107
673.40,99.1966
673.60,99.2851
673.80,98.5051
674.00,98.7408
674.20,99.1032
674.40,98.9386
674.60,99.0378
674.80,99.1736
675.00,99.0491
675.20,99.2416
675.40,99.0951
675.60,98.7408
675.80,99.2662
676.00,99.1552
676.20,99.2193
676.40,98.9737
676.60,99.2170
676.80,99.5476
677.00,99.3699
677.20,98.9355
677.40,99.1766
677.60,98.6811
677.80,98.6013
678.00,99.1230
678.20,99.5137
678.40,98.7918
678.60,98.8093
678.80,98.6967
679.00,98.6403
679.20,99.4026
679.40,99.2822
679.60,99.4593
679.80,99.3868
680.00,99.1052
680.20,98.8922
680.40,98.9371
680.60,98.9830
680.80,98.5681
681.00,98.9605
681.20,99.0044
681.40,99.0171
681.60,98.4594
681.80,98.5275
682.00,98.7025
682.20,99.6074
682.40,98.8848
682.60,99.0868
682.80,99.1843
683.00,99.0256
683.20,98.8934
683.40,99.0984
683.60,98.7061
683.80,98.5821
684.00,99.1815
684.20,99.1305
684.40,99.3104
684.60,99.3581
684.80,99.1230
685.00,98.5588
685.20,99.3885
685.40,99.2380
685.60,99.0999
685.80,98.7444
686.00,99.4645
686.20,99.0756
686.40,98.6298
686.60,99.2107
686.80,98.5572
687.00,98.7797
687.20,99.4469
687.40,99.0447
687.60,99.3792
687.80,98.9949
688.00,99.1746
688.20,99.1265
688.40,99.1770
688.60,99.0290
688.80,99.1281
689.00,99.0447
689.20,99.0289
689.40,99.3962
689.60,98.9157
689.80,99.0059
690.00,98.9698
690.20,98.8265
690.40,99.1455
690.60,99.2120
690.80,99.1117
691.00,98.6089
691.20,99.3235
691.40,99.1901
691.60,99.1810
691.80,99.5739
692.00,99.2066
692.20,99.4827
692.40,99.2263
692.60,98.7642
692.80,99.3715
693.00,99.2259
693.20,98.8570
693.40,98.9234
693.60,99.1512
693.80,98.9472
694.00,99.2022
694.20,99.2044
694.40,98.8157
694.60,99.1976
694.80,99.3534
695.00,99.7032
695.20,99.0976
695.40,99.3174
695.60,99.2040
695.80,99.1724
696.00,99.1203
696.20,99.2570
696.40,99.1451
696.60,99.7827
696.80,99.3973
697.00,99.2499
697.20,99.5962
697.40,99.5912
697.60,98.9597
697.80,99.2421
698.00,99.0964
698.20,99.5281
698.40,98.9709
698.60,99.3750
698.80,99.4593
699.00,99.1209
699.20,99.1992
699.40,99.1959
699.60,99.1758
699.80,99.5350
700.00,99.5499
700.20,99.3156
700.40,99.4817
700.60,99.6113
700.80,99.1394
701.00,99.6754
701.20,99.8432
701.40,99.6654
701.60,99.5142
701.80,99.7247
702.00,99.9695
702.20,99.4327
702.40,99.5810
702.60,99.5828
702.80,99.5194
703.00,99.5630
703.20,99.6756
703.40,99.7946
703.60,99.5957
703.80,99.3388
704.00,99.5563
704.20,99.7922
704.40,99.4696
704.60,99.1195
704.80,99.8858
705.00,99.4762
705.20,99.3450
705.40,99.7739
705.60,99.6937
705.80,99.5143
706.00,99.7856
706.20,99.5685
706.40,99.4901
706.60,99.6619
706.80,99.4902
707.00,99.5224
707.20,99.8287
707.40,99.5753
707.60,99.6516
707.80,99.5734
708.00,99.5727
708.20,99.3415
708.40,99.3806
708.60,99.4762
708.80,99.6200
709.00,99.6004
709.20,99.4584
709.40,99.7256
709.60,99.4446
709.80,99.8324
710.00,99.8778
710.20,99.2935
710.40,99.2991
710.60,99.1379
710.80,99.1057
711.00,99.7079
711.20,99.4413
711.40,99.3465
711.60,99.5428
711.80,99.5931
712.00,99.4372
712.20,99.7236
712.40,99.4302
712.60,99.7274
712.80,99.3516
713.00,99.4476
713.20,99.4713
713.40,99.7672
713.60,99.5319
713.80,99.6837
714.00,99.6801
714.20,99.5727
714.40,99.4194
714.60,99.6126
714.80,99.7876
715.00,99.4239
715.20,99.3720
715.40,99.8679
715.60,99.5411
715.80,99.4768
716.00,99.3672
716.20,99.8233
716.40,99.3776
716.60,99.5223
716.80,99.7268
717.00,99.2617
717.20,99.5173
717.40,99.6095
717.60,99.4976
717.80,99.7153
718.00,99.5671
718.20,99.6078
718.40,99.6929
718.60,99.3270
718.80,99.7130
719.00,99.6628
719.20,99.4895
719.40,99.7236
719.60,99.8303
719.80,99.4921
720.00,99.5005
720.20,99.6686
720.40,99.5666
720.60,99.2776
720.80,99.5042
721.00,99.5695
721.20,99.9633
721.40,99.7601
721.60,99.4678
721.80,99.4620
722.00,99.8534
722.20,99.7147
722.40,99.5044
722.60,99.4006
722.80,99.5515
723.00,99.3849
723.20,99.4023
723.40,99.3516
723.60,99.5191
723.80,99.7877
724.00,99.5033
724.20,99.5249
724.40,99.5470
724.60,99.7875
724.80,99.1317
725.00,99.7003
725.20,99.6180
725.40,99.4156
725.60,99.5774
725.80,99.7403
726.00,99.6475
726.20,99.7990
726.40,99.4712
726.60,99.5402
726.80,99.4538
727.00,99.7695
727.20,99.6708
727.40,99.3131
727.60,99.5009
727.80,99.4133
728.00,99.6767
728.20,99.2136
728.40,99.4721
728.60,99.6474
728.80,99.2982
729.00,99.2946
729.20,99.5087
729.40,99.6946
729.60,99.5407
729.80,99.4996
730.00,99.4984
730.20,99.3796
730.40,99.8273
730.60,99.5187
730.80,99.3361
731.00,99.2944
731.20,99.9709
731.40,99.4659
731.60,99.4737
731.80,99.1644
732.00,99.5256
732.20,99.7945
732.40,99.2727
732.60,99.3943
732.80,99.5061
733.00,99.4042
733.20,99.4866
733.40,99.6698
733.60,99.8093
733.80,99.3267
734.00,99.5257
734.20,99.2368
734.40,99.5153
734.60,99.5513
734.80,99.3720
735.00,99.5191
735.20,99.6272
735.40,99.4882
735.60,99.6176
735.80,99.5417
736.00,100.0238
736.20,99.7992
736.40,99.7216
736.60,99.6632
736.80,99.2148
737.00,99.4179
737.20,99.4910
737.40,99.3832
737.60,99.7695
737.80,99.5798
738.00,99.8848
738.20,99.9143
738.40,99.6959
738.60,99.8545
738.80,99.5876
739.00,99.5986
739.20,99.6109
739.40,99.3471
739.60,99.7006
739.80,99.3123
740.00,99.4801
740.20,99.5376
740.40,99.9901
740.60,99.3152
740.80,99.4249
741.00,99.2993
741.20,99.5794
741.40,99.8676
741.60,99.7925
741.80,99.5443
742.00,99.7974
742.20,99.2198
742.40,99.8334
742.60,99.5999
742.80,99.8430
743.00,99.5603
743.20,99.3866
743.40,99.5182
743.60,99.3202
743.80,99.3665
744.00,99.4088
744.20,99.5461
744.40,99.2650
744.60,99.4393
744.80,99.9050
745.00,99.7663
745.20,99.7657
745.40,99.6750
745.60,99.8261
745.80,99.3847
746.00,99.6315
746.20,99.5795
746.40,99.4243
746.60,99.8283
746.80,99.3844
747.00,99.6884
747.20,99.7895
747.40,99.6836
747.60,99.7772
747.80,100.1916
748.00,99.8305
748.20,99.9246
748.40,100.5547
748.60,99.7025
748.80,99.8269
749.00,99.3983
749.20,99.1838
749.40,99.5734
749.60,99.2365
749.80,99.4057
750.00,99.7807
750.20,99.6680
750.40,99.2687
750.60,99.8862
750.80,99.5918
751.00,99.7008
751.20,99.5262
751.40,99.7313
751.60,99.8319
751.80,100.0124
752.00,100.1835
752.20,99.9924
752.40,99.4871
752.60,99.4532
752.80,100.0461
753.00,99.3914
753.20,99.3575
753.40,99.9238
753.60,99.3762
753.80,99.5317
754.00,99.7046
754.20,99.8625
754.40,99.5812
754.60,99.4136
754.80,99.4461
755.00,99.9050
755.20,99.8238
755.40,99.6616
755.60,100.0092
755.80,99.7237
756.00,99.6382
756.20,99.7362
756.40,99.4376
756.60,100.0267
756.80,99.4385
757.00,99.6532
757.20,99.9167
757.40,99.4079
757.60,99.6483
757.80,99.5246
758.00,99.6723
758.20,99.6418
758.40,99.6379
758.60,99.8720
758.80,100.1139
759.00,99.5852
759.20,99.7454
759.40,99.7728
759.60,99.9634
759.80,100.1643
760.00,99.3328
760.20,99.6185
760.40,99.3985
760.60,99.6724
760.80,99.3292
761.00,99.7652
761.20,99.4703
761.40,99.9396
761.60,100.3588
761.80,99.8883
762.00,99.2979
762.20,99.7588
762.40,100.0263
762.60,99.8093
762.80,99.6729
763.00,99.9061
763.20,99.7737
763.40,99.6878
763.60,99.2800
763.80,99.5633
764.00,99.3347
764.20,99.9326
764.40,99.5540
764.60,99.6779
764.80,99.3341
765.00,99.6351
765.20,99.3656
765.40,99.3142
765.60,99.3901
765.80,99.6560
766.00,99.8760
766.20,99.5060
766.40,99.9719
766.60,99.3793
766.80,100.1645
767.00,99.4775
767.20,100.1498
767.40,99.5366
767.60,99.3383
767.80,99.5870
768.00,99.9641
768.20,100.4208
768.40,99.7735
768.60,99.7420
768.80,99.8988
769.00,99.9988
769.20,100.0814
769.40,99.7739
769.60,99.6366
769.80,99.8274
770.00,99.4249
770.20,99.8619
770.40,99.9256
770.60,99.3703
770.80,100.2536
771.00,99.3793
771.20,99.5874
771.40,99.8458
771.60,100.4225
771.80,99.9130
772.00,100.3799
772.20,100.1776
772.40,99.4933
772.60,100.0533
772.80,100.0932
773.00,100.1828
773.20,99.5961
773.40,100.1418
773.60,99.7994
773.80,99.8580
774.00,100.3354
774.20,100.2307
774.40,99.9129
774.60,99.9838
774.80,100.1244
775.00,100.0556
775.20,100.0039
775.40,100.9615
775.60,100.0855
775.80,99.9516
776.00,99.7199
776.20,100.4524
776.40,99.7391
776.60,100.0224
776.80,100.4444
777.00,100.1512
777.20,99.6413
777.40,100.1308
777.60,100.8056
777.80,99.8095
778.00,100.6365
778.20,100.3586
778.40,99.8957
778.60,100.0740
778.80,100.7859
779.00,100.3325
779.20,99.9606
779.40,99.6187
779.60,100.0362
779.80,99.6641
780.00,100.7483
780.20,100.1155
780.40,100.3677
780.60,99.6486
780.80,99.6491
781.00,100.3111
781.20,99.9421
781.40,99.6248
781.60,99.6244
781.80,100.1803
782.00,100.3779
782.20,100.0747
782.40,100.1461
782.60,100.3539
782.80,99.7672
783.00,99.8874
783.20,100.1542
783.40,99.4962
783.60,100.3672
783.80,100.9409
784.00,99.9821
784.20,100.1713
784.40,100.1488
784.60,99.7173
784.80,99.6241
785.00,99.9684
785.20,99.3846
785.40,100.0352
785.60,98.9927
785.80,99.4628
786.00,100.9465
786.20,99.8981
786.40,99.3491
786.60,100.3528
786.80,99.7471
787.00,99.6498
787.20,99.7308
787.40,99.8412
787.60,100.3483
787.80,100.1478
788.00,99.7392
788.20,100.1731
788.40,100.2301
788.60,99.3220
788.80,100.4177
789.00,99.8576
789.20,99.5645
789.40,100.6094
789.60,99.9354
789.80,100.1819
790.00,100.1713
790.20,100.3595
790.40,99.6888
790.60,99.4231
790.80,100.2980
791.00,99.9106
791.20,99.5200
791.40,99.6653
791.60,100.1061
791.80,99.7261
792.00,99.7147
792.20,100.3074
792.40,99.5204
792.60,100.4105
792.80,99.9387
793.00,100.1873
793.20,100.1960
793.40,99.9956
793.60,100.1234
793.80,100.4461
794.00,99.9108
794.20,100.1065
794.40,100.8575
794.60,100.3372
794.80,100.2210
795.00,99.6788
795.20,100.0942
795.40,100.6294
795.60,99.7119
795.80,99.7082
