Batch,scan004_Borosilicate_EPA_vial_%T_190_to_800.sre
EV300,140607
Data Mode,%T  None
Sample,Borosil_%T_190-800_after_ZB
Cycle,Cycle01
Date Collected,7/27/2016
Time Collected,2:49:00PM
Entries,Data Points
nm,%T
484.00,97.8859
484.20,97.8485
484.40,97.8629
484.60,97.9324
484.80,98.0304
485.00,98.1622
485.20,98.3078
485.40,98.2961
485.60,98.2447
485.80,98.3594
486.00,98.4334
486.20,98.3618
486.40,98.2753
486.60,98.2319
486.80,98.0778
487.00,97.6409
487.20,98.0412
487.40,98.0868
487.60,98.0286
487.80,98.0899
488.00,98.1031
488.20,98.1705
488.40,98.1800
488.60,98.2503
488.80,98.2817
489.00,98.2096
489.20,98.2662
489.40,98.2558
489.60,98.2739
489.80,98.2983
490.00,98.4162
490.20,98.3007
490.40,98.2833
490.60,98.3368
490.80,98.2365
491.00,98.2736
491.20,98.0388
491.40,98.0402
491.60,98.1114
491.80,97.5391
492.00,97.9972
492.20,98.1711
492.40,98.1004
492.60,98.2823
492.80,98.2634
493.00,98.4405
493.20,98.4267
493.40,98.5234
493.60,98.1973
493.80,98.4933
494.00,98.3727
494.20,98.3642
494.40,98.2866
494.60,98.5934
494.80,98.2660
495.00,98.2961
495.20,98.2539
495.40,98.5257
495.60,98.2466
495.80,98.1228
496.00,98.4400
496.20,98.3358
496.40,98.3858
496.60,98.2261
496.80,98.3243
497.00,98.2690
497.20,98.4107
497.40,98.2533
497.60,98.3082
497.80,98.5764
498.00,98.3539
498.20,98.3869
498.40,98.3347
498.60,98.3738
498.80,98.2366
499.00,98.1372
499.20,98.3604
499.40,98.3013
499.60,98.3158
499.80,98.2466
500.00,98.3470
500.20,98.1145
500.40,98.3898
500.60,98.3356
500.80,98.4605
501.00,98.5044
501.20,98.3363
501.40,98.3310
501.60,98.1967
501.80,98.3092
502.00,98.2162
502.20,98.2931
502.40,98.4062
502.60,98.2398
502.80,98.4188
503.00,98.3839
503.20,98.5496
503.40,98.5480
503.60,98.4212
503.80,98.5429
504.00,98.3233
504.20,98.2415
504.40,98.5083
504.60,98.3068
504.80,98.5363
505.00,98.4282
505.20,98.5757
505.40,98.3479
505.60,98.4206
505.80,98.3171
506.00,98.1988
506.20,98.3715
506.40,98.1646
506.60,98.3226
506.80,98.3602
507.00,98.2479
507.20,98.3843
507.40,98.5118
507.60,98.4626
507.80,98.0013
508.00,98.4761
508.20,98.4705
508.40,98.5475
508.60,98.4754
508.80,98.2509
509.00,98.3381
509.20,98.4597
509.40,98.5266
509.60,98.2577
509.80,98.3870
510.00,98.0935
510.20,98.3046
510.40,98.4679
510.60,98.5001
510.80,98.3284
511.00,98.6271
511.20,98.4423
511.40,98.6067
511.60,98.9648
511.80,98.5616
512.00,98.4703
512.20,98.4496
512.40,98.4492
512.60,98.5438
512.80,98.2609
513.00,98.3051
513.20,98.4042
513.40,98.4083
513.60,98.5966
513.80,98.8311
514.00,98.4433
514.20,98.5598
514.40,98.8219
514.60,98.5230
514.80,98.5850
515.00,98.3857
515.20,98.4580
515.40,98.6762
515.60,98.6309
515.80,98.4845
516.00,98.3169
516.20,98.6023
516.40,98.6870
516.60,98.6443
516.80,98.5056
517.00,98.7893
517.20,98.2181
517.40,98.5115
517.60,98.4499
517.80,98.3739
518.00,98.5461
518.20,98.3803
518.40,98.5296
518.60,98.5268
518.80,98.3637
519.00,98.5272
519.20,98.3661
519.40,98.3335
519.60,98.6471
519.80,98.6058
520.00,98.6976
520.20,98.5645
520.40,98.6243
520.60,98.5538
520.80,98.5967
521.00,98.4496
521.20,98.7358
521.40,98.6503
521.60,98.5872
521.80,98.6482
522.00,98.6928
522.20,98.7414
522.40,98.6985
522.60,98.4534
522.80,98.6250
523.00,98.4985
523.20,98.6906
523.40,98.8897
523.60,98.7551
523.80,98.6262
524.00,98.6440
524.20,98.7907
524.40,98.5885
524.60,98.7060
524.80,98.5306
525.00,98.4563
525.20,98.5498
525.40,98.7010
525.60,98.5885
525.80,98.4573
526.00,98.6513
526.20,98.5900
526.40,98.7802
526.60,98.6409
526.80,98.5897
527.00,98.5335
527.20,98.7476
527.40,98.5924
527.60,98.6507
527.80,98.6748
528.00,98.6872
528.20,98.6451
528.40,98.6330
528.60,98.3788
528.80,98.4231
529.00,98.3881
529.20,98.3561
529.40,98.4007
529.60,98.6440
529.80,98.7201
530.00,98.6392
530.20,98.7708
530.40,98.5598
530.60,98.8890
530.80,98.5815
531.00,98.7041
531.20,98.8427
531.40,98.8373
531.60,98.7405
531.80,98.9090
532.00,98.8714
532.20,98.8256
532.40,98.8038
532.60,98.6526
532.80,98.5098
533.00,98.6478
533.20,98.8200
533.40,98.5336
533.60,98.5580
533.80,98.4924
534.00,98.6805
534.20,98.8882
534.40,98.8216
534.60,98.9414
534.80,98.8423
535.00,98.8928
535.20,98.9028
535.40,99.0945
535.60,98.7971
535.80,98.8002
536.00,98.8395
536.20,98.8422
536.40,98.8344
536.60,98.7543
536.80,98.7056
537.00,98.9064
537.20,98.8345
537.40,98.8451
537.60,98.8670
537.80,98.7123
538.00,98.4983
538.20,99.0143
538.40,98.9965
538.60,98.9178
538.80,99.0963
539.00,99.1904
539.20,99.1955
539.40,98.8288
539.60,99.0831
539.80,98.7374
540.00,98.9945
540.20,99.1046
540.40,98.8172
540.60,98.8880
540.80,98.9797
541.00,98.8762
541.20,98.8207
541.40,98.8627
541.60,98.7538
541.80,98.7554
542.00,98.7576
542.20,98.7766
542.40,98.8187
542.60,99.0474
542.80,99.0043
543.00,98.9581
543.20,99.0374
543.40,99.0186
543.60,99.0567
543.80,99.0971
544.00,98.7901
544.20,98.9061
544.40,98.9540
544.60,99.1725
544.80,98.5844
545.00,99.0538
545.20,98.8762
545.40,99.0718
545.60,98.9622
545.80,99.0796
546.00,99.0740
546.20,99.0305
546.40,99.1148
546.60,98.9624
546.80,99.0284
547.00,98.9805
547.20,98.9072
547.40,99.1185
547.60,98.9513
547.80,99.1399
548.00,98.9484
548.20,99.2563
548.40,99.1413
548.60,99.0817
548.80,99.0115
549.00,99.0377
549.20,98.9438
549.40,99.1109
549.60,98.9788
549.80,98.9725
550.00,99.0928
550.20,99.1202
550.40,99.1676
550.60,99.0104
550.80,99.0236
551.00,99.1351
551.20,99.1647
551.40,99.2405
551.60,98.7892
551.80,99.2115
552.00,99.2375
552.20,99.0382
552.40,98.8036
552.60,98.7392
552.80,99.0070
553.00,99.0574
553.20,98.7707
553.40,99.1230
553.60,99.2058
553.80,99.0633
554.00,99.0629
554.20,99.0261
554.40,99.0976
554.60,99.1109
554.80,99.2095
555.00,99.0166
555.20,99.3506
555.40,99.4644
555.60,99.1524
555.80,99.3198
556.00,99.0187
556.20,99.4752
556.40,99.2128
556.60,99.2532
556.80,99.0552
557.00,99.1781
557.20,99.2228
557.40,99.0523
557.60,99.2409
557.80,99.0297
558.00,98.5428
558.20,98.9140
558.40,99.5193
558.60,98.9978
558.80,99.1266
559.00,99.0936
559.20,99.0439
559.40,99.1868
559.60,99.2715
559.80,98.6619
560.00,98.6845
560.20,98.9740
560.40,99.3132
560.60,99.0999
560.80,99.1285
561.00,98.9369
561.20,98.8881
561.40,99.0502
561.60,99.0814
561.80,99.0279
562.00,98.9705
562.20,99.1017
562.40,99.1802
562.60,99.1526
562.80,99.2938
563.00,99.1493
563.20,98.7876
563.40,99.1854
563.60,99.2219
563.80,99.2064
564.00,99.1011
564.20,99.2303
564.40,98.9064
564.60,99.2456
564.80,99.1722
565.00,99.0658
565.20,99.1353
565.40,99.0585
565.60,99.1237
565.80,98.9529
566.00,99.1797
566.20,99.0703
566.40,98.9049
566.60,99.0823
566.80,99.3280
567.00,99.2856
567.20,98.9386
567.40,99.2103
567.60,99.5237
567.80,99.4212
568.00,99.2332
568.20,99.1591
568.40,99.3123
568.60,99.2288
568.80,99.1520
569.00,99.2204
569.20,99.0276
569.40,99.2384
569.60,98.9776
569.80,99.3416
570.00,99.0769
570.20,99.2170
570.40,99.5101
570.60,99.2025
570.80,99.0285
571.00,99.4362
571.20,99.1815
571.40,98.6230
571.60,99.0992
571.80,99.1716
572.00,99.2573
572.20,99.0329
572.40,99.0301
572.60,99.1412
572.80,99.0436
573.00,99.1140
573.20,99.2071
573.40,99.1511
573.60,99.0490
573.80,99.1955
574.00,99.1917
574.20,99.1629
574.40,99.2265
574.60,99.1105
574.80,99.3678
575.00,98.9457
575.20,99.1474
575.40,99.3029
575.60,99.2487
575.80,99.0538
576.00,99.1588
576.20,99.2523
576.40,99.3355
576.60,99.4576
576.80,99.0713
577.00,99.4699
577.20,98.5015
577.40,99.2709
577.60,99.2999
577.80,99.1547
578.00,99.2516
578.20,98.8574
578.40,99.2463
578.60,98.9481
578.80,99.1434
579.00,99.2781
579.20,98.9183
579.40,98.8910
579.60,99.2043
579.80,99.2500
580.00,98.9353
580.20,99.5486
580.40,99.7411
580.60,99.1731
580.80,99.2685
581.00,99.1215
581.20,98.9738
581.40,99.4940
581.60,99.4780
581.80,99.1246
582.00,99.7099
582.20,99.3580
582.40,99.1158
582.60,98.9293
582.80,99.0363
583.00,99.3947
583.20,99.2522
583.40,99.3041
583.60,99.8120
583.80,99.6915
584.00,98.9723
584.20,98.7886
584.40,99.2261
584.60,99.3110
584.80,99.2598
585.00,99.1288
585.20,99.2999
585.40,99.2544
585.60,99.3111
585.80,99.6053
586.00,99.1593
586.20,98.6742
586.40,99.0898
586.60,99.4790
586.80,99.6002
587.00,99.3004
587.20,99.3713
587.40,99.4846
587.60,99.0717
587.80,99.4193
588.00,99.3880
588.20,99.1761
588.40,99.2369
588.60,99.6647
588.80,99.4231
589.00,99.3223
589.20,99.1466
589.40,99.2671
589.60,99.3597
589.80,99.0557
590.00,99.1764
590.20,99.0294
590.40,98.8678
590.60,99.1025
590.80,99.2135
591.00,99.2894
591.20,99.3083
591.40,99.2102
591.60,99.2799
591.80,98.8679
592.00,99.4104
592.20,99.1739
592.40,99.5120
592.60,99.0821
592.80,99.0286
593.00,99.0088
593.20,99.2372
593.40,99.1347
593.60,99.1071
593.80,99.1790
594.00,99.1316
594.20,98.9515
594.40,99.1138
594.60,99.2579
594.80,99.1478
595.00,99.2680
595.20,99.3416
595.40,99.2351
595.60,99.5041
595.80,99.0052
596.00,99.0036
596.20,99.1700
596.40,99.1522
596.60,99.1365
596.80,99.3252
597.00,99.2641
597.20,99.0667
597.40,99.2482
597.60,99.0669
597.80,99.2235
598.00,99.3896
598.20,99.2647
598.40,99.1295
598.60,99.2510
598.80,99.3643
599.00,99.2064
599.20,99.2781
599.40,99.3650
599.60,99.1823
599.80,99.2003
600.00,99.3838
600.20,99.1374
600.40,99.1813
600.60,99.0534
600.80,99.3270
601.00,99.1022
601.20,99.4065
601.40,99.3090
601.60,99.2783
601.80,98.8703
602.00,98.9902
602.20,99.2057
602.40,98.7961
602.60,99.1786
602.80,99.2055
603.00,99.0018
603.20,99.2538
603.40,99.3359
603.60,99.3998
603.80,99.2759
604.00,99.3652
604.20,99.3130
604.40,99.3580
604.60,99.1823
604.80,99.3159
605.00,99.3093
605.20,98.9783
605.40,99.2288
605.60,99.0561
605.80,99.2887
606.00,99.3262
606.20,99.3418
606.40,99.1821
606.60,99.2949
606.80,99.3280
607.00,99.3710
607.20,99.5391
607.40,99.3325
607.60,99.2705
607.80,99.3232
608.00,99.0936
608.20,99.3716
608.40,99.2389
608.60,99.2025
608.80,99.3448
609.00,98.9981
609.20,99.2586
609.40,99.3097
609.60,99.0017
609.80,99.1103
610.00,99.0319
610.20,99.1851
610.40,99.1801
610.60,99.1900
610.80,99.3369
611.00,99.4419
611.20,99.3758
611.40,99.2950
611.60,99.1780
611.80,99.1671
612.00,99.3135
612.20,99.4372
612.40,99.3639
612.60,99.0110
612.80,99.5565
613.00,99.5167
613.20,99.2738
613.40,99.0773
613.60,99.4226
613.80,99.2540
614.00,99.2140
614.20,99.2090
614.40,99.1570
614.60,99.3751
614.80,99.2951
615.00,99.2671
615.20,99.3319
615.40,99.3991
615.60,99.1824
615.80,99.4838
616.00,99.2739
616.20,99.4983
616.40,99.2031
616.60,99.3022
616.80,99.1513
617.00,99.3438
617.20,99.2770
617.40,98.9813
617.60,99.4294
617.80,99.1543
618.00,99.0840
618.20,99.3465
618.40,99.3296
618.60,99.3882
618.80,99.1947
619.00,98.9420
619.20,99.3875
619.40,99.3444
619.60,99.3638
619.80,99.5205
620.00,99.4410
620.20,99.2896
620.40,99.0660
620.60,99.2162
620.80,99.5247
621.00,99.3669
621.20,99.5732
621.40,99.2027
621.60,99.1569
621.80,99.3366
622.00,99.3108
622.20,99.2247
622.40,99.3403
622.60,99.2070
622.80,99.2751
623.00,99.3705
623.20,99.3147
623.40,99.5918
623.60,99.2565
623.80,99.4725
624.00,99.1698
624.20,99.2206
624.40,99.3776
624.60,99.1288
624.80,99.2201
625.00,99.0829
625.20,99.4403
625.40,99.1808
625.60,99.3717
625.80,99.0203
626.00,99.3400
626.20,99.2197
626.40,99.5853
626.60,99.1351
626.80,99.4409
627.00,99.3351
627.20,99.2486
627.40,99.1002
627.60,99.2420
627.80,99.3550
628.00,99.0985
628.20,99.2756
628.40,99.3966
628.60,99.2138
628.80,99.2021
629.00,99.6615
629.20,99.6180
629.40,99.4991
629.60,99.2876
629.80,99.4059
630.00,99.1119
630.20,99.2504
630.40,99.4558
630.60,99.4363
630.80,99.5192
631.00,99.3701
631.20,99.0379
631.40,99.3960
631.60,99.3301
631.80,99.3012
632.00,99.3738
632.20,99.5234
632.40,99.0130
632.60,98.8322
632.80,99.3168
633.00,99.3083
633.20,99.1280
633.40,99.0335
633.60,99.3538
633.80,99.6568
634.00,99.4905
634.20,99.6049
634.40,99.2546
634.60,99.3069
634.80,99.4176
635.00,98.9786
635.20,99.5095
635.40,99.3885
635.60,99.4245
635.80,99.7228
636.00,99.4577
636.20,99.4798
636.40,99.3815
636.60,99.1703
636.80,99.2922
637.00,99.4667
637.20,99.4184
637.40,99.4397
637.60,99.2498
637.80,99.0915
638.00,99.2833
638.20,99.3154
638.40,99.6739
638.60,99.4470
638.80,99.0373
639.00,99.5291
639.20,99.3182
639.40,99.3533
639.60,99.1856
639.80,99.5959
640.00,99.4902
640.20,99.3227
640.40,99.5498
640.60,99.8152
640.80,99.2516
641.00,99.5721
641.20,99.7804
641.40,99.4204
641.60,99.2118
641.80,99.4781
642.00,99.7343
642.20,99.2890
642.40,99.5827
642.60,99.4261
642.80,99.3631
643.00,99.2909
643.20,99.5871
643.40,99.4181
643.60,99.7963
643.80,99.6781
644.00,99.1949
644.20,99.4137
644.40,99.4121
644.60,99.2787
644.80,98.8768
645.00,99.8669
645.20,99.4699
645.40,99.5542
645.60,99.4660
645.80,99.1146
646.00,99.3843
646.20,99.6610
646.40,99.7448
646.60,99.4348
646.80,99.5532
647.00,99.0476
647.20,99.5415
647.40,99.3298
647.60,99.5421
647.80,99.8041
648.00,99.2641
648.20,99.4179
648.40,99.2946
648.60,99.3999
648.80,99.4075
649.00,99.8055
649.20,99.5007
649.40,99.7260
649.60,99.3801
649.80,99.1179
650.00,99.6351
650.20,99.4539
650.40,99.2449
650.60,99.2996
650.80,99.2969
651.00,99.4474
651.20,99.5970
651.40,99.6151
651.60,99.4373
651.80,99.6070
652.00,99.6398
652.20,99.2980
652.40,99.4365
652.60,99.2137
652.80,99.5077
653.00,99.3577
653.20,99.6627
653.40,99.2613
653.60,99.7844
653.80,99.6135
654.00,99.7804
654.20,99.5326
654.40,99.9301
654.60,99.6711
654.80,99.7332
655.00,99.5376
655.20,99.5902
655.40,99.3596
655.60,99.8385
655.80,99.4425
656.00,99.5247
656.20,99.5294
656.40,99.4691
656.60,99.3408
656.80,99.4192
657.00,99.6128
657.20,99.7755
657.40,99.7714
657.60,99.4628
657.80,99.6798
658.00,99.6649
658.20,99.6458
658.40,99.5242
658.60,99.3567
658.80,99.6041
659.00,99.6050
659.20,99.6399
659.40,99.2771
659.60,99.5200
659.80,99.9367
660.00,98.7587
660.20,99.7130
660.40,99.4289
660.60,99.6462
660.80,99.9228
661.00,100.1141
661.20,99.6415
661.40,99.3383
661.60,99.6859
661.80,100.0521
662.00,99.8342
662.20,99.6171
662.40,99.6024
662.60,99.4960
662.80,99.6615
663.00,100.2421
663.20,99.4089
663.40,99.4070
663.60,99.8853
663.80,99.6952
664.00,99.6424
664.20,99.9633
664.40,99.2988
664.60,99.7862
664.80,99.5197
665.00,99.6771
665.20,99.4370
665.40,99.2923
665.60,99.5208
665.80,99.4695
666.00,99.3387
666.20,99.5962
666.40,99.8942
666.60,99.9736
666.80,99.9804
667.00,99.6037
667.20,99.9288
667.40,99.6638
667.60,99.9522
667.80,99.8323
668.00,99.3786
668.20,99.9415
668.40,99.9808
668.60,99.9462
668.80,99.4714
669.00,99.9465
669.20,100.0552
669.40,99.8535
669.60,99.5899
669.80,99.5266
670.00,99.6216
670.20,100.1508
670.40,99.8114
670.60,100.0601
670.80,99.7650
671.00,99.7293
671.20,99.6878
671.40,99.8264
671.60,99.5499
671.80,99.5360
672.00,99.4309
672.20,99.8317
672.40,99.8814
672.60,99.7297
672.80,99.7834
673.00,99.4212
673.20,99.5378
673.40,99.9280
673.60,100.1454
673.80,99.4754
674.00,100.2092
674.20,99.6306
674.40,99.6479
674.60,100.0683
674.80,99.6436
675.00,99.9790
675.20,99.9751
675.40,99.9231
675.60,99.4712
675.80,99.7087
676.00,100.1230
676.20,100.3825
676.40,99.9018
676.60,100.0699
676.80,99.9785
677.00,99.8938
677.20,99.9271
677.40,99.9525
677.60,99.5050
677.80,99.3790
678.00,99.8674
678.20,100.0380
678.40,99.5651
678.60,99.5988
678.80,99.4845
679.00,99.7092
679.20,99.9972
679.40,99.9192
679.60,99.8620
679.80,99.9338
680.00,99.8192
680.20,100.0110
680.40,99.6667
680.60,99.9121
680.80,99.3064
681.00,99.8998
681.20,99.6847
681.40,99.6963
681.60,99.7531
681.80,99.7492
682.00,99.5424
682.20,100.1130
682.40,99.4089
682.60,99.6003
682.80,99.6128
683.00,99.7244
683.20,99.5718
683.40,99.9592
683.60,99.6189
683.80,99.7396
684.00,99.9320
684.20,99.9209
684.40,99.4427
684.60,100.1469
684.80,99.7056
685.00,99.4104
685.20,99.8159
685.40,99.8495
685.60,99.5511
685.80,99.8525
686.00,100.4669
686.20,99.6216
686.40,99.3603
686.60,100.2982
686.80,99.8805
687.00,99.3588
687.20,100.2514
687.40,99.8278
687.60,99.8365
687.80,99.7410
688.00,99.4103
688.20,100.0808
688.40,99.8607
688.60,99.3728
688.80,99.5684
689.00,99.9394
689.20,99.6369
689.40,100.2146
689.60,99.7585
689.80,99.3551
690.00,99.9481
690.20,99.8745
690.40,99.5899
690.60,99.8474
690.80,99.4785
691.00,99.5992
691.20,99.7617
691.40,99.7708
691.60,100.0800
691.80,100.0723
692.00,99.9303
692.20,100.0402
692.40,100.1437
692.60,99.3230
692.80,100.1056
693.00,100.0280
693.20,99.2817
693.40,99.5707
693.60,99.6280
693.80,99.9347
694.00,99.9920
694.20,99.7731
694.40,99.8566
694.60,100.0417
694.80,99.9970
695.00,100.0636
695.20,99.8909
695.40,99.5849
695.60,99.4017
695.80,99.7525
696.00,99.5854
696.20,99.7127
696.40,99.8095
696.60,100.3847
696.80,99.9021
697.00,99.7118
697.20,100.0233
697.40,100.0097
697.60,99.5922
697.80,100.0328
698.00,99.6278
698.20,99.8907
698.40,99.6581
698.60,99.9126
698.80,99.9133
699.00,99.7561
699.20,99.9483
699.40,99.8228
699.60,99.7447
699.80,99.9623
700.00,100.1023
700.20,99.9020
700.40,100.1430
700.60,100.1353
700.80,99.7698
701.00,100.1041
701.20,100.3940
701.40,100.0582
701.60,100.3017
701.80,100.3320
702.00,100.4366
702.20,99.9899
702.40,100.0635
702.60,100.3239
702.80,99.9571
703.00,100.3258
703.20,99.9978
703.40,100.2803
703.60,100.1834
703.80,99.9685
704.00,100.2176
704.20,100.3022
704.40,100.0530
704.60,99.5971
704.80,100.3747
705.00,100.0738
705.20,99.8989
705.40,100.1354
705.60,100.2004
705.80,99.9866
706.00,100.2638
706.20,100.2440
706.40,100.1602
706.60,100.2834
706.80,99.9544
707.00,100.0694
707.20,100.1894
707.40,100.1547
707.60,100.0510
707.80,100.0981
708.00,100.0092
708.20,99.6554
708.40,100.0949
708.60,100.1472
708.80,100.1452
709.00,99.9502
709.20,100.2392
709.40,100.1688
709.60,99.9398
709.80,100.3074
710.00,100.1150
710.20,99.8613
710.40,99.8992
710.60,99.9616
710.80,99.5996
711.00,100.4180
711.20,100.0220
711.40,99.8530
711.60,100.1365
711.80,99.9880
712.00,100.1038
712.20,100.2580
712.40,100.0254
712.60,100.2179
712.80,100.0071
713.00,100.0100
713.20,100.2319
713.40,100.2738
713.60,100.3905
713.80,100.2327
714.00,100.2975
714.20,99.8700
714.40,99.9881
714.60,100.1587
714.80,100.2240
715.00,99.7479
715.20,99.8999
715.40,100.3354
715.60,99.9369
715.80,100.0858
716.00,100.1112
716.20,100.1674
716.40,99.8428
716.60,100.0378
716.80,100.2299
717.00,99.9627
717.20,99.9911
717.40,99.7495
717.60,99.8966
717.80,99.9426
718.00,99.9020
718.20,100.0559
718.40,100.2870
718.60,99.7815
718.80,100.3100
719.00,99.9306
719.20,99.8538
719.40,100.2792
719.60,100.2727
719.80,99.9808
720.00,100.2374
720.20,100.5049
720.40,100.0895
720.60,99.8681
720.80,99.8592
721.00,100.1464
721.20,100.3153
721.40,100.3079
721.60,100.0956
721.80,99.8310
722.00,100.0574
722.20,99.9628
722.40,99.9863
722.60,99.7258
722.80,100.0838
723.00,99.9106
723.20,99.9536
723.40,100.1656
723.60,99.9179
723.80,100.2263
724.00,99.8863
724.20,99.9767
724.40,99.7522
724.60,100.0400
724.80,99.7824
725.00,100.2524
725.20,100.1303
725.40,99.8461
725.60,100.0433
725.80,99.9143
726.00,100.1266
726.20,100.1232
726.40,100.1210
726.60,100.1595
726.80,100.1062
727.00,100.0569
727.20,100.0914
727.40,99.8154
727.60,99.9901
727.80,99.6332
728.00,100.1882
728.20,99.9367
728.40,99.9367
728.60,100.0741
728.80,100.0669
729.00,99.7803
729.20,100.0256
729.40,100.2468
729.60,100.1173
729.80,100.0102
730.00,99.9942
730.20,100.1976
730.40,100.0820
730.60,99.9297
730.80,99.7257
731.00,99.8331
731.20,100.3823
731.40,100.0775
731.60,99.9600
731.80,99.6197
732.00,99.7814
732.20,99.9215
732.40,99.9294
732.60,99.6912
732.80,99.9100
733.00,99.8718
733.20,99.8202
733.40,100.0078
733.60,99.8793
733.80,99.8836
734.00,99.8720
734.20,99.6720
734.40,100.2070
734.60,99.9279
734.80,99.8585
735.00,99.8950
735.20,99.9598
735.40,100.0608
735.60,100.2206
735.80,99.9638
736.00,100.2922
736.20,99.9079
736.40,100.1855
736.60,99.9578
736.80,100.1458
737.00,99.9369
737.20,100.0460
737.40,100.0121
737.60,100.2526
737.80,100.0774
738.00,99.8811
738.20,100.1185
738.40,100.1143
738.60,100.2918
738.80,99.9294
739.00,99.6641
739.20,100.1043
739.40,99.8590
739.60,99.8475
739.80,99.9427
740.00,99.9402
740.20,100.1489
740.40,99.9677
740.60,99.9623
740.80,99.8909
741.00,100.2447
741.20,100.0133
741.40,100.2113
741.60,100.0090
741.80,100.0522
742.00,100.2393
742.20,99.6813
742.40,100.1459
742.60,99.6591
742.80,100.0356
743.00,100.2669
743.20,100.0565
743.40,99.9454
743.60,99.6863
743.80,99.7414
744.00,99.7385
744.20,99.9095
744.40,99.7332
744.60,99.8727
744.80,100.1130
745.00,100.2779
745.20,99.7910
745.40,100.0339
745.60,100.2490
745.80,99.6370
746.00,99.9673
746.20,99.7805
746.40,99.7172
746.60,100.3645
746.80,99.4346
747.00,100.1733
747.20,100.5947
747.40,100.0591
747.60,100.0196
747.80,100.4251
748.00,100.3200
748.20,100.3534
748.40,100.4930
748.60,100.1533
748.80,100.3731
749.00,99.8899
749.20,99.6235
749.40,100.0987
749.60,99.6983
749.80,99.9386
750.00,100.4775
750.20,99.6319
750.40,100.0971
750.60,100.0970
750.80,100.1995
751.00,100.2370
751.20,100.3651
751.40,100.2196
751.60,100.1170
751.80,100.4093
752.00,100.4632
752.20,100.3005
752.40,100.2182
752.60,99.6827
752.80,100.5002
753.00,100.1832
753.20,99.8075
753.40,100.2389
753.60,100.0365
753.80,99.8754
754.00,99.9538
754.20,100.1099
754.40,100.1029
754.60,100.0584
754.80,99.8259
755.00,100.2201
755.20,99.6848
755.40,99.8261
755.60,100.6419
755.80,100.4439
756.00,100.3335
756.20,100.0675
756.40,99.9181
756.60,100.4694
756.80,100.3641
757.00,100.2844
757.20,100.3046
757.40,99.7758
757.60,100.2937
757.80,100.0591
758.00,100.0880
758.20,100.4819
758.40,100.0910
758.60,99.9897
758.80,100.1089
759.00,100.4915
759.20,100.1069
759.40,99.5703
759.60,99.9177
759.80,100.3849
760.00,99.7761
760.20,100.3329
760.40,100.0403
760.60,100.1578
760.80,99.2647
761.00,100.0456
761.20,100.0634
761.40,100.3888
761.60,99.8768
761.80,100.1148
762.00,99.3482
762.20,100.2694
762.40,100.1099
762.60,99.6512
762.80,100.1781
763.00,99.7915
763.20,100.1328
763.40,99.9301
763.60,99.3448
763.80,99.7900
764.00,99.3538
764.20,99.8542
764.40,99.8969
764.60,100.0518
764.80,99.7909
765.00,99.7523
765.20,99.3568
765.40,99.9683
765.60,99.7783
765.80,100.0774
766.00,100.2783
766.20,99.7314
766.40,100.4098
766.60,99.9349
766.80,100.1029
767.00,99.9267
767.20,100.2095
767.40,100.2155
767.60,99.9372
767.80,100.3577
768.00,100.0761
768.20,100.7101
768.40,100.0892
768.60,99.7536
768.80,100.1647
769.00,100.0298
769.20,100.2169
769.40,99.8482
769.60,100.0491
769.80,100.4478
770.00,100.0759
770.20,100.3251
770.40,100.1469
770.60,99.8492
770.80,100.8209
771.00,100.1803
771.20,99.9265
771.40,99.7743
771.60,100.1582
771.80,100.2534
772.00,100.6541
772.20,100.3376
772.40,99.8817
772.60,100.5939
772.80,100.3865
773.00,100.2157
773.20,100.4205
773.40,100.3718
773.60,100.3634
773.80,100.1573
774.00,100.8628
774.20,100.7260
774.40,100.9286
774.60,100.4362
774.80,100.4469
775.00,100.7512
775.20,100.2222
775.40,100.6562
775.60,100.6037
775.80,100.1706
776.00,100.5104
776.20,100.3098
776.40,100.3542
776.60,100.0240
776.80,100.5495
777.00,100.1721
777.20,100.4735
777.40,100.3033
777.60,101.0057
777.80,100.6864
778.00,100.4711
778.20,101.2476
778.40,100.4397
778.60,100.1395
778.80,100.8931
779.00,100.8498
779.20,99.7656
779.40,100.2899
779.60,100.5957
779.80,100.2121
780.00,100.4538
780.20,100.2293
780.40,100.9677
780.60,100.3751
780.80,100.5239
781.00,100.8935
781.20,100.2533
781.40,100.4103
781.60,100.0085
781.80,100.9914
782.00,100.2663
782.20,100.6775
782.40,100.3906
782.60,100.5499
782.80,100.4055
783.00,100.0963
783.20,100.9885
783.40,100.1425
783.60,100.5732
783.80,100.9086
784.00,100.1845
784.20,100.4283
784.40,100.9411
784.60,99.7767
784.80,100.2470
785.00,100.6445
785.20,100.1830
785.40,100.1118
785.60,100.0533
785.80,99.6643
786.00,100.2351
786.20,100.1251
786.40,99.9576
786.60,100.8966
786.80,99.8122
787.00,100.2613
787.20,99.8292
787.40,100.4562
787.60,100.3052
787.80,100.0340
788.00,99.5730
788.20,100.3621
788.40,100.7596
788.60,100.0048
788.80,100.3941
789.00,100.1326
789.20,100.1914
789.40,100.7742
789.60,100.1547
789.80,100.3805
790.00,100.2321
790.20,100.7760
790.40,100.4794
790.60,99.7722
790.80,100.1304
791.00,100.2301
791.20,100.8278
791.40,99.8545
791.60,99.4601
791.80,100.3906
792.00,100.3846
