Batch,scan001
EV300,140607
Data Mode,A  None
Sample,"PC_22-1,22-1_500uLin4.5mLMeOH"
Cycle,Cycle01
Date Collected,1/18/17
Time Collected,2:42:53PM
Entries,Data Points
nm,A
190,0.2005
190.2,0.125
190.4,0.1326
190.6,0.1981
190.8,0.1926
191,0.0259
191.2,0.1335
191.4,0.1805
191.6,0.0245
191.8,0.0857
192,0.1424
192.2,0.1851
192.4,0.2366
192.6,0.1057
192.8,0.2017
193,0.1009
193.2,0.1728
193.4,0.1863
193.6,0.1333
193.8,0.1812
194,0.2065
194.2,0.1619
194.4,0.1906
194.6,0.2204
194.8,0.1872
195,0.2077
195.2,0.1994
195.4,0.2285
195.6,0.2373
195.8,0.1968
196,0.1779
196.2,0.1821
196.4,0.1804
196.6,0.2447
196.8,0.1746
197,0.2594
197.2,0.2709
197.4,0.2261
197.6,0.2179
197.8,0.18
198,0.2459
198.2,0.1898
198.4,0.258
198.6,0.2376
198.8,0.1942
199,0.2297
199.2,0.236
199.4,0.21
199.6,0.275
199.8,0.1938
200,0.1904
200.2,0.2634
200.4,0.2058
200.6,0.2648
200.8,0.2098
201,0.2572
201.2,0.2167
201.4,0.2545
201.6,0.2254
201.8,0.2426
202,0.2474
202.2,0.2284
202.4,0.2678
202.6,0.2532
202.8,0.2257
203,0.2161
203.2,0.2409
203.4,0.1961
203.6,0.2625
203.8,0.2139
204,0.2402
204.2,0.2725
204.4,0.2312
204.6,0.2063
204.8,0.2469
205,0.2445
205.2,0.2547
205.4,0.2483
205.6,0.2486
205.8,0.2056
206,0.2473
206.2,0.244
206.4,0.2461
206.6,0.2415
206.8,0.2214
207,0.25
207.2,0.2253
207.4,0.248
207.6,0.255
207.8,0.2307
208,0.2244
208.2,0.253
208.4,0.2294
208.6,0.2626
208.8,0.2265
209,0.2379
209.2,0.2497
209.4,0.225
209.6,0.2549
209.8,0.2311
210,0.2811
210.2,0.2291
210.4,0.246
210.6,0.2162
210.8,0.2656
211,0.257
211.2,0.2519
211.4,0.262
211.6,0.2551
211.8,0.2361
212,0.2245
212.2,0.2846
212.4,0.2506
212.6,0.292
212.8,0.2726
213,0.2944
213.2,0.2746
213.4,0.2759
213.6,0.2851
213.8,0.2461
214,0.3106
214.2,0.2591
214.4,0.3048
214.6,0.2854
214.8,0.305
215,0.3016
215.2,0.3422
215.4,0.3595
215.6,0.3369
215.8,0.3578
216,0.3894
216.2,0.3975
216.4,0.3746
216.6,0.4035
216.8,0.4236
217,0.4248
217.2,0.4326
217.4,0.4391
217.6,0.4619
217.8,0.4833
218,0.4993
218.2,0.5138
218.4,0.5375
218.6,0.5529
218.8,0.5736
219,0.6067
219.2,0.621
219.4,0.6337
219.6,0.6587
219.8,0.6829
220,0.6961
220.2,0.7149
220.4,0.7324
220.6,0.7438
220.8,0.7587
221,0.785
221.2,0.799
221.4,0.8103
221.6,0.8306
221.8,0.8469
222,0.8654
222.2,0.8751
222.4,0.8852
222.6,0.8931
222.8,0.9022
223,0.7954
223.2,0.8145
223.4,0.7995
223.6,0.8144
223.8,0.8313
224,0.8318
224.2,0.8395
224.4,0.8444
224.6,0.8456
224.8,0.8499
225,0.8503
225.2,0.8453
225.4,0.8465
225.6,0.8399
225.8,0.8327
226,0.8319
226.2,0.8295
226.4,0.8272
226.6,0.8238
226.8,0.8141
227,0.8076
227.2,0.8022
227.4,0.7875
227.6,0.7757
227.8,0.7638
228,0.752
228.2,0.7401
228.4,0.7303
228.6,0.7174
228.8,0.7058
229,0.6939
229.2,0.6825
229.4,0.6725
229.6,0.6624
229.8,0.6529
230,0.6426
230.2,0.6308
230.4,0.6191
230.6,0.6059
230.8,0.591
231,0.5775
231.2,0.5642
231.4,0.5526
231.6,0.5417
231.8,0.5321
232,0.5225
232.2,0.5113
232.4,0.5002
232.6,0.4884
232.8,0.4773
233,0.4647
233.2,0.4531
233.4,0.4398
233.6,0.4304
233.8,0.4196
234,0.4095
234.2,0.4001
234.4,0.3917
234.6,0.3832
234.8,0.3751
235,0.3663
235.2,0.3571
235.4,0.3488
235.6,0.3395
235.8,0.3308
236,0.3222
236.2,0.314
236.4,0.3054
236.6,0.2987
236.8,0.2907
237,0.2843
237.2,0.2763
237.4,0.269
237.6,0.2616
237.8,0.2545
238,0.2471
238.2,0.24
238.4,0.2337
238.6,0.2282
238.8,0.2222
239,0.2155
239.2,0.2096
239.4,0.2039
239.6,0.1978
239.8,0.1922
240,0.1864
240.2,0.1808
240.4,0.1762
240.6,0.1707
240.8,0.1661
241,0.1603
241.2,0.1558
241.4,0.1512
241.6,0.1461
241.8,0.1415
242,0.1374
242.2,0.1325
242.4,0.1282
242.6,0.1241
242.8,0.1203
243,0.1172
243.2,0.1142
243.4,0.1113
243.6,0.1088
243.8,0.1059
244,0.1037
244.2,0.1013
244.4,0.0988
244.6,0.096
244.8,0.0934
245,0.0906
245.2,0.0879
245.4,0.0845
245.6,0.0819
245.8,0.0789
246,0.076
246.2,0.0729
246.4,0.0696
246.6,0.0667
246.8,0.0633
247,0.0603
247.2,0.0577
247.4,0.0556
247.6,0.0534
247.8,0.0516
248,0.05
248.2,0.0488
248.4,0.0472
248.6,0.046
248.8,0.0451
249,0.044
249.2,0.0431
249.4,0.0428
249.6,0.0419
249.8,0.0414
250,0.0405
250.2,0.0394
250.4,0.0388
250.6,0.0384
250.8,0.0373
251,0.0368
251.2,0.0357
251.4,0.0345
251.6,0.0336
251.8,0.0329
252,0.032
252.2,0.0317
252.4,0.0305
252.6,0.0301
252.8,0.0295
253,0.0291
253.2,0.0293
253.4,0.0288
253.6,0.0286
253.8,0.0285
254,0.0277
254.2,0.0286
254.4,0.0281
254.6,0.0288
254.8,0.0281
255,0.0285
255.2,0.0282
255.4,0.0281
255.6,0.0277
255.8,0.0275
256,0.0274
256.2,0.0273
256.4,0.0269
256.6,0.0268
256.8,0.0271
257,0.027
257.2,0.0267
257.4,0.0266
257.6,0.0264
257.8,0.0259
258,0.0256
258.2,0.0255
258.4,0.0254
258.6,0.0247
258.8,0.0246
259,0.0245
259.2,0.0241
259.4,0.0236
259.6,0.0234
259.8,0.023
260,0.0226
260.2,0.022
260.4,0.0218
260.6,0.0214
260.8,0.0211
261,0.0214
261.2,0.0214
261.4,0.0218
261.6,0.0226
261.8,0.023
262,0.0236
262.2,0.024
262.4,0.0243
262.6,0.0244
262.8,0.0255
263,0.0257
263.2,0.0254
263.4,0.0254
263.6,0.026
263.8,0.0254
264,0.0254
264.2,0.0258
264.4,0.0264
264.6,0.0261
264.8,0.0269
265,0.0221
265.2,0.0225
265.4,0.0227
265.6,0.023
265.8,0.0227
266,0.0225
266.2,0.0226
266.4,0.0223
266.6,0.0222
266.8,0.0218
267,0.0217
267.2,0.0221
267.4,0.0218
267.6,0.0218
267.8,0.0217
268,0.0219
268.2,0.0215
268.4,0.0212
268.6,0.0211
268.8,0.0206
269,0.0197
269.2,0.0186
269.4,0.0176
269.6,0.0163
269.8,0.0156
270,0.0147
270.2,0.0139
270.4,0.0132
270.6,0.0131
270.8,0.0135
271,0.0137
271.2,0.0134
271.4,0.014
271.6,0.0145
271.8,0.0148
272,0.0154
272.2,0.0161
272.4,0.0166
272.6,0.0169
272.8,0.018
273,0.0186
273.2,0.0196
273.4,0.0206
273.6,0.0209
273.8,0.0213
274,0.0215
274.2,0.0214
274.4,0.0217
274.6,0.0217
274.8,0.0218
275,0.0219
275.2,0.0221
275.4,0.0218
275.6,0.0216
275.8,0.0212
276,0.0212
276.2,0.0209
276.4,0.0213
276.6,0.0208
276.8,0.0205
277,0.02
277.2,0.0201
277.4,0.02
277.6,0.0199
277.8,0.0201
278,0.0199
278.2,0.0199
278.4,0.02
278.6,0.0202
278.8,0.0202
279,0.0203
279.2,0.0201
279.4,0.02
279.6,0.0202
279.8,0.0202
280,0.02
280.2,0.0199
280.4,0.0196
280.6,0.0196
280.8,0.0194
281,0.0188
281.2,0.0186
281.4,0.0186
281.6,0.0181
281.8,0.0179
282,0.0176
282.2,0.018
282.4,0.0174
282.6,0.0169
282.8,0.017
283,0.0171
283.2,0.0167
283.4,0.0166
283.6,0.0165
283.8,0.017
284,0.0163
284.2,0.0157
284.4,0.0152
284.6,0.0147
284.8,0.0145
285,0.0142
285.2,0.0144
285.4,0.0145
285.6,0.0148
285.8,0.0151
286,0.0157
286.2,0.016
286.4,0.0161
286.6,0.0161
286.8,0.016
287,0.0164
287.2,0.0161
287.4,0.016
287.6,0.0165
287.8,0.0162
288,0.0162
288.2,0.0165
288.4,0.0167
288.6,0.017
288.8,0.017
289,0.0168
289.2,0.017
289.4,0.0169
289.6,0.017
289.8,0.0166
290,0.0163
290.2,0.0157
290.4,0.0154
290.6,0.0149
290.8,0.0152
291,0.0148
291.2,0.0146
291.4,0.0144
291.6,0.0144
291.8,0.0146
292,0.0143
292.2,0.0145
292.4,0.0149
292.6,0.0149
292.8,0.0151
293,0.0156
293.2,0.0154
293.4,0.015
293.6,0.0154
293.8,0.0149
294,0.015
294.2,0.0148
294.4,0.0148
294.6,0.0143
294.8,0.0144
295,0.0142
295.2,0.0136
295.4,0.014
295.6,0.0138
295.8,0.014
296,0.0143
296.2,0.014
296.4,0.0134
296.6,0.0135
296.8,0.0138
297,0.0134
297.2,0.0139
297.4,0.0137
297.6,0.0135
297.8,0.0136
298,0.0134
298.2,0.014
298.4,0.0136
298.6,0.0143
298.8,0.0143
299,0.0147
299.2,0.0156
299.4,0.0155
299.6,0.0156
299.8,0.0157
300,0.0159
300.2,0.0162
300.4,0.0162
300.6,0.0163
300.8,0.0166
301,0.0167
301.2,0.0169
301.4,0.0165
301.6,0.017
301.8,0.0168
