Batch,scan004
EV300,140607
Data Mode,A  None
Sample,Sample001
Cycle,Cycle01
Date Collected,1/18/17
Time Collected,3:30:04PM
Entries,Data Points
nm,A
190,0.1978
190.2,0.2919
190.4,0.1194
190.6,0.1737
190.8,0.1756
191,0.188
191.2,0.0919
191.4,0.1443
191.6,0.2044
191.8,0.192
192,0.2471
192.2,0.2612
192.4,0.2445
192.6,0.1723
192.8,0.2583
193,0.2143
193.2,0.2805
193.4,0.2894
193.6,0.2891
193.8,0.2556
194,0.2957
194.2,0.2267
194.4,0.2474
194.6,0.2806
194.8,0.2401
195,0.2293
195.2,0.2663
195.4,0.2433
195.6,0.1865
195.8,0.2239
196,0.2375
196.2,0.1889
196.4,0.2929
196.6,0.2574
196.8,0.2543
197,0.2486
197.2,0.2728
197.4,0.2459
197.6,0.2407
197.8,0.291
198,0.2689
198.2,0.236
198.4,0.2577
198.6,0.2337
198.8,0.2799
199,0.2512
199.2,0.2825
199.4,0.2745
199.6,0.2784
199.8,0.2719
200,0.2858
200.2,0.2624
200.4,0.2175
200.6,0.2646
200.8,0.2518
201,0.2477
201.2,0.272
201.4,0.2187
201.6,0.2689
201.8,0.2601
202,0.2668
202.2,0.2381
202.4,0.254
202.6,0.275
202.8,0.2601
203,0.257
203.2,0.2217
203.4,0.3048
203.6,0.2565
203.8,0.2501
204,0.2561
204.2,0.272
204.4,0.2581
204.6,0.3023
204.8,0.2335
205,0.3043
205.2,0.2698
205.4,0.2472
205.6,0.2625
205.8,0.2716
206,0.2512
206.2,0.2619
206.4,0.2701
206.6,0.2691
206.8,0.2682
207,0.3051
207.2,0.2799
207.4,0.2402
207.6,0.2654
207.8,0.2399
208,0.2741
208.2,0.2481
208.4,0.2811
208.6,0.266
208.8,0.2497
209,0.2668
209.2,0.3002
209.4,0.3
209.6,0.2974
209.8,0.2705
210,0.2919
210.2,0.2909
210.4,0.2812
210.6,0.3021
210.8,0.2783
211,0.3243
211.2,0.2872
211.4,0.2914
211.6,0.2845
211.8,0.3114
212,0.2937
212.2,0.2826
212.4,0.2841
212.6,0.3292
212.8,0.2926
213,0.3015
213.2,0.2977
213.4,0.3192
213.6,0.3147
213.8,0.3433
214,0.3011
214.2,0.3337
214.4,0.3367
214.6,0.3337
214.8,0.3605
215,0.3595
215.2,0.3823
215.4,0.3797
215.6,0.4016
215.8,0.399
216,0.4054
216.2,0.4164
216.4,0.4147
216.6,0.441
216.8,0.4678
217,0.4519
217.2,0.4723
217.4,0.4988
217.6,0.4796
217.8,0.51
218,0.5384
218.2,0.5557
218.4,0.5635
218.6,0.5992
218.8,0.6259
219,0.6339
219.2,0.6633
219.4,0.6663
219.6,0.691
219.8,0.7017
220,0.7339
220.2,0.7338
220.4,0.7357
220.6,0.7308
220.8,0.7464
221,0.7396
221.2,0.7333
221.4,0.7281
221.6,0.7193
221.8,0.7063
222,0.695
222.2,0.6796
222.4,0.6611
222.6,0.6479
222.8,0.6253
223,0.5594
223.2,0.5594
223.4,0.5403
223.6,0.524
223.8,0.5181
224,0.505
224.2,0.4808
224.4,0.4842
224.6,0.4715
224.8,0.4638
225,0.4592
225.2,0.4499
225.4,0.4378
225.6,0.4331
225.8,0.425
226,0.4226
226.2,0.4087
226.4,0.4086
226.6,0.4049
226.8,0.4016
227,0.394
227.2,0.39
227.4,0.3874
227.6,0.3799
227.8,0.3777
228,0.3732
228.2,0.37
228.4,0.3675
228.6,0.363
228.8,0.3596
229,0.355
229.2,0.3531
229.4,0.3502
229.6,0.3481
229.8,0.3465
230,0.3447
230.2,0.3421
230.4,0.3409
230.6,0.3392
230.8,0.3376
231,0.3358
231.2,0.3338
231.4,0.333
231.6,0.3311
231.8,0.3301
232,0.3288
232.2,0.327
232.4,0.325
232.6,0.3243
232.8,0.3224
233,0.3199
233.2,0.3196
233.4,0.3171
233.6,0.315
233.8,0.314
234,0.3123
234.2,0.3104
234.4,0.3097
234.6,0.3078
234.8,0.3066
235,0.3046
235.2,0.3044
235.4,0.3026
235.6,0.302
235.8,0.3006
236,0.2989
236.2,0.2983
236.4,0.2961
236.6,0.2948
236.8,0.2937
237,0.2925
237.2,0.2919
237.4,0.2904
237.6,0.2893
237.8,0.2885
238,0.2874
238.2,0.286
238.4,0.2848
238.6,0.2835
238.8,0.2823
239,0.2818
239.2,0.2802
239.4,0.279
239.6,0.2781
239.8,0.2767
240,0.2751
240.2,0.274
240.4,0.2729
240.6,0.2725
240.8,0.2709
241,0.2692
241.2,0.2681
241.4,0.2669
241.6,0.2652
241.8,0.2641
242,0.2629
242.2,0.2609
242.4,0.2598
242.6,0.2584
242.8,0.2574
243,0.2567
243.2,0.2559
243.4,0.2554
243.6,0.255
243.8,0.2546
244,0.2546
244.2,0.2546
244.4,0.2541
244.6,0.2547
244.8,0.2546
245,0.2545
245.2,0.2533
245.4,0.2527
245.6,0.2514
245.8,0.251
246,0.2497
246.2,0.2485
246.4,0.2475
246.6,0.2462
246.8,0.2442
247,0.2429
247.2,0.2418
247.4,0.2407
247.6,0.2397
247.8,0.2392
248,0.2385
248.2,0.2382
248.4,0.2381
248.6,0.2381
248.8,0.2382
249,0.238
249.2,0.2382
249.4,0.2382
249.6,0.2383
249.8,0.2387
250,0.2382
250.2,0.2381
250.4,0.2383
250.6,0.2379
250.8,0.2376
251,0.2368
251.2,0.2369
251.4,0.2358
251.6,0.2356
251.8,0.2351
252,0.2343
252.2,0.2332
252.4,0.2331
252.6,0.2322
252.8,0.2326
253,0.2319
253.2,0.2314
253.4,0.2309
253.6,0.2315
253.8,0.2306
254,0.2303
254.2,0.231
254.4,0.23
254.6,0.23
254.8,0.2297
255,0.2296
255.2,0.2291
255.4,0.2285
255.6,0.2279
255.8,0.2282
256,0.2272
256.2,0.2271
256.4,0.2266
256.6,0.2264
256.8,0.2262
257,0.2258
257.2,0.2248
257.4,0.225
257.6,0.224
257.8,0.2234
258,0.2239
258.2,0.2234
258.4,0.223
258.6,0.2227
258.8,0.2222
259,0.222
259.2,0.2216
259.4,0.2221
259.6,0.221
259.8,0.2212
260,0.2205
260.2,0.2203
260.4,0.22
260.6,0.2201
260.8,0.2202
261,0.2206
261.2,0.2208
261.4,0.2218
261.6,0.2224
261.8,0.2233
262,0.2238
262.2,0.2245
262.4,0.225
262.6,0.2254
262.8,0.2262
263,0.2262
263.2,0.2268
263.4,0.2267
263.6,0.2266
263.8,0.2269
264,0.2268
264.2,0.2268
264.4,0.2268
264.6,0.2269
264.8,0.2269
265,0.2226
265.2,0.2229
265.4,0.2223
265.6,0.222
265.8,0.2219
266,0.2207
266.2,0.2202
266.4,0.2198
266.6,0.2188
266.8,0.2185
267,0.2178
267.2,0.2174
267.4,0.2173
267.6,0.2171
267.8,0.2171
268,0.2163
268.2,0.2161
268.4,0.2158
268.6,0.2155
268.8,0.2148
269,0.2136
269.2,0.2126
269.4,0.2116
269.6,0.2108
269.8,0.2101
270,0.2091
270.2,0.209
270.4,0.2091
270.6,0.2093
270.8,0.2095
271,0.2105
271.2,0.2112
271.4,0.2115
271.6,0.2124
271.8,0.2128
272,0.2138
272.2,0.2152
272.4,0.2162
272.6,0.2178
272.8,0.2193
273,0.2207
273.2,0.2227
273.4,0.224
273.6,0.2249
273.8,0.2253
274,0.226
274.2,0.2263
274.4,0.2266
274.6,0.2271
274.8,0.227
275,0.227
275.2,0.2263
275.4,0.2262
275.6,0.2249
275.8,0.2243
276,0.2235
276.2,0.2228
276.4,0.2212
276.6,0.2204
276.8,0.2194
277,0.2181
277.2,0.2167
277.4,0.2154
277.6,0.2141
277.8,0.2128
278,0.2117
278.2,0.2103
278.4,0.209
278.6,0.2077
278.8,0.2069
279,0.2054
279.2,0.2043
279.4,0.2026
279.6,0.2011
279.8,0.2
280,0.1984
280.2,0.1969
280.4,0.1959
280.6,0.1946
280.8,0.1933
281,0.192
281.2,0.1909
281.4,0.19
281.6,0.1892
281.8,0.1881
282,0.1869
282.2,0.1863
282.4,0.1854
282.6,0.1847
282.8,0.1836
283,0.1839
283.2,0.1832
283.4,0.1829
283.6,0.1829
283.8,0.183
284,0.182
284.2,0.1811
284.4,0.1802
284.6,0.1793
284.8,0.1788
285,0.1785
285.2,0.1782
285.4,0.178
285.6,0.178
285.8,0.1776
286,0.1775
286.2,0.177
286.4,0.176
286.6,0.1758
286.8,0.1745
287,0.1736
287.2,0.1721
287.4,0.1708
287.6,0.1697
287.8,0.1687
288,0.1669
288.2,0.1654
288.4,0.1635
288.6,0.1618
288.8,0.1601
289,0.1579
289.2,0.1557
289.4,0.1535
289.6,0.1513
289.8,0.1488
290,0.1458
290.2,0.1427
290.4,0.1397
290.6,0.1373
290.8,0.1348
291,0.1323
291.2,0.1301
291.4,0.1276
291.6,0.1249
291.8,0.1225
292,0.1201
292.2,0.1182
292.4,0.1162
292.6,0.1139
292.8,0.1116
293,0.1094
293.2,0.107
293.4,0.1048
293.6,0.1025
293.8,0.1003
294,0.0986
294.2,0.0961
294.4,0.0946
294.6,0.0923
294.8,0.0906
295,0.0888
295.2,0.0873
295.4,0.0859
295.6,0.0844
295.8,0.0833
296,0.0819
296.2,0.0805
296.4,0.0793
296.6,0.0785
296.8,0.0772
297,0.0761
297.2,0.0753
297.4,0.0744
297.6,0.0734
297.8,0.0728
298,0.0721
298.2,0.0719
298.4,0.0714
298.6,0.0712
298.8,0.0712
299,0.0707
299.2,0.0707
299.4,0.0703
299.6,0.0702
299.8,0.0701
300,0.0699
300.2,0.0694
300.4,0.0695
300.6,0.0693
300.8,0.0687
301,0.0686
301.2,0.0686
301.4,0.0682
301.6,0.0681
301.8,0.0677
302,0.0674
302.2,0.0675
302.4,0.0668
