Batch,scan002
EV300,140607
Data Mode,A  None
Sample,Sample001
Cycle,Cycle01
Date Collected,1/18/17
Time Collected,3:19:10PM
Entries,Data Points
nm,A
190,0.1301
190.2,0.2077
190.4,0.147
190.6,-0.0055
190.8,0.1815
191,-0.0156
191.2,0.0995
191.4,0.1607
191.6,0.2292
191.8,0.1478
192,0.1824
192.2,0.1724
192.4,0.0951
192.6,0.224
192.8,0.1637
193,0.1872
193.2,0.137
193.4,0.1029
193.6,0.2053
193.8,0.1805
194,0.2218
194.2,0.2348
194.4,0.2583
194.6,0.2345
194.8,0.2128
195,0.1647
195.2,0.1884
195.4,0.1741
195.6,0.2276
195.8,0.1733
196,0.2374
196.2,0.1566
196.4,0.219
196.6,0.2245
196.8,0.2619
197,0.2026
197.2,0.1933
197.4,0.2005
197.6,0.2285
197.8,0.2335
198,0.2
198.2,0.2148
198.4,0.2022
198.6,0.2402
198.8,0.1964
199,0.2222
199.2,0.2634
199.4,0.2173
199.6,0.1678
199.8,0.2279
200,0.2414
200.2,0.1676
200.4,0.2257
200.6,0.2131
200.8,0.216
201,0.2251
201.2,0.185
201.4,0.2379
201.6,0.1719
201.8,0.2115
202,0.2007
202.2,0.2084
202.4,0.2148
202.6,0.2248
202.8,0.1784
203,0.2419
203.2,0.2161
203.4,0.2253
203.6,0.1696
203.8,0.2001
204,0.2141
204.2,0.2487
204.4,0.2273
204.6,0.2315
204.8,0.2404
205,0.2516
205.2,0.2345
205.4,0.2154
205.6,0.2205
205.8,0.2385
206,0.2304
206.2,0.2344
206.4,0.2358
206.6,0.2424
206.8,0.2217
207,0.2304
207.2,0.2442
207.4,0.208
207.6,0.2116
207.8,0.2522
208,0.2431
208.2,0.2396
208.4,0.1893
208.6,0.2383
208.8,0.2429
209,0.2385
209.2,0.2096
209.4,0.2252
209.6,0.2088
209.8,0.2063
210,0.2184
210.2,0.2173
210.4,0.199
210.6,0.2014
210.8,0.2413
211,0.2276
211.2,0.2393
211.4,0.2349
211.6,0.2189
211.8,0.2503
212,0.2673
212.2,0.2344
212.4,0.2517
212.6,0.2436
212.8,0.2283
213,0.2449
213.2,0.2583
213.4,0.2579
213.6,0.2226
213.8,0.2612
214,0.2756
214.2,0.2719
214.4,0.288
214.6,0.257
214.8,0.2853
215,0.2751
215.2,0.2915
215.4,0.278
215.6,0.3002
215.8,0.3182
216,0.3069
216.2,0.3596
216.4,0.3658
216.6,0.3696
216.8,0.3976
217,0.4008
217.2,0.4302
217.4,0.416
217.6,0.4155
217.8,0.4278
218,0.4492
218.2,0.47
218.4,0.4558
218.6,0.4881
218.8,0.4888
219,0.4737
219.2,0.4778
219.4,0.4687
219.6,0.4798
219.8,0.4609
220,0.4504
220.2,0.4317
220.4,0.419
220.6,0.4062
220.8,0.3749
221,0.3652
221.2,0.3391
221.4,0.3288
221.6,0.309
221.8,0.2883
222,0.2706
222.2,0.2561
222.4,0.2422
222.6,0.2242
222.8,0.2098
223,0.1945
223.2,0.1898
223.4,0.1771
223.6,0.1681
223.8,0.1594
224,0.1381
224.2,0.1367
224.4,0.1285
224.6,0.1308
224.8,0.1124
225,0.1112
225.2,0.1025
225.4,0.1015
225.6,0.1042
225.8,0.0885
226,0.0887
226.2,0.0856
226.4,0.0807
226.6,0.0767
226.8,0.0772
227,0.0709
227.2,0.0709
227.4,0.0663
227.6,0.0641
227.8,0.0625
228,0.0606
228.2,0.0574
228.4,0.0559
228.6,0.054
228.8,0.0515
229,0.0499
229.2,0.0481
229.4,0.0471
229.6,0.0454
229.8,0.0453
230,0.0448
230.2,0.0437
230.4,0.0441
230.6,0.0437
230.8,0.0444
231,0.0436
231.2,0.0435
231.4,0.0434
231.6,0.0425
231.8,0.0433
232,0.0429
232.2,0.0424
232.4,0.0422
232.6,0.0424
232.8,0.0425
233,0.042
233.2,0.0416
233.4,0.0415
233.6,0.0408
233.8,0.0408
234,0.0408
234.2,0.0412
234.4,0.0412
234.6,0.0407
234.8,0.0406
235,0.0408
235.2,0.0407
235.4,0.0409
235.6,0.0414
235.8,0.041
236,0.0416
236.2,0.0422
236.4,0.0417
236.6,0.0421
236.8,0.0423
237,0.0426
237.2,0.0414
237.4,0.0425
237.6,0.0428
237.8,0.0431
238,0.0439
238.2,0.0431
238.4,0.0436
238.6,0.0444
238.8,0.044
239,0.0445
239.2,0.0445
239.4,0.045
239.6,0.0448
239.8,0.0461
240,0.0452
240.2,0.0452
240.4,0.0449
240.6,0.0452
240.8,0.0454
241,0.0451
241.2,0.0445
241.4,0.0447
241.6,0.0448
241.8,0.0442
242,0.0435
242.2,0.0433
242.4,0.0428
242.6,0.0427
242.8,0.0423
243,0.0424
243.2,0.0427
243.4,0.0431
243.6,0.0435
243.8,0.0444
244,0.0453
244.2,0.046
244.4,0.0469
244.6,0.049
244.8,0.0488
245,0.0497
245.2,0.0498
245.4,0.0501
245.6,0.0501
245.8,0.0505
246,0.0506
246.2,0.0501
246.4,0.0501
246.6,0.0497
246.8,0.0493
247,0.0483
247.2,0.0481
247.4,0.0477
247.6,0.0473
247.8,0.0474
248,0.0476
248.2,0.0479
248.4,0.049
248.6,0.0495
248.8,0.0507
249,0.0511
249.2,0.0521
249.4,0.0531
249.6,0.054
249.8,0.0549
250,0.0558
250.2,0.056
250.4,0.0564
250.6,0.057
250.8,0.0577
251,0.0583
251.2,0.0581
251.4,0.0582
251.6,0.0585
251.8,0.0585
252,0.0583
252.2,0.0587
252.4,0.0585
252.6,0.0582
252.8,0.0586
253,0.0593
253.2,0.0592
253.4,0.0593
253.6,0.0595
253.8,0.0598
254,0.0602
254.2,0.0603
254.4,0.0609
254.6,0.0607
254.8,0.0617
255,0.0617
255.2,0.0616
255.4,0.062
255.6,0.0617
255.8,0.0618
256,0.0616
256.2,0.0623
256.4,0.0619
256.6,0.0618
256.8,0.062
257,0.0621
257.2,0.062
257.4,0.0613
257.6,0.0616
257.8,0.062
258,0.0611
258.2,0.0612
258.4,0.061
258.6,0.0607
258.8,0.0606
259,0.0607
259.2,0.0607
259.4,0.0605
259.6,0.0603
259.8,0.0603
260,0.06
260.2,0.0597
260.4,0.0592
260.6,0.0592
260.8,0.0594
261,0.0595
261.2,0.0599
261.4,0.0603
261.6,0.061
261.8,0.0619
262,0.0625
262.2,0.0631
262.4,0.0638
262.6,0.0646
262.8,0.0649
263,0.065
263.2,0.0652
263.4,0.0653
263.6,0.0653
263.8,0.0656
264,0.0654
264.2,0.0659
264.4,0.0662
264.6,0.0655
264.8,0.0656
265,0.0617
265.2,0.0617
265.4,0.0619
265.6,0.062
265.8,0.0615
266,0.0615
266.2,0.061
266.4,0.0606
266.6,0.0603
266.8,0.0596
267,0.0593
267.2,0.0591
267.4,0.0593
267.6,0.0594
267.8,0.059
268,0.059
268.2,0.059
268.4,0.0584
268.6,0.0582
268.8,0.0573
269,0.0567
269.2,0.0559
269.4,0.0546
269.6,0.0539
269.8,0.053
270,0.0522
270.2,0.0522
270.4,0.0515
270.6,0.0518
270.8,0.0522
271,0.0527
271.2,0.0532
271.4,0.0544
271.6,0.0547
271.8,0.0552
272,0.0557
272.2,0.0569
272.4,0.0575
272.6,0.0591
272.8,0.0602
273,0.0615
273.2,0.0631
273.4,0.0645
273.6,0.0649
273.8,0.0657
274,0.0659
274.2,0.0664
274.4,0.067
274.6,0.0671
274.8,0.0675
275,0.0673
275.2,0.0675
275.4,0.0672
275.6,0.0669
275.8,0.0665
276,0.0659
276.2,0.0657
276.4,0.0651
276.6,0.0646
276.8,0.0644
277,0.0638
277.2,0.0632
277.4,0.0626
277.6,0.0618
277.8,0.061
278,0.0608
278.2,0.0606
278.4,0.0599
278.6,0.0596
278.8,0.0591
279,0.0589
279.2,0.0582
279.4,0.0579
279.6,0.057
279.8,0.0569
280,0.0563
280.2,0.0554
280.4,0.055
280.6,0.0545
280.8,0.0542
281,0.0535
281.2,0.053
281.4,0.0525
281.6,0.052
281.8,0.0517
282,0.0513
282.2,0.0509
282.4,0.0509
282.6,0.0501
282.8,0.0501
283,0.0504
283.2,0.0503
283.4,0.0502
283.6,0.0503
283.8,0.0504
284,0.0503
284.2,0.0497
284.4,0.0494
284.6,0.0488
284.8,0.0489
285,0.0485
285.2,0.0484
285.4,0.0491
285.6,0.0492
285.8,0.0498
286,0.0497
286.2,0.0502
286.4,0.0503
286.6,0.0498
286.8,0.0496
287,0.0496
287.2,0.049
287.4,0.0484
287.6,0.0486
287.8,0.048
288,0.0473
288.2,0.0469
288.4,0.0463
288.6,0.0461
288.8,0.0451
289,0.0442
289.2,0.0438
289.4,0.0424
289.6,0.0417
289.8,0.0408
290,0.0394
290.2,0.0383
290.4,0.0365
290.6,0.0356
290.8,0.0342
291,0.0337
291.2,0.0323
291.4,0.0311
291.6,0.0301
291.8,0.029
292,0.0282
292.2,0.0275
292.4,0.0271
292.6,0.0264
292.8,0.0253
293,0.0249
293.2,0.0238
293.4,0.0231
293.6,0.0221
293.8,0.021
294,0.0201
294.2,0.0196
294.4,0.0188
294.6,0.0179
294.8,0.0174
295,0.0167
295.2,0.0164
295.4,0.0155
295.6,0.0154
295.8,0.0148
296,0.0141
296.2,0.0139
296.4,0.0134
296.6,0.0129
296.8,0.0127
297,0.0122
297.2,0.0117
297.4,0.0115
297.6,0.0113
297.8,0.0111
298,0.011
298.2,0.0108
298.4,0.011
298.6,0.0113
298.8,0.0111
299,0.0117
299.2,0.0117
299.4,0.0118
299.6,0.0122
299.8,0.0121
300,0.0125
300.2,0.0125
300.4,0.0126
300.6,0.0127
300.8,0.0126
301,0.0129
301.2,0.0129
301.4,0.0134
301.6,0.0134
301.8,0.0131
302,0.0128
302.2,0.0129
