"studyName","Event","Datetime GMT","Latitude dec. deg. (º)","Longitude dec. deg. (º)","Julian day","Station","Irradiance (%)","Depth (m)","Phosphate (µmol/L)","Silicate (µmol/L)","Nitrite (µmol/L)","Nitrate (µmol/L)","Ammonium (µmol/L)","Nitrite and Nitrate (µmol/L)","Notes"
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,0,1.122,46.597,-999,-999,-999,16.001,
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,5,1.191,48.088,-999,-999,-999,16.914,
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,10,1.262,48.809,-999,-999,-999,17.355,
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,20,1.262,48.988,-999,-999,-999,16.418,
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,35,2.254,72.798,-999,-999,-999,30.664,
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,50,2.339,72.578,-999,-999,-999,31.82,
PAL1314,112,"2014-03-04 12:45:00",-64.8138,-64.0417,428,E,-999,65,2.341,77.088,-999,-999,-999,32.711,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,0,1.435,39.262,-999,-999,-999,17.02,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,5,1.499,48.325,-999,-999,-999,20.188,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,10,1.669,58.3,-999,-999,-999,22.845,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,20,1.544,41.022,-999,-999,-999,17.833,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,30,1.381,45.997,-999,-999,-999,15.864,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,40,1.279,49.231,-999,-999,-999,16.041,
PAL1314,114,"2014-03-07 18:25:00",-64.7795,-64.0725,431,B,-999,50,1.463,50.587,-999,-999,-999,19.653,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,0,1.412,50.278,-999,-999,-999,19.79,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,5,1.442,50.788,-999,-999,-999,20.097,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,10,1.427,49.181,-999,-999,-999,20.079,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,20,1.456,50.927,-999,-999,-999,20.571,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,35,1.491,52.938,-999,-999,-999,20.984,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,50,1.643,56.798,-999,-999,-999,22.714,
PAL1314,114,"2014-03-07 19:50:00",-64.8138,-64.0417,431,E,-999,65,2.03,66.833,-999,-999,-999,27.617,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,0,1.487,53.508,-999,-999,-999,22.127,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,5,1.473,52.593,-999,-999,-999,21.615,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,10,1.519,53.808,-999,-999,-999,22.102,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,20,1.51,53.283,-999,-999,-999,21.716,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,30,1.604,56.22,-999,-999,-999,22.26,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,40,1.741,54.98,-999,-999,-999,24.181,
PAL1314,116,"2014-03-10 14:00:00",-64.7795,-64.0725,434,B,-999,50,2.128,66.331,-999,-999,-999,29.141,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,0,1.382,50.717,-999,-999,-999,20.751,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,5,1.44,50.26,-999,-999,-999,20.887,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,10,1.381,47.685,-999,-999,-999,19.475,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,20,1.392,52.247,-999,-999,-999,21.509,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,35,1.64,55.953,-999,-999,-999,21.537,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,50,2.089,63.045,-999,-999,-999,28.157,
PAL1314,116,"2014-03-10 12:35:00",-64.8138,-64.0417,434,E,-999,65,2.508,77,-999,-999,-999,33.978,
PAL1314,119,"2014-03-11 12:30:00",,,435,SWI,-999,6,1.429,42.208,-999,-999,-999,16.307,
PAL1314,119,"2014-03-11 12:30:00",,,435,SWI,-999,6,1.614,48.652,-999,-999,-999,22.266,
PAL1314,119,"2014-03-11 12:30:00",,,435,SWI,-999,6,1.66,52.041,-999,-999,-999,22.161,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,0,1.44,52.727,-999,-999,-999,21.289,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,5,1.486,55.087,-999,-999,-999,22.043,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,10,1.523,53.534,-999,-999,-999,22.129,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,20,1.939,61.612,-999,-999,-999,26.69,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,30,2.309,71.602,-999,-999,-999,31.889,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,40,2.435,76.228,-999,-999,-999,32.769,
PAL1314,121,"2014-03-13 13:55:00",-64.7795,-64.0725,437,B,-999,50,2.369,73.738,-999,-999,-999,32.836,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,0,-999,-999,-999,-999,-999,-999,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,5,1.385,49.785,-999,-999,-999,20.587,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,10,1.379,49.552,-999,-999,-999,19.412,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,20,1.71,59.51,-999,-999,-999,24.423,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,35,2.172,69.56,-999,-999,-999,30.164,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,50,2.41,76.798,-999,-999,-999,33.026,
PAL1314,121,"2014-03-13 12:45:00",-64.8138,-64.0417,437,E,-999,65,2.374,72.592,-999,-999,-999,33.573,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,0,1.298,48.307,-999,-999,-999,19.723,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,5,1.255,47.954,-999,-999,-999,19.336,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,10,1.257,49.893,-999,-999,-999,19.342,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,20,1.343,48.76,-999,-999,-999,20.381,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,30,1.555,53.229,-999,-999,-999,22.265,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,40,1.924,58.481,-999,-999,-999,26.47,
PAL1314,126,"2014-03-17 13:45:00",-64.7795,-64.0725,441,B,-999,50,2.262,67.693,-999,-999,-999,30.22,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,0,1.235,49.611,-999,-999,-999,19.601,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,5,1.22,50.305,-999,-999,-999,19.545,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,10,1.245,48.822,-999,-999,-999,19.835,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,20,1.349,53.041,-999,-999,-999,21.214,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,35,1.813,54.586,-999,-999,-999,25.712,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,50,2.2,67.778,-999,-999,-999,30.235,
PAL1314,126,"2014-03-17 12:35:00",-64.8138,-64.0417,441,E,-999,65,2.272,71.118,-999,-999,-999,31.426,
PAL1314,128,"2014-03-18 12:10:00",,,442,SWI,-999,6,-999,-999,-999,-999,-999,-999,
PAL1314,128,"2014-03-18 12:10:00",,,442,SWI,-999,6,-999,-999,-999,-999,-999,-999,
PAL1314,128,"2014-03-18 12:10:00",,,442,SWI,-999,6,-999,-999,-999,-999,-999,-999,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,0,1.377,49.427,-999,-999,-999,20.9,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,5,1.427,50.672,-999,-999,-999,22.008,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,10,1.357,47.73,-999,-999,-999,21.154,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,20,1.495,51.578,-999,-999,-999,23.141,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,30,1.425,49.337,-999,-999,-999,21.602,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,40,1.544,51.787,-999,-999,-999,22.926,
PAL1314,129,"2014-03-20 15:00:00",-64.7795,-64.0725,444,B,-999,50,1.665,56.771,-999,-999,-999,23.976,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,0,-999,-999,-999,-999,-999,-999,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,5,1.372,47.107,-999,-999,-999,20.865,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,10,1.392,48.793,-999,-999,-999,21.315,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,20,1.136,47.815,-999,-999,-999,21.046,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,35,1.468,49.705,-999,-999,-999,21.839,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,50,1.425,47.846,-999,-999,-999,19.808,
PAL1314,129,"2014-03-20 13:35:00",-64.8138,-64.0417,444,E,-999,65,1.745,56.319,-999,-999,-999,24.977,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,0,1.464,50.823,-999,-999,-999,21.35,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,5,1.331,46.843,-999,-999,-999,19.793,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,10,1.189,40.574,-999,-999,-999,18.516,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,20,1.329,48.056,-999,-999,-999,20.741,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,30,1.88,59.623,-999,-999,-999,26.386,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,40,2.006,65.763,-999,-999,-999,26.699,
PAL1314,133,"2014-03-24 13:20:00",-64.7795,-64.0725,448,B,-999,50,1.917,64.061,-999,-999,-999,25.109,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,0,-999,-999,-999,-999,-999,-999,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,5,1.149,40.248,-999,-999,-999,17.24,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,10,-999,-999,-999,-999,-999,-999,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,20,1.374,48.811,-999,-999,-999,21.339,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,35,-999,-999,-999,-999,-999,-999,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,50,1.92,61.63,-999,-999,-999,25.996,
PAL1314,133,"2014-03-24 12:18:00",-64.8138,-64.0417,448,E,-999,65,-999,-999,-999,-999,-999,-999,
