"LMG14-01 cruise event log, retrieved on 20161122 from http://oceaninformatics.ucsd.edu/datazoo/data/pallter/datasets?action=view&id=45",,,,,,,,,,,,,
studyName,Event Number,Event Group,Cast Number,Activity,Datetime GMT,Grid Station,Station Name,Calculated Grid Line,Calculated Grid Station,Latitude (å¼),Longitude (å¼),Comments,Data Notes
LMG14-01,275,,,CTD,1/22/14 22:45,300.1,,299.4285,100.5881,-66.50479,-69.88504,CTD Cast 042. No bottles. Cast at mooring site,
LMG14-01,276,,,CTD,1/23/14 0:12,,CTD#2,309.6151,98.9292,-66.45238,-69.69431,"No bottles, CTD line between moorings. Cast 043",
LMG14-01,277,,,CTD,1/23/14 1:20,,CTD#3,318.8908,95.3464,-66.4178,-69.48911,"No bottles, CTD line between moorings. Cast 044",
LMG14-01,278,,,CTD,1/23/14 2:20,,CTD#4,328.2719,92.9181,-66.37487,-69.30077,"No bottles, CTD line between moorings. Cast 045",
LMG14-01,279,,,CTD,1/23/14 3:22,,CTD #5,337.653,90.518,-66.33153,-69.1135,"No bottles, CTD line between moorings. This cast at mooring site. Cast 046",
LMG14-01,280,,,Mooring Event,1/23/14 5:23,347.088,,347.5443,88.1195,-66.28474,-68.91882,,
LMG14-01,281,,,Mooring Event,1/23/14 5:43,347.088,,347.0522,88.0877,-66.28804,-68.92612,,
LMG14-01,282,,,Mooring Event,1/23/14 15:26,500.12,,499.9834,119.7192,-65.11196,-67.08103,Buoys in the water,
LMG14-01,283,,,Mooring Event,1/23/14 15:45,500.12,,500.052,120.4594,-65.10692,-67.09141,Anchors Away!,
LMG14-01,284,,,Birder Event,1/23/14 15:55,500.12,,500.4405,120.7301,-65.10273,-67.08986,,
LMG14-01,285,,,Whaling event,1/23/14 16:58,500.1,,500.1223,100.1712,-65.23189,-66.77681,,
LMG14-01,286,,,Birder Event,1/23/14 16:59,500.1,,500.1171,99.889,-65.23366,-66.7725,,
LMG14-01,287,,,Birder Event,1/23/14 17:55,500.08,,500.1405,81.5124,-65.34654,-66.48553,,
LMG14-01,288,,,AC-9,1/23/14 19:09,500.06,,500.0564,59.8979,-65.47936,-66.14646,,
LMG14-01,289,,,Birder Event,1/23/14 19:12,500.06,,500.0612,59.9485,-65.47902,-66.1472,,
LMG14-01,290,,,CTD,1/23/14 19:24,500.06,,500.082,60.0009,-65.47856,-66.14772,CTD Cast 047,
LMG14-01,291,,,2m Net Tow,1/23/14 20:03,500.06,,499.9146,60.2526,-65.47812,-66.15416,,
LMG14-01,292,,,1m Net Tow,1/23/14 20:30,500.06,,499.833,61.4164,-65.47156,-66.17377,,
LMG14-01,293,,,Whaling event,1/23/14 21:31,,,490.9234,58.396,-65.54853,-66.25711,,
LMG14-01,294,,,Birder Event,1/24/14 0:17,,Renaud Island,459.6842,35.0265,-65.8964,-66.3491,Armstrong Reef Birder Drop Off,
LMG14-01,295,,,AC-9,1/24/14 1:28,,WPT. 198,443.4626,35.3978,-66.00022,-66.59903, LTER Grid 443.035,
LMG14-01,296,,,CTD,1/24/14 1:37,,WPT 198.,443.4737,35.3969,-66.00015,-66.59884,CTD Cast 048.Deep channel near  Armstrong Reef.  LTER Grid 443.035,
LMG14-01,297,,,2m Net Tow,1/24/14 2:22,,WPT. 198,443.4382,35.3707,-66.00055,-66.59896,,
LMG14-01,298,,,1m Net Tow,1/24/14 3:27,,Wpt. 198,443.6053,35.6125,-65.99797,-66.60032,,
LMG14-01,299,,,AC-9,1/24/14 11:01,,HOLTEDALH BAY,472.1605,-4.0283,-66.05164,-65.53121,,
LMG14-01,300,,,CTD,1/24/14 11:28,,HOLTEDAHL BAY,472.0383,-4.0568,-66.05262,-65.53256,CTD Cast 049. LTER Grid 472.-003,
LMG14-01,301,,,2m Net Tow,1/24/14 12:21,,HOLTEDAHL BAY,472.0145,-4.1129,-66.05312,-65.532,,
LMG14-01,302,,,1m Net Tow,1/24/14 13:02,,HOLTEDAHL BAY,471.8814,-1.8486,-66.04032,-65.57092,,
LMG14-01,303,,,CTD,1/24/14 13:37,,HOLTEDAHL BAY,471.4834,0.4339,-66.02916,-65.61403,CTD Cast 050. Survey - no bottles.,
LMG14-01,304,,,CTD,1/25/14 0:20,,WPT. 96,461.0652,14.6103,-66.01197,-65.99958,CTD Cast 051. Survey - no bottles.,
LMG14-01,305,,,CTD,1/25/14 1:29,,WPT. 97,446.9805,16.8989,-66.09062,-66.24806,CTD Cast 052. Survey - no bottles.,
LMG14-01,306,,,Whaling event,1/25/14 1:34,,WPT. 97,446.9516,16.8858,-66.09089,-66.24828,,
LMG14-01,307,,,CTD,1/25/14 3:05,,WPT 170,445.2636,29.677,-66.0236,-66.48,CTD Cast 053. Survey - no bottles.,
LMG14-01,308,,,CTD,1/25/14 4:32,,WPT 301,443.1439,33.0391,-66.0168,-66.566,CTD Cast 054. Survey - no bottles.,
LMG14-01,309,,,CTD,1/25/14 5:33,,WPT 302,436.3803,40.2581,-66.01646,-66.78403,CTD Cast 055. Survey - no bottles.,
LMG14-01,310,,,CTD,1/25/14 7:12,,WPT# 491,430.9206,48.7172,-65.99966,-67.00197,CTD Cast 056. Survey - no bottles.,
LMG14-01,311,,,Whaling event,1/25/14 11:26,,,497.8733,59.9394,-65.49345,-66.1792,,
LMG14-01,312,,,AC-9,1/25/14 14:12,401.034,,545.1843,43.4728,-65.28006,-65.23074,,
LMG14-01,313,,,CTD,1/25/14 14:34,401.034,,545.3979,42.7041,-65.28325,-65.21544,CTD Cast 057,
LMG14-01,314,,,2m Net Tow,1/25/14 15:21,401.034,,545.3324,42.6304,-65.28413,-65.21521,,
LMG14-01,315,,,1m Net Tow,1/25/14 15:53,401.034,,545.2008,40.4197,-65.29828,-65.18188,,
LMG14-01,316,,,Whaling event,1/26/14 1:14,,VERNADSKY,578.736,10.2681,-65.25251,-64.22186,,
LMG14-01,317,,,Whaling event,1/26/14 10:58,,,587.2784,11.7479,-65.186,-64.12574,,
LMG14-01,318,,,Whaling event,1/26/14 16:35,,,661.1227,-5.1889,-64.78024,-62.8375,,
LMG14-01,319,,,AC-9,1/27/14 8:56,600.04,,600.1378,40.0141,-64.93225,-64.3983,,
LMG14-01,320,,,CTD,1/27/14 9:16,600.04,,600.0221,39.9774,-64.93324,-64.39933,CTD Cast 058 at Station 600.040-2,
LMG14-01,321,,,2m Net Tow,1/27/14 10:42,600.04,,600.5572,39.9621,-64.92972,-64.39162,,
LMG14-01,322,,,1m Net Tow,1/27/14 11:14,600.04,,602.5284,39.6665,-64.91817,-64.35944,,
LMG14-01,323,,,CTD,1/27/14 12:34,600.04,,600.0441,39.9468,-64.93328,-64.39853,,
LMG14-01,324,,,2m Net Tow,1/27/14 13:26,600.04,,600.3428,39.7843,-64.93222,-64.39178,,
LMG14-01,325,,,Mocness,1/27/14 14:46,600.04,,604.2948,38.3659,-64.91394,-64.31416,,
LMG14-01,326,,,Whaling event,1/27/14 17:57,,,593.927,45.4546,-64.94183,-64.5715,,
LMG14-01,327,,,CTD,1/27/14 21:47,,WPT 22,620.4098,36.036,-64.81867,-64.0537,,
LMG14-01,328,,,2m Net Tow,1/27/14 23:17,,WPT. 22,621.3687,33.6592,-64.82614,-64.00264,,
LMG14-01,329,,,2m Net Tow,1/28/14 1:06,600.04,,604.8118,38.372,-64.91041,-64.30706,,
LMG14-01,330,,,Mocness,1/28/14 2:36,600.04,,605.147,39.7175,-64.9002,-64.32379,,
LMG14-01,331,,,Mooring Event,1/28/14 11:00,,STATION E,621.312,36.728,-64.80848,-64.05225,,
LMG14-01,332,,,Mooring Event,1/28/14 11:54,,STATION E ANCHOR DEPLOYED,620.6037,36.9071,-64.81223,-64.06488,,
LMG14-01,333,,,CTD,1/28/14 11:56,,STATION E,620.6324,36.867,-64.81227,-64.06384,,
LMG14-01,334,,,Biosonics,1/28/14 14:11,,ACOUSTIC SURVEY,614.1936,45.9824,-64.8021,-64.29759,,
LMG14-01,335,,,2m Net Tow,1/28/14 15:28,,,612.841,39.0778,-64.85199,-64.20677,,
LMG14-01,336,,,Biosonics,1/28/14 17:51,,,601.2891,27.8749,-64.99617,-64.18874,,
LMG14-01,337,,,2m Net Tow,1/28/14 18:30,,,602.2053,32.1753,-64.96461,-64.24464,,
LMG14-01,338,,,2m Net Tow,1/28/14 19:41,,ACOUSTIC  SURVEY,603.7836,39.4071,-64.91124,-64.33783,,
LMG14-01,339,,,2m Net Tow,1/28/14 19:41,,ACOUSTIC  SURVEY,603.7836,39.4071,-64.91124,-64.33783,,
LMG14-01,340,,,Whaling event,1/28/14 21:48,,PALMER DEEP,605.8717,49.6906,-64.83629,-64.47188,,
LMG14-01,341,,,Biosonics,1/29/14 1:26,,ACOUSTIC SURVEY,614.2256,46.548,-64.79854,-64.3061,,
LMG14-01,342,,,2m Net Tow,1/29/14 2:32,,ACOUSTIC SURVEY,612.846,39.2058,-64.8512,-64.20873,,
LMG14-01,343,,,2m Net Tow,1/29/14 5:11,,ACOUSTIC SURVEY,601.3831,29.2404,-64.98749,-64.20925,,
LMG14-01,344,,,Whaling event,1/29/14 13:58,,,610.5939,37.616,-64.87581,-64.21469,,
LMG14-01,345,,,Birder Event,1/29/14 14:30,600.04,,600.2026,39.9583,-64.93214,-64.3965,,
LMG14-01,346,,,Birder Event,1/29/14 15:28,600.06,,599.9484,59.6594,-64.81694,-64.71192,,
LMG14-01,347,,,Birder Event,1/29/14 16:34,600.08,,599.9908,80.11,-64.69461,-65.0322,,
LMG14-01,348,,,CTD,1/29/14 16:34,600.08,,599.9924,80.1031,-64.69464,-65.03207,,
LMG14-01,349,,,Birder Event,1/29/14 17:06,600.08,,600.0872,80.0951,-64.69405,-65.03062,,
LMG14-01,350,,,Birder Event,1/29/14 17:32,606.085,,606.2617,85.074,-64.62298,-65.02207,,
LMG14-01,351,,,CTD,1/29/14 17:35,606.085,,606.2976,85.1326,-64.62239,-65.02248,,
LMG14-01,352,,,Birder Event,1/29/14 18:17,606.085,,607.1231,85.8626,-64.6125,-65.02235,,
LMG14-01,353,,,CTD,1/29/14 18:37,612.09,,612.5247,90.0745,-64.55119,-65.01268,,
LMG14-01,354,,,Birder Event,1/29/14 18:38,612.09,,612.5636,90.1386,-64.55054,-65.01313,,
LMG14-01,355,,,Birder Event,1/29/14 19:20,612.09,,613.2292,90.4991,-64.54393,-65.00948,,
LMG14-01,356,,,Birder Event,1/29/14 19:44,618.095,,618.7057,94.9739,-64.48054,-65.0029,,
LMG14-01,357,,,CTD,1/29/14 19:47,618.095,,618.7074,94.9844,-64.48047,-65.00304,,
LMG14-01,358,,,Birder Event,1/29/14 20:16,618.095,,619.1472,95.344,-64.47538,-65.00252,,
LMG14-01,359,,,CTD,1/29/14 20:47,625,,625.1538,99.9594,-64.4076,-64.99082,,
LMG14-01,360,,,Birder Event,1/29/14 20:48,625,,625.1384,99.9612,-64.40769,-64.99107,,
LMG14-01,361,,,Birder Event,1/29/14 21:17,625,,625.1237,100.2053,-64.40633,-64.99504,,
LMG14-01,362,,,Birder Event,1/29/14 21:44,631.105,,631.2869,104.8773,-64.33716,-64.98211,,
LMG14-01,363,,,CTD,1/29/14 21:48,631.105,,631.3047,104.8394,-64.33727,-64.98128,,
LMG14-01,364,,,Birder Event,1/29/14 22:21,631.105,,631.9663,105.6156,-64.3282,-64.98413,,
LMG14-01,365,,,Birder Event,1/29/14 22:48,637.11,,637.6976,110.1292,-64.26287,-64.97477,,
LMG14-01,366,,,CTD,1/29/14 22:50,637.11,,637.6732,109.9869,-64.26389,-64.97292,,
LMG14-01,367,,,Birder Event,1/29/14 23:27,637.11,,637.9593,110.4924,-64.25895,-64.97676,,
LMG14-01,368,,,CTD,1/29/14 23:54,643.115,,643.7087,115.1059,-64.1929,-64.96873,,
LMG14-01,369,,,CTD,1/30/14 0:56,650.12,,650.0743,120.0505,-64.12075,-64.95737,,
LMG14-01,370,,,Whaling event,1/30/14 9:02,,WPT#302,613.6621,44.2566,-64.81588,-64.2776,,
LMG14-01,371,,,Other,1/30/14 9:23,,Joubin Islands,614.434,46.5747,-64.79697,-64.30364,,
LMG14-01,372,,,Whaling event,1/30/14 12:09,,Wauwerman Islands,611.2901,30.006,-64.91593,-64.08379,,
LMG14-01,373,,,Other,1/30/14 12:17,,Wauwerman Islands,611.2398,29.9015,-64.91688,-64.08282,,
LMG14-01,374,,,2m Net Tow,1/30/14 15:55,,WAUWERMAN ISLAND,611.2243,29.9803,-64.91652,-64.08429,,
LMG14-01,375,,,2m Net Tow,1/30/14 16:31,,WAUWERMAN,611.7153,32.2999,-64.89955,-64.11448,,
LMG14-01,376,,,2m Net Tow,1/30/14 17:58,,WAUWERMAN,611.4154,30.9248,-64.90967,-64.09671,,
LMG14-01,377,,,2m Net Tow,1/30/14 18:42,,WAUWERMAN,612.0428,33.2204,-64.89191,-64.12462,,
LMG14-01,378,,,2m Net Tow,1/30/14 19:52,,WAUWERMANS ISLANDS,611.9924,33.1996,-64.89237,-64.12498,,
LMG14-01,379,,,Other,1/30/14 21:17,,PALMER STATION,623.8835,39.6659,-64.77378,-64.06347,,
LMG14-01,380,,,Other,1/30/14 21:17,,PALMER STATION,623.8835,39.6659,-64.77378,-64.06347,,
LMG14-01,381,,,Other,1/30/14 21:17,,PALMER STATION,623.8835,39.6659,-64.77378,-64.06347,,
LMG14-01,382,,,CTD,1/31/14 20:12,,Sediment Trap,584.0504,132.7226,-64.48267,-66.06877,"CTD 071 for Trap Thorium. 2 trap recoveries will be Events 382 A, B. CTD is event 382 C",
LMG14-01,383,,,Other,1/31/14 21:44,,Sediment Trap,581.3831,131.7337,-64.50626,-66.09136,Trap &quot;Frenchy&quot; deployed,
LMG14-01,384,,,Other,2/1/14 1:39,,DRIFTER BUOY,594.4061,59.1751,-64.85702,-64.78181,,
LMG14-01,385,,,Other,2/1/14 15:48,,SEDIMENT TRAP (USA),583.9773,131.7027,-64.48936,-66.05423,USA Trap deployed,
LMG14-01,386,,,Mooring Event,2/1/14 16:12,,"Sediment Trap ""USA""",583.7553,131.7306,-64.49065,-66.05779,USA Trap floats gone,
LMG14-01,387,,,Whaling event,2/1/14 20:24,,,617.1935,66.6683,-64.65937,-64.58226,,
LMG14-01,388,,,Birder Event,2/1/14 20:25,,western Anvers survey,617.4532,66.7796,-64.65696,-64.58041,,
LMG14-01,389,,,Birder Event,2/1/14 21:25,,,636.1279,73.7953,-64.4896,-64.43275,,
LMG14-01,390,,,Whaling event,2/1/14 23:59,,West of Anvord Island,640.2223,73.6084,-64.46309,-64.37366,time deployed 22:05 Zodiac deployed for samples in Pos: 64*27.11S 064*22.61W,
LMG14-01,391,,,Whaling event,2/2/14 8:44,,West of Andvord Island,622.0167,61.8012,-64.65575,-64.43905,,
LMG14-01,392,,,Birder Event,2/2/14 13:28,,GERLACHE ISLAND,630.603,62.393,-64.59433,-64.32996,,
LMG14-01,393,,,Whaling event,2/2/14 21:13,,Gerlache Island,630.5188,63.0277,-64.59114,-64.34109,,
LMG14-01,394,,,Other,2/8/14 0:14,,68 degrees West,1455.6104,1115.462,-52.73784,-68.03838,"Data logging turned off at 68 West Longitude on day 038, 23:43 gmt",
