Wavelength [nm]	Transmissivity of fused quartz glass vial [%]	Transmissivity of borosilicate glass vial [%]	Transmissivity of polyvinylfluoride bag [%]	Transmissivity PVF bag with PET film [%]	Transmissivity of 4 mil polyethylene terephthalate film [%]
420.8	96.5	97.4	81.7	66.7	82.3
421.0	96.1	97.1	81.7	66.7	82.3
421.2	96.4	97.4	81.7	66.7	82.4
421.4	96.5	97.5	81.7	66.7	82.4
421.6	96.6	97.6	81.7	66.8	82.4
421.8	96.5	97.7	81.7	66.8	82.4
422.0	96.7	97.8	81.7	66.9	82.5
422.2	96.8	97.8	81.7	66.9	82.5
422.4	96.6	97.7	81.7	66.9	82.5
422.6	96.6	97.7	81.7	67.0	82.5
422.8	96.7	97.7	81.8	67.0	82.6
423.0	96.3	97.3	81.8	67.1	82.6
423.2	96.6	97.6	81.8	67.1	82.6
423.4	96.6	97.7	81.8	67.2	82.7
423.6	96.7	97.7	81.8	67.2	82.7
423.8	96.6	97.7	81.8	67.3	82.7
424.0	96.6	97.6	81.9	67.3	82.8
424.2	96.5	97.6	81.8	67.4	82.9
424.4	96.6	97.7	81.9	67.4	82.8
424.6	96.6	97.7	81.8	67.5	82.9
424.8	96.6	97.6	81.8	67.5	82.9
425.0	96.5	97.6	81.9	67.5	82.9
425.2	96.5	97.6	81.9	67.6	83.0
425.4	96.6	97.6	81.9	67.7	83.0
425.6	96.6	97.7	81.9	67.7	83.0
425.8	96.7	97.6	81.9	67.8	83.0
426.0	96.7	97.7	81.9	67.8	83.1
426.2	96.8	97.8	81.9	67.8	83.1
426.4	96.7	97.8	81.9	68.0	83.2
426.6	96.7	97.7	81.9	68.0	83.1
426.8	96.6	97.7	81.9	68.0	83.1
427.0	96.6	97.8	81.9	68.0	83.2
427.2	96.7	97.9	82.0	68.1	83.3
427.4	96.8	97.8	82.0	68.2	83.2
427.6	96.8	97.9	81.9	68.2	83.3
427.8	96.3	97.3	81.9	68.3	83.3
428.0	96.6	97.6	82.0	68.4	83.3
428.2	96.9	97.9	82.0	68.4	83.3
428.4	96.8	97.9	82.0	68.4	83.4
428.6	96.8	97.9	82.0	68.5	83.5
428.8	96.8	97.9	82.0	68.5	83.4
429.0	96.7	97.8	82.1	68.6	83.4
429.2	96.6	97.7	81.9	68.6	83.5
429.4	96.7	97.9	82.0	68.7	83.5
429.6	96.8	97.9	82.0	68.8	83.6
429.8	96.5	97.6	82.0	68.8	83.6
430.0	96.8	97.9	82.1	68.8	83.6
430.2	96.9	98.0	82.0	68.9	83.6
430.4	96.8	97.8	82.0	69.0	83.7
430.6	96.7	97.7	82.0	69.0	83.6
430.8	96.5	97.6	82.0	69.0	83.6
431.0	96.6	97.7	82.0	69.1	83.7
431.2	96.7	97.8	82.0	69.1	83.8
431.4	96.7	97.8	82.1	69.2	83.6
431.6	96.8	97.9	82.1	69.2	83.7
431.8	96.7	97.8	82.1	69.2	83.7
432.0	96.7	97.8	82.1	69.3	83.9
432.2	96.5	97.6	82.1	69.3	83.7
432.4	96.9	97.9	82.1	69.3	83.8
432.6	96.7	97.8	82.2	69.4	83.8
432.8	96.8	97.9	82.1	69.4	83.8
433.0	96.4	97.5	82.1	69.6	83.7
433.2	96.7	97.9	82.1	69.5	83.8
433.4	96.5	97.6	82.1	69.6	83.8
433.6	96.6	97.8	82.2	69.5	83.8
433.8	96.6	97.7	82.2	69.5	83.7
434.0	96.7	97.8	82.2	69.6	83.7
434.2	96.6	97.7	82.2	69.6	83.9
434.4	96.7	97.8	82.2	69.6	83.8
434.6	96.7	97.8	82.1	69.6	83.8
434.8	96.6	97.6	82.2	69.7	83.9
435.0	96.7	97.8	82.2	69.6	83.8
435.2	96.8	98.0	82.2	69.7	83.8
435.4	96.6	97.7	82.1	69.7	83.9
435.6	96.9	97.9	82.1	69.7	83.8
435.8	96.8	97.8	82.2	69.8	83.9
436.0	96.9	98.0	82.2	69.7	83.8
436.2	96.9	97.9	82.1	69.7	83.8
436.4	96.8	97.7	82.1	69.8	83.8
436.6	96.9	97.9	82.2	69.8	83.8
436.8	96.6	97.7	82.2	69.7	83.9
437.0	96.9	97.8	82.2	69.7	83.8
437.2	96.8	97.7	82.2	69.8	83.8
437.4	96.8	97.8	82.2	69.7	83.9
437.6	96.4	97.4	82.2	69.7	83.8
437.8	96.7	97.7	82.2	69.8	83.7
438.0	96.9	98.0	82.2	69.8	83.7
438.2	96.7	97.7	82.2	69.8	83.7
438.4	97.0	98.0	82.2	69.7	83.7
438.6	96.8	97.9	82.2	69.8	83.7
438.8	96.6	97.6	82.2	69.8	83.8
439.0	96.8	97.7	82.2	69.7	83.7
439.2	96.7	97.8	82.2	69.7	83.7
439.4	96.8	97.8	82.2	69.7	83.7
439.6	96.8	97.8	82.2	69.7	83.7
439.8	96.7	97.8	82.3	69.7	83.7
440.0	96.7	97.7	82.2	69.7	83.6
440.2	96.8	97.8	82.3	69.7	83.6
440.4	96.7	97.8	82.2	69.6	83.6
440.6	96.7	97.7	82.3	69.6	83.6
440.8	96.6	97.6	82.2	69.5	83.5
441.0	96.8	97.8	82.2	69.6	83.6
441.2	96.7	97.8	82.3	69.5	83.5
441.4	96.8	97.8	82.2	69.6	83.5
441.6	96.7	97.7	82.2	69.5	83.5
441.8	97.0	98.0	82.2	69.4	83.5
442.0	97.0	98.0	82.2	69.5	83.5
442.2	96.8	97.8	82.3	69.4	83.4
442.4	97.0	98.0	82.3	69.4	83.5
442.6	96.8	97.8	82.2	69.4	83.4
442.8	97.0	98.0	82.3	69.4	83.4
443.0	96.9	98.0	82.2	69.4	83.5
443.2	96.9	97.8	82.2	69.3	83.4
443.4	96.9	98.0	82.2	69.2	83.3
443.6	96.9	97.9	82.3	69.1	83.4
443.8	96.8	97.9	82.2	69.2	83.4
444.0	96.8	97.9	82.3	69.3	83.3
444.2	96.8	97.9	82.2	69.2	83.4
444.4	96.9	98.0	82.2	69.1	83.3
444.6	96.9	97.8	82.2	69.1	83.3
444.8	96.9	97.9	82.3	69.1	83.3
445.0	96.9	97.9	82.3	69.1	83.2
445.2	96.8	97.8	82.3	69.1	83.3
445.4	96.8	97.9	82.2	69.1	83.2
445.6	96.7	97.9	82.3	69.0	83.2
445.8	96.8	98.0	82.3	69.0	83.2
446.0	96.7	97.7	82.3	68.9	83.3
446.2	96.7	97.8	82.3	68.9	83.3
446.4	96.9	97.8	82.3	68.9	83.2
446.6	96.7	97.9	82.3	68.9	83.1
446.8	97.0	97.9	82.3	68.8	83.1
447.0	96.8	97.9	82.3	68.8	83.1
447.2	96.8	97.8	82.3	68.8	83.1
447.4	96.9	97.9	82.3	68.7	83.1
447.6	96.8	97.8	82.3	68.7	83.1
447.8	96.7	97.8	82.2	68.7	83.1
448.0	96.8	97.8	82.3	68.7	83.1
448.2	97.0	98.0	82.3	68.6	83.0
448.4	97.0	98.0	82.3	68.6	83.0
448.6	96.9	97.9	82.2	68.5	83.0
448.8	97.1	98.0	82.3	68.5	83.0
449.0	97.0	98.0	82.2	68.4	83.0
449.2	96.8	97.8	82.2	68.5	82.9
449.4	97.0	98.0	82.2	68.4	82.8
449.6	96.9	98.0	82.2	68.3	82.8
449.8	96.7	97.8	82.1	68.2	82.8
450.0	96.6	97.5	82.1	68.2	82.7
450.2	96.7	97.9	82.1	68.2	82.8
450.4	96.7	98.0	82.0	68.2	82.7
450.6	97.1	98.1	82.0	68.1	82.7
450.8	97.0	98.0	82.0	68.1	82.7
451.0	96.8	98.0	82.1	68.1	82.7
451.2	97.0	98.0	82.0	68.1	82.8
451.4	97.1	98.1	82.0	68.0	82.6
451.6	97.2	98.1	82.0	68.0	82.6
451.8	96.8	97.9	81.8	67.9	82.7
452.0	97.0	98.2	81.9	68.0	82.7
452.2	96.8	98.0	82.0	67.9	82.5
452.4	96.9	97.8	82.0	67.9	82.6
452.6	96.7	97.8	81.9	67.9	82.6
452.8	96.9	98.0	82.0	67.9	82.6
453.0	96.9	97.8	82.0	67.8	82.6
453.2	96.7	97.8	81.9	67.8	82.6
453.4	96.9	98.0	82.0	67.8	82.6
453.6	96.8	97.8	82.0	67.7	82.6
453.8	97.0	98.0	81.9	67.8	82.6
454.0	96.9	98.0	81.9	67.7	82.5
454.2	96.8	97.9	81.9	67.6	82.6
454.4	96.9	98.0	81.9	67.7	82.5
454.6	96.8	97.8	81.9	67.6	82.5
454.8	96.8	97.9	81.8	67.6	82.5
455.0	96.7	97.7	81.8	67.7	82.4
455.2	96.6	97.6	81.8	67.6	82.4
455.4	96.7	97.7	81.7	67.5	82.4
455.6	96.9	97.8	81.7	67.7	82.5
455.8	96.8	97.9	81.8	67.5	82.5
456.0	96.8	97.8	81.8	67.5	82.4
456.2	96.8	97.9	81.7	67.5	82.3
456.4	96.7	97.6	81.8	67.4	82.3
456.6	96.8	97.9	81.7	67.4	82.4
456.8	96.8	97.9	81.7	67.5	82.4
457.0	96.9	97.9	81.8	67.4	82.4
457.2	96.9	97.9	81.7	67.4	82.4
457.4	96.8	97.8	81.8	67.4	82.2
457.6	96.7	97.9	81.6	67.4	82.4
457.8	96.8	97.8	81.7	67.4	82.4
458.0	96.9	98.0	81.7	67.4	82.3
458.2	96.7	97.7	81.6	67.3	82.3
458.4	96.9	97.9	81.6	67.3	82.3
458.6	96.7	97.8	81.6	67.4	82.3
458.8	96.9	97.9	81.6	67.4	82.4
459.0	96.7	97.8	81.6	67.4	82.3
459.2	96.9	97.9	81.6	67.4	82.4
459.4	96.8	97.7	81.6	67.4	82.4
459.6	96.7	97.7	81.7	67.4	82.4
459.8	96.8	97.9	81.6	67.5	82.4
460.0	96.8	97.9	81.7	67.4	82.4
460.2	96.8	97.8	81.6	67.4	82.5
460.4	96.6	97.6	81.6	67.5	82.4
460.6	96.9	98.0	81.6	67.4	82.5
460.8	96.7	97.7	81.6	67.5	82.5
461.0	97.1	97.9	81.6	67.5	82.5
461.2	96.9	98.0	81.7	67.5	82.5
461.4	97.0	98.0	81.6	67.5	82.6
461.6	97.0	98.1	81.6	67.6	82.5
461.8	96.9	98.0	81.6	67.5	82.5
462.0	96.7	97.8	81.5	67.5	82.6
462.2	96.8	97.9	81.7	67.5	82.6
462.4	97.0	98.0	81.6	67.6	82.6
462.6	97.1	98.1	81.6	67.5	82.6
462.8	96.8	97.7	81.5	67.6	82.8
463.0	97.1	98.1	81.5	67.6	82.5
463.2	96.9	98.1	81.6	67.6	82.7
463.4	96.9	97.9	81.6	67.6	82.6
463.6	97.1	98.2	81.6	67.7	82.7
463.8	97.1	98.1	81.6	67.6	82.6
464.0	97.1	98.0	81.5	67.7	82.7
464.2	96.9	98.0	81.7	67.8	82.7
464.4	97.0	98.1	81.6	67.8	82.8
464.6	97.0	98.1	81.6	67.9	82.8
464.8	97.1	98.0	81.6	67.9	82.9
465.0	96.9	98.0	81.7	67.9	82.8
465.2	97.1	98.0	81.6	68.0	82.8
465.4	97.2	98.1	81.6	68.0	82.8
465.6	96.8	98.0	81.7	68.0	83.0
465.8	97.2	98.2	81.7	68.0	83.0
466.0	96.8	97.8	81.7	68.1	82.9
466.2	96.9	97.9	81.8	68.1	83.1
466.4	96.9	97.9	81.7	68.2	83.1
466.6	97.1	98.0	81.8	68.3	83.1
466.8	96.9	98.0	81.9	68.2	83.1
467.0	97.0	98.1	81.8	68.4	83.2
467.2	97.1	98.1	81.8	68.4	83.1
467.4	97.0	98.0	81.8	68.5	83.2
467.6	97.1	98.1	81.9	68.5	83.3
467.8	97.1	98.1	81.9	68.6	83.2
468.0	96.9	98.0	81.9	68.6	83.4
468.2	97.0	98.1	81.9	68.6	83.4
468.4	96.9	97.8	82.0	68.8	83.3
468.6	97.2	98.1	81.9	68.8	83.4
468.8	97.0	97.9	82.0	68.8	83.5
469.0	97.0	98.2	82.0	69.0	83.5
469.2	96.9	97.9	82.0	68.9	83.6
469.4	96.9	98.0	82.0	69.0	83.7
469.6	97.0	98.0	82.1	69.1	83.6
469.8	97.2	98.2	82.1	69.2	83.7
470.0	97.0	97.9	82.2	69.2	83.9
470.2	96.8	97.9	82.1	69.4	83.7
470.4	97.1	98.0	82.1	69.2	83.9
470.6	97.1	98.1	82.2	69.4	83.9
470.8	97.0	98.0	82.2	69.5	83.9
471.0	97.1	98.1	82.2	69.5	83.9
471.2	96.9	98.0	82.2	69.6	84.0
471.4	97.1	98.2	82.2	69.6	84.0
471.6	97.0	98.1	82.4	69.7	84.0
471.8	97.0	98.1	82.4	69.8	84.1
472.0	96.9	98.0	82.3	69.8	84.0
472.2	97.3	98.3	82.4	69.9	84.1
472.4	97.2	98.2	82.5	69.9	84.3
472.6	97.0	98.2	82.5	70.1	84.3
472.8	97.1	98.0	82.6	70.1	84.2
473.0	97.1	98.2	82.5	70.0	84.3
473.2	97.2	98.2	82.6	70.3	84.4
473.4	97.0	98.2	82.6	70.4	84.3
473.6	97.1	98.1	82.6	70.3	84.5
473.8	97.2	98.1	82.7	70.4	84.5
474.0	97.2	98.3	82.7	70.5	84.4
474.2	97.1	98.1	82.7	70.5	84.5
474.4	97.1	98.0	82.7	70.5	84.7
474.6	97.1	98.1	82.7	70.7	84.5
474.8	97.1	98.2	82.8	70.7	84.6
475.0	97.1	98.1	82.8	70.8	84.7
475.2	97.3	98.3	82.7	70.8	84.5
475.4	97.2	98.2	82.8	70.9	84.6
475.6	97.2	98.2	82.8	70.8	84.7
475.8	97.2	98.1	82.9	71.0	84.7
476.0	97.2	98.2	82.8	71.0	84.6
476.2	97.2	98.1	82.9	70.9	84.8
476.4	97.2	98.3	82.9	71.1	84.8
476.6	97.2	98.1	83.0	71.2	84.7
476.8	97.1	98.1	83.0	71.2	84.9
477.0	97.3	98.3	83.0	71.3	84.9
477.2	97.2	98.3	83.0	71.4	84.8
477.4	97.3	98.3	83.1	71.3	84.9
477.6	97.3	98.3	83.0	71.4	84.9
477.8	97.2	98.1	83.0	71.5	84.9
478.0	97.2	98.1	83.1	71.5	85.0
478.2	97.1	98.2	83.1	71.5	85.1
478.4	97.1	98.1	83.2	71.7	84.9
478.6	97.2	98.2	83.2	71.6	85.0
478.8	97.2	98.3	83.2	71.6	85.1
479.0	97.2	98.2	83.2	71.8	85.0
479.2	97.2	98.2	83.2	71.8	85.0
479.4	97.2	98.3	83.2	71.7	85.1
479.6	97.3	98.3	83.2	71.8	85.0
479.8	97.1	98.1	83.4	71.9	85.0
480.0	97.4	98.3	83.2	71.8	85.1
480.2	97.1	98.2	83.3	71.9	85.1
480.4	97.1	98.2	83.3	72.1	85.1
480.6	97.4	98.3	83.4	72.0	85.1
480.8	97.1	98.1	83.3	72.0	85.2
481.0	97.2	98.2	83.4	72.1	85.1
481.2	97.2	98.1	83.4	72.1	85.1
481.4	97.2	98.3	83.5	72.0	85.2
481.6	97.3	98.2	83.4	72.2	85.0
481.8	97.2	98.1	83.5	72.1	85.1
482.0	97.3	98.3	83.4	72.1	85.2
482.2	97.2	98.3	83.4	72.2	85.2
482.4	96.8	97.9	83.5	72.3	85.1
482.6	97.1	98.1	83.6	72.2	85.1
482.8	97.3	98.3	83.5	72.2	85.2
483.0	97.2	98.1	83.6	72.3	85.1
483.2	97.2	98.1	83.6	72.3	85.1
483.4	97.2	98.2	83.6	72.3	85.3
483.6	97.0	98.1	83.7	72.5	85.3
483.8	96.8	97.8	83.7	72.5	85.2
484.0	96.9	97.9	83.8	72.5	85.4
484.2	96.8	97.8	83.8	72.6	85.3
484.4	96.9	97.9	83.8	72.6	85.2
484.6	97.0	97.9	83.8	72.5	85.2
484.8	97.1	98.0	83.8	72.5	85.3
485.0	97.1	98.2	83.8	72.6	85.2
485.2	97.3	98.3	83.8	72.5	85.2
485.4	97.3	98.3	83.9	72.5	85.3
485.6	97.3	98.2	83.8	72.5	85.2
485.8	97.4	98.4	83.8	72.5	85.2
486.0	97.4	98.4	83.8	72.5	85.3
486.2	97.3	98.4	83.9	72.6	85.2
486.4	97.3	98.3	83.8	72.6	85.1
486.6	97.2	98.2	83.9	72.5	85.2
486.8	97.0	98.1	83.9	72.6	85.2
487.0	96.6	97.6	83.9	72.6	85.2
487.2	97.2	98.0	83.9	72.6	85.2
487.4	97.1	98.1	84.0	72.5	85.2
487.6	97.1	98.0	83.9	72.6	85.2
487.8	97.1	98.1	83.9	72.6	85.2
488.0	97.0	98.1	83.9	72.5	85.2
488.2	97.2	98.2	83.9	72.6	85.2
488.4	97.2	98.2	84.0	72.6	85.1
488.6	97.2	98.3	84.0	72.5	85.1
488.8	97.3	98.3	84.0	72.5	85.2
489.0	97.2	98.2	84.0	72.5	85.1
489.2	97.2	98.3	83.9	72.5	85.0
489.4	97.3	98.3	83.9	72.4	85.1
489.6	97.3	98.3	83.9	72.5	85.0
489.8	97.3	98.3	83.9	72.5	85.0
490.0	97.3	98.4	83.9	72.4	84.9
490.2	97.2	98.3	83.9	72.4	85.0
490.4	97.3	98.3	83.9	72.4	84.9
490.6	97.4	98.3	84.0	72.4	84.9
490.8	97.3	98.2	83.9	72.4	84.9
491.0	97.3	98.3	84.0	72.4	85.0
491.2	97.0	98.0	84.0	72.4	84.9
491.4	97.0	98.0	84.0	72.3	84.9
491.6	97.1	98.1	84.0	72.3	85.0
491.8	96.6	97.5	84.0	72.3	84.9
492.0	97.2	98.0	84.0	72.3	84.8
492.2	97.2	98.2	84.0	72.3	84.9
492.4	97.1	98.1	84.0	72.3	84.9
492.6	97.3	98.3	84.0	72.2	84.8
492.8	97.4	98.3	84.0	72.2	84.8
493.0	97.4	98.4	84.0	72.2	84.9
493.2	97.5	98.4	84.1	72.3	84.8
493.4	97.4	98.5	84.0	72.2	84.9
493.6	97.3	98.2	84.0	72.2	84.9
493.8	97.4	98.5	84.1	72.3	84.9
494.0	97.4	98.4	84.2	72.2	84.8
494.2	97.3	98.4	84.1	72.1	84.8
494.4	97.3	98.3	84.1	72.1	84.8
494.6	97.6	98.6	84.1	72.1	84.8
494.8	97.3	98.3	84.1	72.2	84.8
495.0	97.2	98.3	84.1	72.1	84.9
495.2	97.3	98.3	84.1	72.1	84.9
495.4	97.5	98.5	84.1	72.1	84.7
495.6	97.3	98.2	84.1	72.1	84.7
495.8	97.0	98.1	84.1	72.0	84.8
496.0	97.3	98.4	84.0	72.1	84.7
496.2	97.3	98.3	84.0	72.0	84.8
496.4	97.3	98.4	84.0	72.0	84.7
496.6	97.1	98.2	84.0	72.0	84.7
496.8	97.3	98.3	84.1	72.0	84.7
497.0	97.3	98.3	84.1	71.9	84.6
497.2	97.3	98.4	84.1	71.8	84.7
497.4	97.3	98.3	84.1	71.8	84.6
497.6	97.3	98.3	84.0	71.9	84.5
497.8	97.6	98.6	84.0	71.9	84.6
498.0	97.2	98.4	84.0	71.7	84.6
498.2	97.3	98.4	84.1	71.7	84.6
498.4	97.4	98.3	84.1	71.8	84.5
498.6	97.3	98.4	84.1	71.7	84.5
498.8	97.3	98.2	84.1	71.8	84.6
499.0	97.2	98.1	84.1	71.8	84.7
499.2	97.3	98.4	84.2	71.7	84.5
499.4	97.2	98.3	84.1	71.5	84.6
499.6	97.4	98.3	84.1	71.7	84.7
499.8	97.4	98.2	84.1	71.7	84.6
500.0	97.3	98.3	84.1	71.7	84.4
500.2	97.1	98.1	84.1	71.6	84.5
500.4	97.4	98.4	84.1	71.6	84.4
500.6	97.4	98.3	84.0	71.6	84.6
500.8	97.4	98.5	84.0	71.3	84.5
501.0	97.6	98.5	84.0	71.5	84.5
501.2	97.3	98.3	84.0	71.4	84.6
501.4	97.3	98.3	84.0	71.4	84.5
501.6	97.3	98.2	83.9	71.3	84.3
501.8	97.2	98.3	84.1	71.4	84.5
502.0	97.1	98.2	84.1	71.4	84.4
502.2	97.2	98.3	84.0	71.4	84.3
502.4	97.4	98.4	84.0	71.3	84.5
502.6	97.1	98.2	84.1	71.3	84.3
502.8	97.3	98.4	83.9	71.3	84.3
503.0	97.4	98.4	84.0	71.3	84.4
503.2	97.4	98.5	84.0	71.3	84.4
503.4	97.5	98.5	83.9	71.3	84.4
503.6	97.3	98.4	84.0	71.2	84.2
503.8	97.6	98.5	84.0	71.2	84.5
504.0	97.3	98.3	83.9	71.2	84.4
504.2	97.3	98.2	84.0	71.3	84.4
504.4	97.3	98.5	83.9	71.1	84.4
504.6	97.1	98.3	84.0	71.2	84.4
504.8	97.5	98.5	83.9	71.2	84.4
505.0	97.4	98.4	83.9	71.1	84.4
505.2	97.6	98.6	84.0	71.0	84.4
505.4	97.4	98.3	84.0	71.0	84.4
505.6	97.5	98.4	83.8	71.1	84.4
505.8	97.4	98.3	84.0	71.1	84.3
506.0	97.2	98.2	83.8	71.0	84.4
506.2	97.3	98.4	83.9	71.1	84.3
506.4	97.3	98.2	83.9	71.2	84.4
506.6	97.4	98.3	83.8	70.9	84.2
506.8	97.4	98.4	83.8	70.9	84.2
507.0	97.1	98.2	83.9	71.1	84.3
507.2	97.4	98.4	83.9	71.0	84.3
507.4	97.4	98.5	83.9	70.9	84.3
507.6	97.5	98.5	83.8	70.9	84.3
507.8	96.8	98.0	83.8	71.0	84.2
508.0	97.4	98.5	83.9	70.9	84.4
508.2	97.4	98.5	83.8	70.7	84.5
508.4	97.4	98.5	83.9	70.8	84.3
508.6	97.3	98.5	83.7	70.9	84.2
508.8	97.3	98.3	83.8	70.8	84.3
509.0	97.3	98.3	83.7	70.8	84.3
509.2	97.2	98.5	83.9	70.8	84.3
509.4	97.6	98.5	83.8	70.8	84.2
509.6	97.2	98.3	83.8	70.7	84.3
509.8	97.5	98.4	83.8	70.8	84.2
510.0	97.1	98.1	83.7	70.8	84.1
510.2	97.5	98.3	83.9	70.8	84.3
510.4	97.4	98.5	83.9	70.7	84.3
510.6	97.4	98.5	83.8	70.8	84.2
510.8	97.4	98.3	83.8	70.7	84.2
511.0	97.6	98.6	83.8	70.7	84.3
511.2	97.4	98.4	83.7	70.7	84.3
511.4	97.6	98.6	83.8	70.8	84.3
511.6	97.7	99.0	83.7	70.7	84.2
511.8	97.5	98.6	83.7	70.6	84.3
512.0	97.4	98.5	83.7	70.7	84.3
512.2	97.4	98.4	83.8	70.7	84.3
512.4	97.4	98.4	83.6	70.8	84.2
512.6	97.5	98.5	83.8	70.7	84.2
512.8	97.4	98.3	83.7	70.8	84.2
513.0	97.3	98.3	83.7	70.7	84.3
513.2	97.6	98.4	83.7	70.7	84.3
513.4	97.4	98.4	83.7	70.7	84.2
513.6	97.5	98.6	83.6	70.7	84.2
513.8	97.7	98.8	83.7	70.7	84.3
514.0	97.5	98.4	83.6	70.6	84.3
514.2	97.4	98.6	83.5	70.5	84.3
514.4	97.6	98.8	83.7	70.8	84.3
514.6	97.6	98.5	83.7	70.6	84.3
514.8	97.6	98.6	83.5	70.6	84.2
515.0	97.5	98.4	83.7	70.5	84.4
515.2	97.6	98.5	83.7	70.7	84.1
515.4	97.6	98.7	83.6	70.6	84.3
515.6	97.6	98.6	83.5	70.6	84.3
515.8	97.5	98.5	83.7	70.6	84.3
516.0	97.3	98.3	83.7	70.6	84.1
516.2	97.3	98.6	83.5	70.5	84.2
516.4	97.7	98.7	83.4	70.5	84.2
516.6	97.5	98.6	83.4	70.6	84.3
516.8	97.4	98.5	83.4	70.6	84.3
517.0	97.6	98.8	83.5	70.6	84.2
517.2	97.3	98.2	83.5	70.6	84.1
517.4	97.7	98.5	83.5	70.6	84.2
517.6	97.4	98.4	83.6	70.6	84.3
517.8	97.4	98.4	83.4	70.6	84.2
518.0	97.5	98.5	83.5	70.5	84.3
518.2	97.4	98.4	83.4	70.5	84.2
518.4	97.4	98.5	83.5	70.5	84.2
518.6	97.6	98.5	83.4	70.6	84.2
518.8	97.4	98.4	83.4	70.6	84.3
519.0	97.6	98.5	83.4	70.6	84.1
519.2	97.5	98.4	83.4	70.5	84.2
519.4	97.3	98.3	83.3	70.6	84.2
519.6	97.6	98.6	83.5	70.7	84.2
519.8	97.6	98.6	83.3	70.6	84.3
520.0	97.6	98.7	83.3	70.6	84.2
520.2	97.5	98.6	83.4	70.6	84.2
520.4	97.6	98.6	83.3	70.6	84.3
520.6	97.6	98.6	83.3	70.7	84.2
520.8	97.6	98.6	83.3	70.8	84.3
521.0	97.5	98.4	83.4	70.6	84.2
521.2	97.6	98.7	83.3	70.6	84.3
521.4	97.7	98.7	83.2	70.6	84.2
521.6	97.5	98.6	83.2	70.7	84.2
521.8	97.4	98.6	83.2	70.7	84.1
522.0	97.6	98.7	83.2	70.6	84.2
522.2	97.7	98.7	83.3	70.7	84.1
522.4	97.7	98.7	83.2	70.7	84.1
522.6	97.6	98.5	83.1	70.6	84.0
522.8	97.5	98.6	83.3	70.7	84.2
523.0	97.6	98.5	83.1	70.7	84.2
523.2	97.6	98.7	83.2	70.7	84.2
523.4	97.6	98.9	83.2	70.7	84.1
523.6	97.5	98.8	83.2	70.6	84.1
523.8	97.6	98.6	83.0	70.6	84.2
524.0	97.7	98.6	82.9	70.6	84.2
524.2	97.6	98.8	83.1	70.7	84.1
524.4	97.7	98.6	83.1	70.7	84.3
524.6	97.7	98.7	83.1	70.7	84.1
524.8	97.4	98.5	83.0	70.7	84.1
525.0	97.5	98.5	83.1	70.7	84.0
525.2	97.5	98.5	83.0	70.7	84.2
525.4	97.7	98.7	83.1	70.8	84.2
525.6	97.6	98.6	83.0	70.7	84.1
525.8	97.5	98.5	83.0	70.7	84.2
526.0	97.7	98.7	83.0	70.7	84.2
526.2	97.6	98.6	83.0	70.8	84.2
526.4	97.7	98.8	83.0	70.8	84.2
526.6	97.6	98.6	83.1	70.9	84.2
526.8	97.6	98.6	83.0	70.9	84.2
527.0	97.6	98.5	83.0	70.9	84.2
527.2	97.8	98.7	83.0	70.9	84.3
527.4	97.6	98.6	83.0	70.8	84.2
527.6	97.6	98.7	83.0	70.9	84.1
527.8	97.7	98.7	82.9	70.9	84.2
528.0	97.6	98.7	82.9	70.9	84.2
528.2	97.6	98.6	82.9	70.9	84.2
528.4	97.7	98.6	82.9	71.0	84.2
528.6	97.4	98.4	83.0	71.0	84.2
528.8	97.4	98.4	83.0	71.0	84.2
529.0	97.3	98.4	82.9	71.0	84.2
529.2	97.4	98.4	82.9	71.0	84.2
529.4	97.4	98.4	83.0	71.0	84.3
529.6	97.7	98.6	83.0	71.1	84.3
529.8	97.8	98.7	83.0	71.1	84.3
530.0	97.7	98.6	83.0	71.1	84.4
530.2	97.9	98.8	83.0	71.1	84.4
530.4	97.6	98.6	83.0	71.2	84.3
530.6	97.8	98.9	83.0	71.1	84.3
530.8	97.6	98.6	82.9	71.2	84.3
531.0	97.8	98.7	82.9	71.2	84.3
531.2	97.9	98.8	82.8	71.2	84.3
531.4	97.7	98.8	82.9	71.2	84.3
531.6	97.8	98.7	82.9	71.1	84.3
531.8	98.0	98.9	82.9	71.2	84.3
532.0	97.9	98.9	82.9	71.3	84.2
532.2	97.8	98.8	82.8	71.2	84.3
532.4	97.8	98.8	82.9	71.3	84.2
532.6	97.7	98.7	82.8	71.2	84.2
532.8	97.6	98.5	82.9	71.3	84.3
533.0	97.6	98.6	82.9	71.3	84.3
533.2	97.8	98.8	82.9	71.4	84.3
533.4	97.6	98.5	82.8	71.4	84.3
533.6	97.7	98.6	82.8	71.4	84.3
533.8	97.6	98.5	82.9	71.4	84.3
534.0	97.8	98.7	82.8	71.5	84.2
534.2	97.8	98.9	82.9	71.5	84.3
534.4	97.9	98.8	82.9	71.5	84.3
534.6	98.0	98.9	82.9	71.6	84.4
534.8	97.9	98.8	83.0	71.6	84.4
535.0	97.9	98.9	82.9	71.5	84.4
535.2	97.8	98.9	82.9	71.6	84.4
535.4	98.1	99.1	82.9	71.6	84.3
535.6	97.9	98.8	82.8	71.5	84.4
535.8	97.9	98.8	83.0	71.6	84.4
536.0	97.8	98.8	82.9	71.7	84.4
536.2	97.8	98.8	82.9	71.7	84.3
