Wavelength [nm]	Transmissivity of fused quartz glass vial [%]	Transmissivity of borosilicate glass vial [%]	Transmissivity of polyvinylfluoride bag [%]	Transmissivity PVF bag with PET film [%]	Transmissivity of 4 mil polyethylene terephthalate film [%]
305.2	94.4	74.7	68.5	0.0	0.0
305.4	94.6	75.2	68.7	0.0	0.0
305.6	94.4	75.3	68.7	0.0	0.0
305.8	94.6	75.7	68.8	0.0	0.0
306.0	94.5	76.0	68.9	0.0	0.0
306.2	94.0	75.9	68.9	0.0	0.0
306.4	94.4	76.5	69.0	0.0	0.1
306.6	94.6	76.9	69.1	0.0	0.1
306.8	94.4	77.0	69.1	0.0	0.1
307.0	94.3	77.1	69.2	0.0	0.1
307.2	94.5	77.5	69.2	0.0	0.1
307.4	94.4	77.8	69.3	0.0	0.1
307.6	94.5	78.1	69.4	0.0	0.1
307.8	94.3	78.2	69.5	0.0	0.1
308.0	94.6	78.7	69.6	0.0	0.1
308.2	94.7	79.1	69.7	0.0	0.1
308.4	94.3	79.1	69.8	0.0	0.1
308.6	94.3	79.2	69.8	0.0	0.1
308.8	94.4	79.5	69.9	0.0	0.0
309.0	94.6	80.0	70.0	0.0	0.1
309.2	94.4	80.0	70.0	0.0	0.1
309.4	94.5	80.3	70.0	0.0	0.1
309.6	94.6	80.6	70.1	0.0	0.1
309.8	94.6	80.8	70.2	0.0	0.1
310.0	94.3	80.9	70.2	0.0	0.1
310.2	94.6	81.2	70.2	0.0	0.1
310.4	94.6	81.4	70.3	0.0	0.1
310.6	94.5	81.5	70.3	0.0	0.1
310.8	94.5	81.8	70.4	0.1	0.1
311.0	94.6	82.1	70.4	0.1	0.1
311.2	94.5	82.1	70.5	0.1	0.1
311.4	94.4	82.3	70.5	0.1	0.1
311.6	94.4	82.6	70.5	0.1	0.2
311.8	94.3	82.7	70.6	0.2	0.2
312.0	94.5	83.1	70.6	0.2	0.3
312.2	94.6	83.2	70.7	0.2	0.3
312.4	94.3	83.2	70.7	0.2	0.3
312.6	94.6	83.5	70.7	0.3	0.4
312.8	94.6	83.8	70.7	0.3	0.5
313.0	94.3	83.8	70.8	0.4	0.6
313.2	94.6	84.3	70.8	0.5	0.7
313.4	94.6	84.3	70.9	0.7	0.9
313.6	94.4	84.5	70.9	0.8	1.2
313.8	94.8	85.0	71.0	1.0	1.4
314.0	94.5	84.9	71.0	1.3	1.8
314.2	94.7	85.2	71.0	1.6	2.2
314.4	94.7	85.4	71.1	1.9	2.8
314.6	94.6	85.4	71.2	2.3	3.3
314.8	94.7	85.6	71.3	2.8	4.0
315.0	94.6	85.8	71.3	3.3	4.6
315.2	94.9	86.2	71.3	3.8	5.4
315.4	94.7	86.1	71.5	4.4	6.2
315.6	94.7	86.3	71.4	5.0	7.1
315.8	94.7	86.4	71.5	5.8	8.2
316.0	94.8	86.7	71.5	6.7	9.5
316.2	94.8	86.8	71.5	7.6	10.8
316.4	94.6	86.8	71.5	8.6	12.1
316.6	94.7	87.0	71.5	9.6	13.5
316.8	94.7	87.1	71.4	10.6	14.9
317.0	94.5	87.2	71.4	11.6	16.4
317.2	94.5	87.2	71.4	12.7	17.8
317.4	94.8	87.7	71.5	13.7	19.2
317.6	94.7	87.6	71.4	14.8	20.7
317.8	94.5	87.6	71.5	15.5	21.6
318.0	94.9	88.0	71.6	16.6	23.2
318.2	94.7	88.1	71.6	17.7	24.7
318.4	94.7	88.2	71.7	18.7	26.2
318.6	94.2	87.8	71.7	19.8	27.7
318.8	94.8	88.5	71.7	21.0	29.1
319.0	94.6	88.5	71.8	21.9	30.5
319.2	94.4	88.4	71.8	22.9	31.9
319.4	94.8	89.0	71.9	23.9	33.2
319.6	94.8	88.9	71.8	24.8	34.3
319.8	94.8	89.1	71.9	25.7	35.5
320.0	94.8	89.2	72.0	26.5	36.7
320.2	94.8	89.3	72.0	27.4	37.8
320.4	94.8	89.3	72.0	28.2	38.9
320.6	94.7	89.5	72.0	29.1	40.1
320.8	94.8	89.6	72.1	29.9	41.2
321.0	94.8	89.7	72.0	30.7	42.2
321.2	94.9	89.9	72.1	31.5	43.2
321.4	94.8	90.0	72.2	32.2	44.2
321.6	94.8	90.0	72.2	32.9	45.1
321.8	94.6	90.0	72.2	33.7	46.0
322.0	94.8	90.1	72.3	34.3	47.0
322.2	94.9	90.5	72.3	34.9	47.7
322.4	94.9	90.5	72.3	35.6	48.6
322.6	94.7	90.5	72.3	36.2	49.3
322.8	94.7	90.4	72.4	36.9	50.0
323.0	94.8	90.6	72.4	37.4	50.8
323.2	94.8	90.8	72.4	37.9	51.5
323.4	94.7	90.8	72.5	38.5	52.2
323.6	95.1	91.3	72.5	39.0	52.9
323.8	95.0	91.3	72.6	39.5	53.5
324.0	95.1	91.4	72.6	40.0	54.1
324.2	95.0	91.4	72.8	40.4	54.6
324.4	95.0	91.5	72.7	40.9	55.1
324.6	95.0	91.6	72.8	41.2	55.5
324.8	94.9	91.6	72.8	41.6	56.0
325.0	95.1	91.8	72.8	42.0	56.5
325.2	95.1	91.9	72.8	42.3	56.9
325.4	95.0	91.9	72.8	42.7	57.4
325.6	94.9	91.8	72.9	43.0	57.8
325.8	94.7	91.6	72.8	43.2	58.2
326.0	95.0	92.1	72.9	43.6	58.6
326.2	95.0	92.1	72.9	43.8	59.0
326.4	95.1	92.2	73.0	44.2	59.4
326.6	94.9	92.0	72.9	44.4	59.7
326.8	95.0	92.3	73.0	44.7	60.0
327.0	94.9	92.2	73.0	44.9	60.3
327.2	95.0	92.4	73.1	45.1	60.7
327.4	94.9	92.4	73.1	45.3	61.0
327.6	95.0	92.5	73.1	45.5	61.2
327.8	95.1	92.6	73.1	45.7	61.5
328.0	95.1	92.7	73.1	45.9	61.8
328.2	95.0	92.6	73.2	46.1	62.1
328.4	95.0	92.8	73.2	46.3	62.3
328.6	94.9	92.7	73.2	46.5	62.7
328.8	95.0	92.7	73.3	46.6	62.9
329.0	94.9	93.0	73.2	46.8	63.1
329.2	95.0	93.0	73.3	47.0	63.4
329.4	95.0	93.0	73.3	47.1	63.6
329.6	95.0	93.3	73.3	47.3	63.9
329.8	95.2	93.4	73.4	47.5	64.0
330.0	95.0	93.3	73.3	47.7	64.3
330.2	95.0	93.3	73.4	47.8	64.4
330.4	94.9	93.1	73.5	48.0	64.6
330.6	95.0	93.4	73.5	48.0	64.8
330.8	95.0	93.3	73.5	48.3	65.0
331.0	95.2	93.6	73.6	48.4	65.3
331.2	94.8	93.4	73.5	48.5	65.4
331.4	95.0	93.6	73.5	48.7	65.6
331.6	95.1	93.7	73.6	48.9	65.7
331.8	95.2	93.7	73.6	49.1	65.9
332.0	94.9	93.7	73.6	49.2	66.1
332.2	95.1	93.8	73.7	49.4	66.3
332.4	95.0	93.7	73.7	49.6	66.4
332.6	95.1	93.8	73.6	49.7	66.6
332.8	95.2	94.0	73.7	49.9	66.7
333.0	95.1	94.0	73.9	50.0	66.9
333.2	95.3	94.2	73.8	50.2	67.0
333.4	95.1	94.2	73.9	50.4	67.2
333.6	95.3	94.2	73.9	50.5	67.3
333.8	95.0	94.0	73.9	50.7	67.4
334.0	95.3	94.5	73.9	50.7	67.5
334.2	95.2	94.2	74.0	50.9	67.6
334.4	95.1	94.1	74.0	51.0	67.6
334.6	95.3	94.4	73.9	51.2	67.7
334.8	95.0	94.3	74.1	51.3	67.8
335.0	95.1	94.5	74.0	51.4	68.0
335.2	95.1	94.4	74.0	51.6	68.0
335.4	95.2	94.6	74.1	51.7	68.2
335.6	95.1	94.4	74.0	51.8	68.2
335.8	95.0	94.6	74.2	51.9	68.3
336.0	95.2	94.7	74.1	52.0	68.3
336.2	95.0	94.5	74.3	52.0	68.3
336.4	95.0	94.6	74.2	52.2	68.4
336.6	95.1	94.7	74.2	52.2	68.5
336.8	95.0	94.6	74.3	52.3	68.5
337.0	94.9	94.5	74.3	52.4	68.6
337.2	95.2	94.8	74.3	52.4	68.6
337.4	95.1	94.8	74.4	52.5	68.6
337.6	95.2	94.8	74.5	52.5	68.8
337.8	95.0	94.7	74.4	52.6	68.8
338.0	95.1	94.7	74.5	52.7	68.8
338.2	95.0	94.8	74.5	52.7	68.8
338.4	95.3	94.9	74.5	52.7	69.0
338.6	95.3	95.0	74.6	52.7	68.9
338.8	95.2	95.0	74.6	52.7	69.0
339.0	95.4	95.2	74.5	52.8	69.0
339.2	95.3	95.1	74.6	52.8	69.1
339.4	95.3	95.1	74.6	52.9	69.1
339.6	95.3	95.2	74.6	52.9	69.2
339.8	95.1	95.0	74.6	52.8	69.2
340.0	95.1	95.1	74.7	52.8	69.2
340.2	95.2	95.2	74.6	52.9	69.3
340.4	95.2	95.2	74.6	52.9	69.4
340.6	95.0	95.0	74.7	52.9	69.4
340.8	95.1	95.2	74.7	53.0	69.5
341.0	95.0	95.1	74.7	53.0	69.5
341.2	95.2	95.2	74.8	53.0	69.6
341.4	95.2	95.3	74.8	53.1	69.7
341.6	95.0	95.2	74.9	53.1	69.8
341.8	95.2	95.3	74.8	53.1	69.8
342.0	95.1	95.2	74.9	53.2	69.8
342.2	94.9	95.3	74.9	53.2	69.9
342.4	95.2	95.5	74.9	53.3	70.0
342.6	95.1	95.4	74.9	53.3	70.1
342.8	95.2	95.4	75.0	53.4	70.2
343.0	95.3	95.5	74.9	53.4	70.3
343.2	95.2	95.7	75.0	53.5	70.3
343.4	95.2	95.5	75.0	53.6	70.5
343.6	95.2	95.6	75.0	53.7	70.5
343.8	95.2	95.4	75.0	53.8	70.7
344.0	95.3	95.6	75.1	53.9	70.8
344.2	95.3	95.8	75.1	54.0	70.9
344.4	95.3	95.6	75.1	54.1	71.0
344.6	95.1	95.7	75.1	54.2	71.0
344.8	95.2	95.7	75.2	54.3	71.2
345.0	95.5	96.0	75.2	54.5	71.2
345.2	95.1	95.7	75.3	54.5	71.4
345.4	95.4	95.8	75.2	54.6	71.4
345.6	95.3	95.7	75.2	54.7	71.5
345.8	95.5	96.0	75.3	54.9	71.6
346.0	95.3	95.9	75.3	55.0	71.6
346.2	95.3	95.9	75.3	55.1	71.7
346.4	95.3	95.8	75.4	55.2	71.8
346.6	95.3	95.9	75.3	55.3	71.9
346.8	95.3	95.9	75.3	55.4	72.0
347.0	95.4	95.9	75.4	55.5	72.0
347.2	95.4	96.0	75.4	55.7	72.0
347.4	95.5	96.0	75.4	55.8	72.0
347.6	95.3	95.9	75.4	55.8	72.1
347.8	95.3	95.9	75.4	55.9	72.2
348.0	95.4	96.1	75.4	56.0	72.2
348.2	95.4	96.0	75.4	56.1	72.3
348.4	95.3	96.2	75.4	56.2	72.3
348.6	95.4	96.2	75.4	56.3	72.4
348.8	95.4	96.2	75.4	56.4	72.4
349.0	95.4	96.2	75.4	56.4	72.4
349.2	95.3	96.0	75.5	56.5	72.5
349.4	95.4	95.9	75.5	56.6	72.5
349.6	95.2	96.0	75.5	56.6	72.5
349.8	95.4	96.1	75.5	56.7	72.5
350.0	95.4	96.0	75.5	56.7	72.6
350.2	95.2	96.0	75.5	56.8	72.6
350.4	95.4	96.1	75.5	56.8	72.6
350.6	95.3	96.2	75.5	56.8	72.7
350.8	95.5	96.3	75.6	56.8	72.6
351.0	95.3	96.1	75.5	56.9	72.6
351.2	95.4	96.2	75.6	56.8	72.8
351.4	95.6	96.5	75.7	56.9	72.8
351.6	95.3	96.1	75.5	56.9	72.8
351.8	95.4	96.3	75.6	56.9	72.8
352.0	95.5	96.3	75.6	57.0	72.8
352.2	95.3	96.1	75.6	57.1	72.8
352.4	95.3	96.2	75.7	57.0	72.9
352.6	95.4	96.3	75.7	57.0	72.9
352.8	95.6	96.5	75.7	57.0	72.9
353.0	95.4	96.3	75.7	57.0	72.9
353.2	95.4	96.3	75.7	57.0	73.0
353.4	95.3	96.2	75.7	57.1	73.0
353.6	95.4	96.3	75.8	57.0	73.0
353.8	95.5	96.5	75.8	57.1	73.1
354.0	95.4	96.4	75.7	57.1	73.1
354.2	95.7	96.6	75.7	57.1	73.1
354.4	95.4	96.6	75.8	57.1	73.2
354.6	95.7	96.6	75.7	57.1	73.3
354.8	95.7	96.6	75.7	57.0	73.2
355.0	95.5	96.6	75.7	57.1	73.2
355.2	95.6	96.5	75.8	57.2	73.3
355.4	95.5	96.6	75.8	57.1	73.3
355.6	95.6	96.6	75.8	57.2	73.4
355.8	95.7	96.7	75.9	57.2	73.4
356.0	95.8	96.9	75.8	57.2	73.6
356.2	95.7	96.6	75.9	57.2	73.5
356.4	95.6	96.6	75.8	57.2	73.5
356.6	95.5	96.6	75.8	57.3	73.6
356.8	95.5	96.6	75.9	57.4	73.7
357.0	95.7	96.7	76.0	57.4	73.9
357.2	95.5	96.5	75.9	57.5	74.0
357.4	95.6	96.7	76.0	57.6	74.0
357.6	95.6	96.6	76.0	57.7	74.1
357.8	95.6	96.8	76.1	57.8	74.2
358.0	95.9	97.0	76.1	57.8	74.3
358.2	95.7	96.9	76.2	57.9	74.4
358.4	95.8	96.9	76.1	58.0	74.4
358.6	95.8	96.9	76.2	58.0	74.6
358.8	95.8	97.0	76.3	58.2	74.6
359.0	95.8	97.0	76.1	58.2	74.6
359.2	95.7	96.9	76.2	58.3	74.6
359.4	95.6	96.7	76.3	58.3	74.7
359.6	95.1	96.2	76.2	58.3	74.8
359.8	95.6	96.7	76.2	58.5	74.9
360.0	95.8	96.9	76.3	58.6	74.9
360.2	95.7	96.8	76.3	58.6	74.9
360.4	95.7	96.7	76.3	58.7	75.1
360.6	95.6	96.7	76.4	58.8	75.1
360.8	95.7	96.9	76.4	59.0	75.3
361.0	95.8	97.0	76.5	59.1	75.2
361.2	95.6	96.7	76.5	59.1	75.4
361.4	95.8	97.1	76.6	59.3	75.5
361.6	95.8	97.0	76.6	59.5	75.8
361.8	95.8	97.0	76.7	59.6	75.9
362.0	95.8	96.8	76.7	59.7	75.8
362.2	96.0	97.1	76.9	59.8	75.9
362.4	95.8	96.9	76.9	59.9	76.0
362.6	95.9	97.1	76.9	59.9	76.0
362.8	95.9	97.0	76.9	60.0	76.0
363.0	95.7	96.9	76.9	60.1	76.1
363.2	96.1	97.3	76.9	60.2	76.1
363.4	95.6	96.8	76.9	60.2	76.0
363.6	95.8	96.8	76.8	60.2	76.0
363.8	95.9	97.1	76.8	60.2	76.1
364.0	95.6	96.8	76.8	60.3	76.0
364.2	95.8	96.9	76.8	60.3	75.9
364.4	95.6	96.9	76.8	60.3	76.0
364.6	95.4	96.8	76.8	60.4	76.1
364.8	95.7	96.9	76.8	60.5	76.1
365.0	95.6	96.8	76.9	60.6	76.2
365.2	95.8	96.9	76.9	60.6	76.2
365.4	95.7	96.7	76.9	60.6	76.2
365.6	95.6	96.8	77.0	60.7	76.2
365.8	95.6	96.8	77.0	60.8	76.3
366.0	95.8	96.9	77.0	60.8	76.3
366.2	95.8	97.0	77.1	60.8	76.4
366.4	95.6	96.9	77.1	60.8	76.4
366.6	95.8	96.9	77.2	61.0	76.4
366.8	95.6	96.8	77.1	61.0	76.5
367.0	95.8	96.9	77.3	61.0	76.5
367.2	95.7	96.7	77.3	61.2	76.7
367.4	95.6	96.7	77.3	61.1	76.6
367.6	95.2	96.4	77.3	61.1	76.7
367.8	95.6	96.7	77.3	61.2	76.7
368.0	95.9	97.1	77.4	61.2	76.7
368.2	95.8	97.0	77.4	61.2	76.8
368.4	95.9	96.9	77.5	61.3	76.8
368.6	95.8	96.8	77.7	61.3	76.8
368.8	95.6	96.8	77.5	61.3	76.9
369.0	95.9	96.9	77.7	61.3	77.0
369.2	95.6	96.8	77.6	61.4	77.1
369.4	95.7	96.8	77.7	61.4	77.1
369.6	95.8	96.8	77.7	61.5	77.1
369.8	95.6	96.7	77.7	61.5	77.1
370.0	95.6	97.0	77.9	61.5	77.3
370.2	95.6	96.7	77.8	61.5	77.3
370.4	95.7	96.9	77.8	61.5	77.4
370.6	95.7	96.9	77.8	61.6	77.5
370.8	95.9	97.1	78.0	61.7	77.4
371.0	96.0	97.2	77.9	61.7	77.5
371.2	95.7	96.8	77.9	61.7	77.5
371.4	95.8	96.8	78.0	61.8	77.6
371.6	95.8	96.9	78.0	61.8	77.6
371.8	95.7	96.8	78.0	61.8	77.7
372.0	95.6	96.8	78.0	61.9	77.8
372.2	95.8	96.9	78.1	61.9	77.9
372.4	95.9	97.0	78.1	62.0	78.0
372.6	96.1	97.0	78.0	62.0	78.0
372.8	95.9	97.0	78.1	62.0	78.0
373.0	96.0	97.0	78.1	62.1	78.1
373.2	95.9	96.9	78.3	62.2	78.2
373.4	95.9	96.9	78.3	62.3	78.2
373.6	95.7	96.8	78.3	62.3	78.2
373.8	95.9	97.0	78.3	62.3	78.5
374.0	95.8	96.9	78.2	62.3	78.5
374.2	95.8	96.9	78.3	62.4	78.4
374.4	95.8	97.1	78.3	62.5	78.5
374.6	96.0	97.0	78.3	62.6	78.7
374.8	95.9	96.8	78.3	62.6	78.8
375.0	95.6	96.7	78.4	62.7	78.8
375.2	96.1	97.1	78.4	62.8	78.9
375.4	95.8	96.9	78.5	62.8	78.8
375.6	96.0	97.1	78.4	62.9	79.0
375.8	96.0	97.0	78.6	63.0	79.1
376.0	96.1	96.9	78.5	63.0	79.2
376.2	96.0	97.1	78.5	63.1	79.2
376.4	96.0	97.0	78.6	63.1	79.3
376.6	95.9	97.0	78.6	63.2	79.3
376.8	96.2	97.2	78.6	63.3	79.3
377.0	96.1	97.1	78.5	63.3	79.4
377.2	96.2	97.1	78.6	63.5	79.4
377.4	96.2	97.2	78.7	63.4	79.5
377.6	96.2	97.2	78.6	63.5	79.5
377.8	96.2	97.2	78.6	63.6	79.4
378.0	96.3	97.3	78.6	63.6	79.6
378.2	96.1	97.0	78.6	63.6	79.5
378.4	96.2	97.2	78.6	63.7	79.6
378.6	95.9	97.0	78.6	63.8	79.6
378.8	96.1	97.0	78.7	63.7	79.6
379.0	96.1	97.1	78.7	63.9	79.7
379.2	95.8	96.7	78.8	64.0	79.8
379.4	96.1	97.2	78.8	64.0	79.8
379.6	95.5	96.5	78.7	64.0	79.8
379.8	96.1	96.9	78.8	64.0	79.9
380.0	95.9	96.9	78.7	64.1	79.9
380.2	96.1	97.0	78.9	64.1	79.9
380.4	96.0	97.2	78.9	64.2	80.0
380.6	96.2	97.1	78.8	64.3	79.8
380.8	96.0	97.1	78.8	64.3	79.8
381.0	96.1	97.1	79.0	64.3	79.9
381.2	95.9	96.9	78.8	64.3	80.0
381.4	96.0	97.0	79.0	64.3	79.8
381.6	96.0	97.1	78.9	64.4	79.9
381.8	96.0	97.1	78.9	64.3	80.0
382.0	96.0	97.0	78.9	64.4	79.9
382.2	96.1	97.1	78.9	64.4	79.9
382.4	95.9	97.0	79.0	64.5	79.9
382.6	96.1	97.1	79.0	64.5	80.0
382.8	96.3	97.2	78.9	64.4	80.0
383.0	95.9	96.9	79.0	64.4	80.1
383.2	96.1	97.2	78.9	64.4	79.9
383.4	96.0	97.1	79.0	64.5	79.9
383.6	96.2	97.2	79.0	64.4	79.9
383.8	96.1	97.2	79.1	64.4	79.8
384.0	96.4	97.4	79.0	64.4	79.9
384.2	96.0	97.1	79.1	64.4	79.9
384.4	96.2	97.4	79.0	64.4	79.8
384.6	96.0	97.0	79.1	64.4	79.9
384.8	96.2	97.3	79.1	64.4	79.8
385.0	96.2	97.3	79.0	64.4	79.8
385.2	96.0	97.2	79.1	64.3	79.8
385.4	96.1	97.2	79.1	64.5	79.8
385.6	95.7	96.8	79.1	64.3	79.8
385.8	95.8	97.0	79.1	64.4	79.8
386.0	96.2	97.3	79.2	64.4	79.7
386.2	96.2	97.3	79.2	64.4	79.7
386.4	96.3	97.5	79.2	64.4	79.7
386.6	96.0	97.2	79.2	64.3	79.7
386.8	96.1	97.3	79.2	64.2	79.7
387.0	96.3	97.3	79.3	64.3	79.8
387.2	96.3	97.5	79.4	64.3	79.7
387.4	96.2	97.2	79.3	64.3	79.7
387.6	96.4	97.4	79.3	64.3	79.7
387.8	96.2	97.3	79.4	64.3	79.7
388.0	96.6	97.6	79.4	64.2	79.7
388.2	96.5	97.6	79.2	64.3	79.7
388.4	96.4	97.5	79.3	64.2	79.7
388.6	96.3	97.4	79.3	64.2	79.7
388.8	96.4	97.4	79.4	64.2	79.7
389.0	96.4	97.5	79.4	64.2	79.7
389.2	96.4	97.5	79.4	64.2	79.6
389.4	96.4	97.6	79.5	64.3	79.7
389.6	96.2	97.4	79.4	64.2	79.7
389.8	96.2	97.3	79.4	64.2	79.6
390.0	96.4	97.5	79.4	64.2	79.7
390.2	96.2	97.4	79.4	64.2	79.7
390.4	96.3	97.5	79.5	64.3	79.7
390.6	96.3	97.5	79.5	64.2	79.8
390.8	96.4	97.4	79.5	64.2	79.8
391.0	96.3	97.6	79.5	64.3	79.7
391.2	96.4	97.6	79.6	64.2	79.8
391.4	96.1	97.2	79.6	64.3	79.9
391.6	96.7	97.7	79.5	64.4	80.0
391.8	96.2	97.5	79.5	64.3	79.9
392.0	96.3	97.5	79.5	64.3	79.8
392.2	96.6	97.6	79.5	64.4	79.8
392.4	96.1	97.3	79.5	64.4	79.9
392.6	96.5	97.7	79.5	64.4	80.0
392.8	96.4	97.5	79.6	64.4	80.1
393.0	96.4	97.6	79.6	64.5	80.0
393.2	96.5	97.7	79.6	64.5	80.1
393.4	96.4	97.6	79.7	64.5	80.1
393.6	96.4	97.5	79.8	64.7	80.1
393.8	96.5	97.6	79.7	64.7	80.3
394.0	96.3	97.6	79.7	64.7	80.3
394.2	96.3	97.5	79.8	64.8	80.3
394.4	96.5	97.7	79.8	64.8	80.4
394.6	96.3	97.5	79.8	64.8	80.4
394.8	96.3	97.4	79.7	64.8	80.4
395.0	96.3	97.5	79.8	65.0	80.4
395.2	95.8	96.9	79.7	64.9	80.4
395.4	96.2	97.6	79.7	65.0	80.4
395.6	96.4	97.6	79.7	65.0	80.5
395.8	96.3	97.5	79.7	65.1	80.5
396.0	96.3	97.5	79.8	65.1	80.6
396.2	96.6	97.7	79.8	65.2	80.6
396.4	96.5	97.8	79.8	65.2	80.7
396.6	96.3	97.4	79.9	65.3	80.7
396.8	96.3	97.4	79.8	65.4	80.7
397.0	96.3	97.5	79.8	65.5	80.8
397.2	96.4	97.5	79.8	65.5	80.9
397.4	96.3	97.5	79.9	65.5	81.0
397.6	96.5	97.7	79.9	65.6	80.9
397.8	96.5	97.5	79.8	65.7	81.0
398.0	96.4	97.6	80.0	65.7	81.0
398.2	96.2	97.5	79.9	65.8	81.0
398.4	96.5	97.8	80.0	65.8	81.1
398.6	96.5	97.7	79.9	65.9	81.2
398.8	96.4	97.6	79.9	65.9	81.1
399.0	96.2	97.4	79.9	66.0	81.2
399.2	96.4	97.6	80.0	66.1	81.3
399.4	96.2	97.5	80.0	66.1	81.4
399.6	96.2	97.4	80.1	66.2	81.4
399.8	96.4	97.6	79.9	66.2	81.4
400.0	96.6	97.7	80.1	66.3	81.4
400.2	96.4	97.6	80.1	66.4	81.5
400.4	96.4	97.6	80.2	66.4	81.5
400.6	96.4	97.5	80.1	66.5	81.6
400.8	96.6	97.8	80.1	66.5	81.6
401.0	96.4	97.5	80.2	66.7	81.6
401.2	96.5	97.7	80.2	66.6	81.7
401.4	96.6	97.9	80.2	66.6	81.7
401.6	96.4	97.5	80.3	66.7	81.7
401.8	96.2	97.5	80.3	66.7	81.7
402.0	96.4	97.6	80.3	66.7	81.7
402.2	96.4	97.7	80.2	66.8	81.7
402.4	96.6	97.6	80.4	66.8	81.8
402.6	96.6	97.7	80.4	66.9	81.8
402.8	96.6	97.8	80.3	66.8	81.9
403.0	96.4	97.5	80.3	66.9	81.9
403.2	96.5	97.7	80.4	66.9	82.0
403.4	96.4	97.6	80.3	66.9	81.9
403.6	96.5	97.6	80.4	67.0	81.9
403.8	96.5	97.5	80.4	67.0	81.9
404.0	96.5	97.6	80.4	67.0	81.9
404.2	96.5	97.7	80.5	67.1	81.9
404.4	96.5	97.6	80.4	67.0	81.9
404.6	96.3	97.4	80.4	67.0	81.9
404.8	96.6	97.7	80.4	67.0	81.9
405.0	96.7	97.8	80.4	67.0	81.9
405.2	96.6	97.6	80.5	67.0	81.9
405.4	96.5	97.6	80.5	67.1	81.8
405.6	96.6	97.7	80.5	67.1	81.9
405.8	96.8	97.9	80.5	67.1	82.0
406.0	96.5	97.7	80.5	67.2	82.0
406.2	96.4	97.6	80.5	67.1	81.9
406.4	96.6	97.7	80.6	67.1	81.9
406.6	96.6	97.6	80.6	67.0	82.0
406.8	96.5	97.6	80.6	67.1	82.0
407.0	96.5	97.7	80.5	67.1	81.9
407.2	96.5	97.7	80.6	67.1	81.9
407.4	96.6	97.7	80.5	67.1	81.9
407.6	96.7	97.8	80.7	67.0	81.9
407.8	96.6	97.9	80.6	67.0	81.9
408.0	95.9	97.1	80.7	66.9	81.9
408.2	96.8	97.9	80.6	67.0	81.8
408.4	96.5	97.6	80.7	67.0	82.0
408.6	96.7	97.7	80.8	66.9	81.9
408.8	96.6	97.7	80.7	66.9	81.8
409.0	96.5	97.6	80.8	66.9	81.9
409.2	96.5	97.6	80.8	67.0	82.0
409.4	96.6	97.7	80.7	66.9	81.9
409.6	96.5	97.7	80.8	66.9	81.9
409.8	96.5	97.6	80.9	66.9	81.9
410.0	96.6	97.8	80.9	66.8	81.9
410.2	96.6	97.6	80.9	66.8	81.9
410.4	96.7	97.8	80.8	66.8	81.8
410.6	96.7	97.8	80.9	66.7	81.8
410.8	96.7	97.8	80.9	66.7	81.7
411.0	96.6	97.7	80.9	66.7	81.8
411.2	96.8	97.8	81.0	66.7	81.8
411.4	96.5	97.5	80.9	66.7	81.8
411.6	96.6	97.8	81.0	66.7	81.8
411.8	96.6	97.7	80.9	66.6	81.8
412.0	96.5	97.7	81.0	66.6	81.8
412.2	96.4	97.5	81.1	66.6	81.8
412.4	96.0	97.1	81.0	66.6	81.9
412.6	96.6	97.8	81.0	66.6	81.8
412.8	96.6	97.7	81.2	66.5	81.8
413.0	96.6	97.7	81.2	66.5	81.8
413.2	96.6	97.6	81.1	66.5	81.8
413.4	96.4	97.6	81.2	66.4	81.8
413.6	96.5	97.6	81.2	66.4	81.8
413.8	96.8	97.8	81.2	66.4	81.8
414.0	96.4	97.5	81.2	66.4	81.8
414.2	96.8	97.9	81.2	66.4	81.8
414.4	96.6	97.8	81.3	66.4	81.9
414.6	96.7	97.7	81.3	66.4	81.9
414.8	96.6	97.7	81.2	66.4	81.8
415.0	96.7	97.8	81.3	66.4	81.8
415.2	96.7	97.7	81.3	66.3	81.9
415.4	96.8	97.8	81.3	66.4	81.9
415.6	96.5	97.6	81.4	66.4	81.9
415.8	96.9	98.0	81.4	66.4	81.9
416.0	96.6	97.6	81.3	66.3	81.9
416.2	96.8	97.8	81.4	66.3	81.9
416.4	96.6	97.7	81.4	66.3	82.0
416.6	96.7	97.7	81.4	66.4	81.9
416.8	96.5	97.6	81.4	66.3	81.9
417.0	96.5	97.6	81.5	66.4	82.0
417.2	96.7	97.8	81.6	66.3	82.0
417.4	96.5	97.7	81.5	66.4	81.9
417.6	96.6	97.6	81.4	66.3	81.9
417.8	96.6	97.6	81.5	66.4	82.0
418.0	96.4	97.6	81.5	66.4	82.0
418.2	96.3	97.4	81.6	66.4	82.1
418.4	96.6	97.6	81.5	66.4	82.1
418.6	96.7	97.8	81.5	66.4	82.1
418.8	96.5	97.7	81.6	66.5	82.1
419.0	96.6	97.7	81.5	66.5	82.1
419.2	96.6	97.6	81.6	66.5	82.1
419.4	96.4	97.4	81.6	66.5	82.1
419.6	96.4	97.6	81.7	66.5	82.1
419.8	96.5	97.6	81.5	66.6	82.2
420.0	96.5	97.6	81.6	66.5	82.2
420.2	96.6	97.7	81.6	66.6	82.2
420.4	96.5	97.6	81.7	66.7	82.3
420.6	96.6	97.7	81.7	66.6	82.3
