"","Wavelength_nm","Kd_per_meter","Kd_per_meter.sd","Kd_per_meter_fitted"
"388.846558",388.846558,0.152265613598187,0.0194892076503205,NA
"389.209106",389.209106,0.151632193277956,0.019381970992695,NA
"389.571655",389.571655,0.151790990909832,0.0194476056627723,NA
"389.934174",389.934174,0.151844900357996,0.01929723154174,NA
"390.296631",390.296631,0.150912670848631,0.0196375593965694,NA
"390.659119",390.659119,0.15066270868457,0.0199431090700289,NA
"391.021515",391.021515,0.150542519699998,0.0200980344426114,NA
"391.383881",391.383881,0.150239684438948,0.020293202262596,NA
"391.746216",391.746216,0.150465962558589,0.0201128029686145,NA
"392.108521",392.108521,0.150971411090982,0.0199218428671707,NA
"392.470795",392.470795,0.151378006039961,0.0198712128564474,NA
"392.833008",392.833008,0.152042037487181,0.0197822693293496,NA
"393.19519",393.19519,0.152296408640199,0.0198893286543737,NA
"393.557404",393.557404,0.152366163389052,0.019743985171704,NA
"393.919464",393.919464,0.152852892707774,0.0197605618229845,NA
"394.281586",394.281586,0.153390282270275,0.0196849769229885,NA
"394.643646",394.643646,0.153432592849807,0.0194372664284217,NA
"395.005646",395.005646,0.15303968397038,0.0193526475300319,NA
"395.367645",395.367645,0.152973309331063,0.0192063246664979,NA
"395.729584",395.729584,0.153215381218352,0.0193560473803535,NA
"396.091492",396.091492,0.152745497763392,0.0193222871314859,NA
"396.453369",396.453369,0.15260883355481,0.0193726452078335,NA
"396.815216",396.815216,0.152786998561634,0.0191482387594156,NA
"397.177032",397.177032,0.152806876258765,0.0193095766072213,NA
"397.538818",397.538818,0.152574447135776,0.0195955208905587,NA
"397.900513",397.900513,0.152463627580403,0.019838763513137,NA
"398.262238",398.262238,0.153299444740656,0.0195966824963499,NA
"398.623901",398.623901,0.15331453332702,0.0200722113359524,NA
"398.985504",398.985504,0.153574162578635,0.0202564184474936,NA
"399.347137",399.347137,0.153864540551419,0.0201992439023254,NA
"399.708679",399.708679,0.153966158284095,0.0202619257953673,NA
"400.07019",400.07019,0.154491151829543,0.0203357295511977,NA
"400.431702",400.431702,0.154217177518585,0.0205116153951553,NA
"400.793121",400.793121,0.154359877147298,0.0207898142443089,NA
"401.154541",401.154541,0.154562686138592,0.0209687740801595,NA
"401.51593",401.51593,0.155085637514341,0.0209193821070326,NA
"401.877258",401.877258,0.155116521669521,0.0208110174783239,NA
"402.238617",402.238617,0.155063910509286,0.0209123173542161,NA
"402.599854",402.599854,0.155144653585867,0.0206328849079756,NA
"402.961121",402.961121,0.155228576616335,0.0207757752770471,NA
"403.322296",403.322296,0.155314558510614,0.0210714126834595,NA
"403.683472",403.683472,0.155681920618165,0.0209850991252588,NA
"404.044617",404.044617,0.155681096848886,0.0210375361684193,NA
"404.405701",404.405701,0.156500531234299,0.0211665800315773,NA
"404.766724",404.766724,0.156974113929202,0.0211692173287489,NA
"405.127777",405.127777,0.157017859533575,0.0211206436501578,NA
"405.48877",405.48877,0.156689330921999,0.0213265311984622,NA
"405.849731",405.849731,0.157181121148493,0.0215057872727423,NA
"406.210663",406.210663,0.157382506781147,0.0218134353447816,NA
"406.571503",406.571503,0.158313597949057,0.0217638961293993,NA
"406.932373",406.932373,0.158864426418394,0.0215194296845289,NA
"407.293182",407.293182,0.15956830552724,0.0213622904376596,NA
"407.653931",407.653931,0.159883485200856,0.0215298716887653,NA
"408.014709",408.014709,0.160504300297968,0.0215668731825467,NA
"408.375397",408.375397,0.160505028914265,0.0216030908283521,NA
"408.736084",408.736084,0.160582415187788,0.0216816932245219,NA
"409.09668",409.09668,0.161558386064021,0.0218226227916289,NA
"409.457275",409.457275,0.16210336214494,0.0218577413552904,NA
"409.817841",409.817841,0.162330284348834,0.0218915248736224,NA
"410.178345",410.178345,0.162820697198273,0.0218519679371925,NA
"410.538849",410.538849,0.163074670054374,0.0219837841533733,NA
"410.899323",410.899323,0.163468756781074,0.0220574373586244,NA
"411.259705",411.259705,0.163404486382497,0.0223364332712605,NA
"411.620087",411.620087,0.163702277168222,0.0224840947693868,NA
"411.980438",411.980438,0.163824619449512,0.022588517518469,NA
"412.340729",412.340729,0.164218414673732,0.0225705733069133,NA
"412.701019",412.701019,0.164281338082904,0.0227062870323441,NA
"413.061249",413.061249,0.164157611239482,0.0229357230439938,NA
"413.421417",413.421417,0.164672260393279,0.0229683210761287,NA
"413.781586",413.781586,0.164873336825547,0.0231084676411567,NA
"414.141724",414.141724,0.164846542529294,0.0232187639114155,NA
"414.501801",414.501801,0.164829505370412,0.0232619433454684,NA
"414.861877",414.861877,0.165136351244557,0.023518336476975,NA
"415.221863",415.221863,0.165393605307271,0.023501726569742,NA
"415.581848",415.581848,0.165671757529598,0.0233208957011896,NA
"415.941803",415.941803,0.165452469977369,0.0234946988492879,NA
"416.301697",416.301697,0.165617219854892,0.0234648174144549,NA
"416.66156",416.66156,0.165391563484247,0.0235893280053833,NA
"417.021423",417.021423,0.165106759649177,0.0234575225663427,NA
"417.381195",417.381195,0.165131597932589,0.023620787698791,NA
"417.740997",417.740997,0.165284561893103,0.0237323809080737,NA
"418.100708",418.100708,0.16564791775303,0.0237991228920617,NA
"418.460388",418.460388,0.165752566570559,0.023867707184868,NA
"418.820068",418.820068,0.16559837739082,0.0239032157003318,NA
"419.179657",419.179657,0.16526156494259,0.0241129638176562,NA
"419.539246",419.539246,0.165063299067791,0.0242197519097945,NA
"419.898804",419.898804,0.165362871450799,0.0239556112312291,NA
"420.25827",420.25827,0.165191561522355,0.0242287294038656,NA
"420.617798",420.617798,0.165807925768705,0.0240651801978024,NA
"420.977203",420.977203,0.166288463444627,0.023950099711411,NA
"421.336609",421.336609,0.16626571155196,0.0239595925190196,NA
"421.695984",421.695984,0.166376271589516,0.0237059547985621,NA
"422.055298",422.055298,0.166430222413255,0.0234722695117085,NA
"422.414581",422.414581,0.166275848377047,0.0235673866153076,NA
"422.773834",422.773834,0.166552280166384,0.0233632027076896,NA
"423.133026",423.133026,0.16686336810283,0.0232848846596927,NA
"423.492249",423.492249,0.166615829445378,0.0235030996562947,NA
"423.851349",423.851349,0.166658594069082,0.023713924668273,NA
"424.21048",424.21048,0.166871823733864,0.0235355718297556,NA
"424.56955",424.56955,0.166846591520781,0.0235965655156095,NA
"424.928558",424.928558,0.166828589346464,0.0236124376188313,NA
"425.287567",425.287567,0.166828571505185,0.0236071501006988,NA
"425.646545",425.646545,0.166602720186513,0.023934538439831,NA
"426.005432",426.005432,0.166423952978369,0.0242812038114741,NA
"426.364349",426.364349,0.166867556300748,0.0244047946549071,NA
"426.723175",426.723175,0.166667106647514,0.0246674809892018,NA
"427.082001",427.082001,0.166830990563595,0.0245509698825086,NA
"427.440765",427.440765,0.167339089329618,0.0245072280864339,NA
"427.7995",427.7995,0.167627422345454,0.0246684722035006,NA
"428.158203",428.158203,0.167979973782954,0.0247317951302137,NA
"428.516876",428.516876,0.167883053310465,0.0250405271465309,NA
"428.875458",428.875458,0.168348371029619,0.0250321770970684,NA
"429.2341",429.2341,0.168419476814307,0.025119692099177,NA
"429.592621",429.592621,0.168579741274252,0.0250668888960597,NA
"429.951172",429.951172,0.168783415157694,0.0251774198404594,NA
"430.309662",430.309662,0.168835421411551,0.0253392918808337,NA
"430.668091",430.668091,0.169092577902066,0.0255892471907442,NA
"431.026489",431.026489,0.169063650053676,0.0260478061866453,NA
"431.384888",431.384888,0.169161963703079,0.0262324990413652,NA
"431.743195",431.743195,0.168961612365515,0.0261981536066348,NA
"432.101501",432.101501,0.169227748591347,0.0261933765179096,NA
"432.459747",432.459747,0.16999208349094,0.0258306114751233,NA
"432.817993",432.817993,0.169831840785077,0.0261008396087299,NA
"433.176178",433.176178,0.169944194133624,0.0262002554873563,NA
"433.534302",433.534302,0.170507416043633,0.0260909092871982,NA
"433.892426",433.892426,0.170732134465322,0.0259299218557455,NA
"434.250519",434.250519,0.170509351581845,0.0258974055393508,NA
"434.608521",434.608521,0.170816207229981,0.0257194988635713,NA
"434.966553",434.966553,0.17105775761685,0.0254643093690366,NA
"435.324463",435.324463,0.170806001944734,0.0254633170898311,NA
"435.682404",435.682404,0.171065678465034,0.0254079631081744,NA
"436.040314",436.040314,0.170928036785297,0.0255410195983442,NA
"436.398163",436.398163,0.170753160550814,0.0258431421565865,NA
"436.755981",436.755981,0.170897057443957,0.025765100091369,NA
"437.113739",437.113739,0.171365232130236,0.0255999862356784,NA
"437.471466",437.471466,0.170915424077255,0.0257816335396418,NA
"437.829193",437.829193,0.170861348894547,0.0259452519949421,NA
"438.186829",438.186829,0.17102623429488,0.0258367191067904,NA
"438.544495",438.544495,0.170584759108061,0.0258102272282638,NA
"438.902069",438.902069,0.170213215470419,0.0259161542978521,NA
"439.259613",439.259613,0.170124968307293,0.0257965011950151,NA
"439.617126",439.617126,0.170329146725847,0.0256847460969179,NA
"439.974609",439.974609,0.170107557292801,0.0255526515481772,NA
"440.332031",440.332031,0.169716842007204,0.0252940689686028,NA
"440.689453",440.689453,0.169242997341701,0.0253352151646909,NA
"441.046814",441.046814,0.168645160896385,0.0252040863109965,NA
"441.404114",441.404114,0.168197020404495,0.0249518970273657,NA
"441.761444",441.761444,0.167841640868836,0.0246978753785417,NA
"442.118652",442.118652,0.167794693359643,0.0244315087892952,NA
"442.475952",442.475952,0.167255339291065,0.0244160363817369,NA
"442.833069",442.833069,0.167276594943387,0.0241293547998013,NA
"443.190216",443.190216,0.167108321740826,0.0238687604597285,NA
"443.547333",443.547333,0.166103462948093,0.0238881149019732,NA
"443.904358",443.904358,0.165692510907022,0.0238584299934837,NA
"444.261383",444.261383,0.165214613584579,0.0238305031513677,NA
"444.618439",444.618439,0.165015385442627,0.0236654170763762,NA
"444.975342",444.975342,0.164450770797038,0.023520308027232,NA
"445.332245",445.332245,0.164104430623686,0.0234339603617765,NA
"445.689148",445.689148,0.163301256204954,0.0234770428264242,NA
"446.045959",446.045959,0.16237116919399,0.0235316894228685,NA
"446.402802",446.402802,0.162457136931107,0.0231720816103411,NA
"446.759552",446.759552,0.161543312567068,0.0233788010029979,NA
"447.116241",447.116241,0.161047108795137,0.0233110189927659,NA
"447.472992",447.472992,0.160658484572355,0.0232636345551503,NA
"447.82959",447.82959,0.160115596423664,0.023061063338578,NA
"448.186188",448.186188,0.159697752051976,0.0229916285147001,NA
"448.542816",448.542816,0.159442157350435,0.0228279530769716,NA
"448.899323",448.899323,0.159105795801917,0.0229449681201633,NA
"449.255859",449.255859,0.158659888216268,0.0229999272778947,NA
"449.612305",449.612305,0.158444780972506,0.0227613094656073,NA
"449.968719",449.968719,0.158217617376831,0.0226960984479576,NA
"450.325134",450.325134,0.157881525486345,0.0227612083500625,NA
"450.681458",450.681458,0.157955024283197,0.0224671876929408,NA
"451.03775",451.03775,0.157592061274053,0.022484864945623,NA
"451.394073",451.394073,0.157335793245021,0.0224467244624314,NA
"451.750275",451.750275,0.15708345553748,0.022448377189424,NA
"452.106506",452.106506,0.156811536425885,0.0224505863649801,NA
"452.462646",452.462646,0.15627582150046,0.0226336023793055,NA
"452.818726",452.818726,0.156004155223657,0.0226545697115318,NA
"453.174866",453.174866,0.15595804547143,0.0224653969199131,NA
"453.530884",453.530884,0.155929465375662,0.0224994846309095,NA
"453.886871",453.886871,0.155796826594509,0.0223605817922214,NA
"454.242859",454.242859,0.155523698854947,0.0222143795322073,NA
"454.598755",454.598755,0.155382766439316,0.0222265170312338,NA
"454.954712",454.954712,0.155386386018614,0.0221816576647992,NA
"455.310516",455.310516,0.155434258310609,0.0220954155224958,NA
"455.666321",455.666321,0.155510576709738,0.0220956461464697,NA
"456.022125",456.022125,0.155578265659998,0.0219934924810452,NA
"456.377869",456.377869,0.155335864887485,0.0219774952557266,NA
"456.733521",456.733521,0.155248092137408,0.0218188898534641,NA
"457.089264",457.089264,0.155240501151395,0.0216830373544389,NA
"457.444824",457.444824,0.155149392202738,0.0216109649281225,NA
"457.800476",457.800476,0.155361049526688,0.0214980724538226,NA
"458.156006",458.156006,0.15488890693023,0.0216559882094557,NA
"458.511505",458.511505,0.154661346183526,0.0218031601500944,NA
"458.867004",458.867004,0.154757131599525,0.0217696974758384,NA
"459.222412",459.222412,0.154821051566173,0.0216584291148025,NA
"459.577759",459.577759,0.154800307928766,0.0215115925087729,NA
"459.933167",459.933167,0.154652967431816,0.0214236395445199,NA
"460.288452",460.288452,0.154646324451049,0.0212520810746646,NA
"460.643768",460.643768,0.15438633160653,0.0211976165461216,NA
"460.998993",460.998993,0.153966382286629,0.0212768465356589,NA
"461.354187",461.354187,0.153789125525487,0.0212185630192479,NA
"461.709412",461.709412,0.153251609676978,0.0212545733257477,NA
"462.064514",462.064514,0.153265727421068,0.021148150374372,NA
"462.419586",462.419586,0.153220132618179,0.0209368608087775,NA
"462.774658",462.774658,0.152680532864692,0.0208586789799088,NA
"463.129639",463.129639,0.152207773189531,0.0208803193583846,NA
"463.48465",463.48465,0.151828933490457,0.0209850151018278,NA
"463.839569",463.839569,0.15159425567827,0.0210136452003372,NA
"464.194427",464.194427,0.151377415857359,0.0208246919632081,NA
"464.549347",464.549347,0.151362894403203,0.0207168005162985,NA
"464.904114",464.904114,0.151202905687156,0.0207020807870232,NA
"465.258881",465.258881,0.150915124801827,0.0206252371867611,NA
"465.613678",465.613678,0.150980497532706,0.020544298915714,NA
"465.968353",465.968353,0.150562173953829,0.0204582850464993,NA
"466.323059",466.323059,0.149864682869111,0.0204683478940587,NA
"466.677673",466.677673,0.149572885922906,0.0202333076166447,NA
"467.032227",467.032227,0.149195323493295,0.0200368464768109,NA
"467.386841",467.386841,0.148798860768197,0.0198390444450239,NA
"467.741302",467.741302,0.148180857105223,0.0196563622648025,NA
"468.095734",468.095734,0.147562818201365,0.0197174780071152,NA
"468.450226",468.450226,0.147139209385057,0.019634992605544,NA
"468.804565",468.804565,0.146478837721028,0.0195547821872594,NA
"469.158997",469.158997,0.145901113763163,0.0194676945662134,NA
"469.513275",469.513275,0.145123454661663,0.0194155228659013,NA
"469.867554",469.867554,0.144559421756918,0.0194010038696083,NA
"470.221832",470.221832,0.144290076643711,0.0191335348427243,NA
"470.575989",470.575989,0.143716649734414,0.0191888566136349,NA
"470.930145",470.930145,0.143335700070897,0.0190291618186484,NA
"471.284302",471.284302,0.142912235160551,0.0189117972527764,NA
"471.638336",471.638336,0.142335282106449,0.0188448101183921,NA
"471.992432",471.992432,0.141889196616186,0.018537200545612,NA
"472.346405",472.346405,0.141337561666652,0.0183867282668681,NA
"472.700348",472.700348,0.140849881907715,0.0183610008896456,NA
"473.054321",473.054321,0.140083788915892,0.0182971954364051,NA
"473.408203",473.408203,0.139465438793777,0.0181892924187807,NA
"473.762024",473.762024,0.139108276098678,0.0179141813342922,NA
"474.115875",474.115875,0.138413733624453,0.0177849105934782,NA
"474.469604",474.469604,0.137793240176344,0.017636131566049,NA
"474.823334",474.823334,0.137257662771786,0.0174518669618962,NA
"475.177063",475.177063,0.136721981165638,0.0172702080442736,NA
"475.530701",475.530701,0.136385914138098,0.0170532748813871,NA
"475.884369",475.884369,0.136057008214645,0.0169165803306459,NA
"476.237915",476.237915,0.135337345900528,0.0167780829836797,NA
"476.591431",476.591431,0.135111465719382,0.0164081455138776,NA
"476.944946",476.944946,0.134762912829856,0.0161784227263052,NA
"477.298401",477.298401,0.134379440682601,0.0160718864719301,NA
"477.651794",477.651794,0.134007418732287,0.0159953112850846,NA
"478.005219",478.005219,0.133721444485402,0.0158579838641562,NA
"478.358551",478.358551,0.133363452968233,0.0157236323768548,NA
"478.711884",478.711884,0.133005408035479,0.0157386997285933,NA
"479.065125",479.065125,0.132728114729121,0.0154926121216331,NA
"479.418304",479.418304,0.13239540161723,0.0153564201418226,NA
"479.771545",479.771545,0.131994803026409,0.0153301911467164,NA
"480.124664",480.124664,0.131902969167551,0.0152200275903793,NA
"480.477753",480.477753,0.131445716589057,0.0152015251047121,NA
"480.830841",480.830841,0.131332868341918,0.0151437125776656,NA
"481.183838",481.183838,0.131079451775152,0.0150380140869058,NA
"481.536896",481.536896,0.130544523945454,0.0150550917503925,NA
"481.889801",481.889801,0.130282427106169,0.0149785001883485,NA
"482.242706",482.242706,0.13024901755489,0.0148581313385919,NA
"482.595612",482.595612,0.129937388452601,0.014769698978633,NA
"482.948425",482.948425,0.129290054244582,0.0150075539840708,NA
"483.301178",483.301178,0.128984244101389,0.0150616881681318,NA
"483.653992",483.653992,0.128898140000131,0.0150437433732899,NA
"484.006653",484.006653,0.128756276763154,0.0149959366027699,NA
"484.359375",484.359375,0.128688190925224,0.0149838106541176,NA
"484.711975",484.711975,0.12860275806854,0.0150093904975547,NA
"485.064545",485.064545,0.128623709043451,0.014980029630974,NA
"485.417145",485.417145,0.128597866292547,0.014972795301936,NA
"485.769653",485.769653,0.128581844437291,0.0150078334454493,NA
"486.122101",486.122101,0.128372922084591,0.0150955821949755,NA
"486.474548",486.474548,0.128296560314531,0.0150413722341746,NA
"486.826935",486.826935,0.128530943178732,0.0149314154024647,NA
"487.179352",487.179352,0.128587890736137,0.0149302521189592,NA
"487.531647",487.531647,0.12852227476776,0.0148951000693622,NA
"487.883881",487.883881,0.128469823520319,0.014905688473475,NA
"488.236145",488.236145,0.128523477051454,0.0148336675325119,NA
"488.588348",488.588348,0.128366582103068,0.0148206041600467,NA
"488.94046",488.94046,0.12816650242221,0.0148556930725129,NA
"489.292633",489.292633,0.128027943734106,0.0148659622758849,NA
"489.644714",489.644714,0.12791480805237,0.0148973725688552,NA
"489.996796",489.996796,0.127932386883158,0.0149005544969538,NA
"490.348755",490.348755,0.128017167481924,0.0148519990117436,NA
"490.700684",490.700684,0.127789297247458,0.0147947493810721,NA
"491.052643",491.052643,0.127683918248161,0.0147837808257961,NA
"491.40451",491.40451,0.127487042374282,0.0147879338106081,NA
"491.756317",491.756317,0.127508423008757,0.0147149262618963,NA
"492.108185",492.108185,0.127243070896097,0.0147041640557599,NA
"492.4599",492.4599,0.127285075067878,0.0146028256740018,NA
"492.811676",492.811676,0.127315582585407,0.0145508985795232,NA
"493.1633",493.1633,0.12760220402345,0.014306814725294,NA
"493.514923",493.514923,0.127585092341499,0.0141895492018374,NA
"493.866577",493.866577,0.127542661739956,0.0140907929421295,NA
"494.218109",494.218109,0.127352326021481,0.0141576601324363,NA
"494.569611",494.569611,0.127525818457402,0.0140229234387167,NA
"494.921143",494.921143,0.127412655499554,0.0139345553199257,NA
"495.272552",495.272552,0.127416871481191,0.0138022700522667,NA
"495.623993",495.623993,0.127187709157723,0.0138515785617272,NA
"495.975342",495.975342,0.127032662738006,0.0139212902903713,NA
"496.32663",496.32663,0.126928855758177,0.0138469151512917,NA
"496.677948",496.677948,0.126618321027409,0.0137774253420867,NA
"497.029175",497.029175,0.126194067031166,0.0137229336563045,NA
"497.380341",497.380341,0.125970830561388,0.0136473574317233,NA
"497.731537",497.731537,0.12581556156704,0.0135213031872974,NA
"498.082611",498.082611,0.125798072216899,0.0133281570941964,NA
"498.433746",498.433746,0.125572173904965,0.0132262518404008,NA
"498.78479",498.78479,0.125274970663194,0.0131921324994902,NA
"499.135742",499.135742,0.124943696114087,0.0131681791275892,NA
"499.486725",499.486725,0.124701645869999,0.0129706721890996,NA
"499.837646",499.837646,0.124696584356894,0.0126780941483089,NA
"500.188507",500.188507,0.124239248209223,0.0125665325778016,NA
"500.539368",500.539368,0.124049748642426,0.0124259132542511,NA
"500.890167",500.890167,0.124085886219387,0.0122776554478061,NA
"501.240936",501.240936,0.123764753789509,0.0121890898873244,NA
"501.591644",501.591644,0.123251290318941,0.012103728533721,NA
"501.942322",501.942322,0.122708899765614,0.0120351305291965,NA
"502.292969",502.292969,0.122346991180958,0.01202074407857,NA
"502.643555",502.643555,0.122222339805607,0.0118368143932187,NA
"502.99411",502.99411,0.122119046226924,0.0115915204378592,NA
"503.344635",503.344635,0.121729900246015,0.0114880600946388,NA
"503.695099",503.695099,0.121200876706373,0.0114812783800683,NA
"504.045532",504.045532,0.120928262292278,0.0114459498676331,NA
"504.395966",504.395966,0.120735211682905,0.0113085797946563,NA
"504.746277",504.746277,0.120366448282715,0.0112361375020762,NA
"505.096619",505.096619,0.120025916113884,0.011189107686082,NA
"505.446899",505.446899,0.119904328456683,0.0110658176076897,NA
"505.797089",505.797089,0.11958246550968,0.0110168769589579,NA
"506.147339",506.147339,0.119427304397994,0.0108562881256979,NA
"506.497467",506.497467,0.119111505821587,0.0108159205013916,NA
"506.847565",506.847565,0.118677424793171,0.0108837130400205,NA
"507.197662",507.197662,0.118327017135551,0.010907933636966,NA
"507.547668",507.547668,0.1183944001758,0.0108106580667307,NA
"507.897705",507.897705,0.11831455760481,0.0107019147719798,NA
"508.24762",508.24762,0.118107755464611,0.0105872934310282,NA
"508.597504",508.597504,0.117797630774271,0.0105874464766505,NA
"508.947418",508.947418,0.117662565083617,0.0105266167625176,NA
"509.297211",509.297211,0.117438661466899,0.0105614730617504,NA
"509.646973",509.646973,0.117408649743647,0.0104928032346425,NA
"509.996765",509.996765,0.117079539688877,0.0104784901368006,NA
"510.346466",510.346466,0.116897856199242,0.0103748996975759,NA
"510.696167",510.696167,0.116752143911388,0.0102777023279924,NA
"511.045746",511.045746,0.116958844648518,0.0101233645515453,NA
"511.395325",511.395325,0.116783599814586,0.0100074199490586,NA
"511.744934",511.744934,0.116494345925751,0.00994490611580682,NA
"512.094421",512.094421,0.116185086734325,0.00998184846285915,NA
"512.443787",512.443787,0.116278976086074,0.00985707206833425,NA
"512.793274",512.793274,0.116314699215544,0.00965114952024828,NA
"513.142578",513.142578,0.116305250118089,0.00944360212863839,NA
"513.492004",513.492004,0.116153172996758,0.00932474054978716,NA
"513.841309",513.841309,0.116030947819966,0.00928126971499418,NA
"514.190491",514.190491,0.11601296897033,0.00913466401802477,NA
"514.539734",514.539734,0.115932744034844,0.00898295990725224,NA
"514.888916",514.888916,0.115611996226263,0.0089036838950247,NA
"515.238037",515.238037,0.115390985200086,0.00880379837505291,NA
"515.587158",515.587158,0.115236235528603,0.00870170228993736,NA
"515.936218",515.936218,0.114927897133115,0.00864985074486102,NA
"516.285278",516.285278,0.114421402507882,0.00863404495051138,NA
"516.634155",516.634155,0.113897646919827,0.00869762518314151,NA
"516.983093",516.983093,0.113473759846521,0.00872079683137414,NA
"517.332031",517.332031,0.113090609357584,0.00865834376354062,NA
"517.680847",517.680847,0.112749924501381,0.00857873519107103,NA
"518.029602",518.029602,0.112357180606895,0.00852226160671128,NA
"518.378479",518.378479,0.111976170466625,0.00852748789235856,NA
"518.727173",518.727173,0.11154681091804,0.00844486270159177,NA
"519.075867",519.075867,0.111061871203194,0.00848016237194714,NA
"519.424438",519.424438,0.110827047671241,0.00836516097597466,NA
"519.773071",519.773071,0.110658825005079,0.00822192838821597,NA
"520.121643",520.121643,0.110459567810451,0.00812707484674758,NA
"520.470154",520.470154,0.110324998864113,0.00796365190185264,NA
"520.818604",520.818604,0.109924783192078,0.00793434050341358,NA
"521.167114",521.167114,0.1095121546185,0.00791498082683002,NA
"521.515442",521.515442,0.109409199280317,0.00777498278387371,NA
"521.863831",521.863831,0.109069191090382,0.00773038852929701,NA
"522.212097",522.212097,0.108629406783911,0.00774004976756603,NA
"522.560364",522.560364,0.108365496294051,0.00774511545717107,NA
"522.90863",522.90863,0.108290088497758,0.00760066731015419,NA
"523.256836",523.256836,0.107932703634243,0.00758366015235398,NA
"523.604919",523.604919,0.107678644294317,0.00752962552090318,NA
"523.953064",523.953064,0.107428430372534,0.00745532211212902,NA
"524.301086",524.301086,0.107222518583855,0.00739819663575521,NA
"524.64917",524.64917,0.106895154752326,0.00736124732445849,NA
"524.99707",524.99707,0.10677286954401,0.00730479648223222,NA
"525.345032",525.345032,0.106335109485214,0.00735278230860981,NA
"525.692993",525.692993,0.106051761324874,0.00739273868951454,NA
"526.040833",526.040833,0.105728961944602,0.00739226010731959,NA
"526.38855",526.38855,0.105568446150808,0.00729235062532303,NA
"526.73645",526.73645,0.105207147870669,0.00729687978063755,NA
"527.084106",527.084106,0.104972881954327,0.00724589132574575,NA
"527.431885",527.431885,0.104684130616425,0.00722622898731774,NA
"527.77948",527.77948,0.104527014852533,0.0071314747472174,NA
"528.127075",528.127075,0.104353611413091,0.00702367019847698,NA
"528.47467",528.47467,0.104304351314102,0.0068824040908721,NA
"528.822205",528.822205,0.104081610450946,0.00686955313644781,NA
"529.169617",529.169617,0.104055518462687,0.00675547243533692,NA
"529.517151",529.517151,0.103913944598742,0.00659781542672474,NA
"529.864502",529.864502,0.103998520541571,0.00642890899645408,NA
"530.211853",530.211853,0.10400837927707,0.006331331578773,NA
"530.559143",530.559143,0.103838221913805,0.00624495120076131,NA
"530.906372",530.906372,0.103837891381715,0.00615775581122445,NA
"531.253662",531.253662,0.103852400906413,0.0060483948696239,NA
"531.60083",531.60083,0.103569740654624,0.00605584270052025,NA
"531.947998",531.947998,0.103293877180135,0.00608922791726946,NA
"532.295105",532.295105,0.103103885596696,0.00611301464908489,NA
"532.642151",532.642151,0.103027178774826,0.00595107768432567,NA
"532.989197",532.989197,0.102662286429354,0.00590064498060136,NA
"533.336182",533.336182,0.10254127868448,0.00588081311615179,NA
"533.683105",533.683105,0.102268357549897,0.00586585401354673,NA
"534.030029",534.030029,0.10198996050906,0.0059125023722659,NA
"534.376892",534.376892,0.101967113147867,0.00588407892224318,NA
"534.723694",534.723694,0.101600536489863,0.00589787223803631,NA
"535.070496",535.070496,0.101347794759421,0.00595527794024982,NA
"535.417175",535.417175,0.101112650660801,0.00599904061272916,NA
"535.763855",535.763855,0.10111931146991,0.00592401170409482,NA
"536.110535",536.110535,0.101064496453924,0.00580789976482989,NA
"536.457092",536.457092,0.10089899152712,0.00585846555011375,NA
"536.803711",536.803711,0.100921776552263,0.00583678159000091,NA
"537.150269",537.150269,0.100805178889287,0.00579759181286542,NA
"537.496704",537.496704,0.100883918544686,0.00571430701479001,NA
"537.84314",537.84314,0.100623191422085,0.00565044687660494,NA
"538.189514",538.189514,0.10041603043238,0.00561133671730998,NA
"538.535828",538.535828,0.100448650080114,0.0055868705733176,NA
"538.882202",538.882202,0.100464663371281,0.00548254954066477,NA
"539.228455",539.228455,0.100373388053479,0.00540699940126861,NA
"539.574707",539.574707,0.100125147044888,0.00537723305025413,NA
"539.920837",539.920837,0.100121505441369,0.00537044067054726,NA
"540.266968",540.266968,0.10011548959854,0.00530507399020027,NA
"540.613098",540.613098,0.0999995696898948,0.00524931786309589,NA
"540.959167",540.959167,0.0998649913621375,0.00521058737909889,NA
"541.305176",541.305176,0.0996901468266385,0.00518123283039639,NA
"541.651184",541.651184,0.0994780929809331,0.005236490917464,NA
"541.99707",541.99707,0.0994659471918034,0.005139250833358,NA
"542.343018",542.343018,0.0993612902857539,0.00505386769263259,NA
"542.688843",542.688843,0.0991570247662268,0.00504273561064957,NA
"543.034607",543.034607,0.0990146731248788,0.00504937445138606,NA
"543.380371",543.380371,0.0990037133038005,0.00501185950490097,NA
"543.726135",543.726135,0.0989462281309312,0.00496963767433372,NA
"544.071716",544.071716,0.0989479012224875,0.0049000092729682,NA
"544.417419",544.417419,0.0987810069539777,0.00490541903076924,NA
"544.763",544.763,0.0987861441154015,0.00489844442324417,NA
"545.108521",545.108521,0.0986787515189325,0.00494219524156507,NA
"545.454102",545.454102,0.0987987994913389,0.00484368506170563,NA
"545.7995",545.7995,0.0987327381772864,0.00490114851212556,NA
"546.144958",546.144958,0.0987354438201907,0.00491014757687555,NA
"546.490295",546.490295,0.0988590616990393,0.00486138247930047,NA
"546.835632",546.835632,0.0988312469044798,0.00482981992448989,NA
"547.180969",547.180969,0.0987247144672754,0.00488658465718191,NA
"547.526184",547.526184,0.0986404158078086,0.00480475530090282,NA
"547.87146",547.87146,0.0985432129645058,0.00481571153430468,NA
