"","Wavelength_nm","Kd_per_meter","Kd_per_meter.sd","Kd_per_meter_fitted"
"548.216553",548.216553,0.0987352596046441,0.0048284555864415,NA
"548.561707",548.561707,0.0986992928520301,0.00480289697278637,NA
"548.906799",548.906799,0.0986669125697177,0.00474827219803514,NA
"549.251831",549.251831,0.098648867083817,0.00475861816114319,NA
"549.596802",549.596802,0.0985677454209277,0.00476402447769334,NA
"549.941772",549.941772,0.0983909622600015,0.0047979524687324,NA
"550.286682",550.286682,0.0983086502568028,0.00482389380322629,NA
"550.631531",550.631531,0.0982619971341393,0.00481348054480613,NA
"550.976379",550.976379,0.0983028852004001,0.00470255113935221,NA
"551.321167",551.321167,0.0982151614529972,0.00473999230300505,NA
"551.665894",551.665894,0.0980598891795788,0.00471345388421888,NA
"552.01062",552.01062,0.0978987192246747,0.00461899897466411,NA
"552.355225",552.355225,0.097861474889626,0.00458905684452214,NA
"552.69989",552.69989,0.0979948031712651,0.00452777943352709,NA
"553.044434",553.044434,0.0979714341540575,0.00443070572388429,NA
"553.388977",553.388977,0.0978298190084574,0.00437379482228904,NA
"553.733459",553.733459,0.097783818543307,0.00427975381340552,NA
"554.077881",554.077881,0.0974754008688294,0.00425309544203142,NA
"554.422302",554.422302,0.0974600795741195,0.00423377061292674,NA
"554.766663",554.766663,0.0972430420895629,0.00421857826552698,NA
"555.110901",555.110901,0.0971387204208873,0.00418677589265674,NA
"555.455261",555.455261,0.0970778193593536,0.00415742787290584,NA
"555.799438",555.799438,0.0969465930298874,0.00418877833792879,NA
"556.143677",556.143677,0.0967965453005232,0.00414570956532959,NA
"556.487793",556.487793,0.0967298825580615,0.00408315080064771,NA
"556.831909",556.831909,0.096664780248843,0.00408374536616404,NA
"557.175964",557.175964,0.0965061750853148,0.00406231376753383,NA
"557.519897",557.519897,0.0966045168998294,0.0040389018037159,NA
"557.863892",557.863892,0.0967583187480911,0.00395726101442334,NA
"558.207886",558.207886,0.0967600469599236,0.00387641601485524,NA
"558.551697",558.551697,0.0968205498278384,0.00383402937693662,NA
"558.895569",558.895569,0.0967787761618946,0.00385999056987503,NA
"559.23938",559.23938,0.0967534827877147,0.00383249153241187,NA
"559.58313",559.58313,0.0967381017797272,0.00378802151497975,NA
"559.92688",559.92688,0.0967369877879012,0.00378021691251391,NA
"560.270508",560.270508,0.0965269246767447,0.00378501456002172,NA
"560.614075",560.614075,0.0964368345592855,0.00374599443115983,NA
"560.957703",560.957703,0.0966813990691701,0.00370590958898633,NA
"561.301208",561.301208,0.0963189879484093,0.00371007340222872,NA
"561.644775",561.644775,0.0961449164152585,0.00375421792673685,NA
"561.988159",561.988159,0.0961117863712796,0.00371108228391547,NA
"562.331543",562.331543,0.0961413959824972,0.00374201018499272,NA
"562.674988",562.674988,0.0961080134798473,0.00369071508585841,NA
"563.018311",563.018311,0.0961984875371616,0.00368018158339901,NA
"563.361572",563.361572,0.0961560082137409,0.00368525061243593,NA
"563.704773",563.704773,0.0961177596229662,0.00363276367376846,NA
"564.047974",564.047974,0.0961683883609979,0.00363714211268891,NA
"564.391113",564.391113,0.0963784637409542,0.00360727376666484,NA
"564.734253",564.734253,0.0963221847759889,0.00360054274027596,NA
"565.077271",565.077271,0.0967318829203578,0.00358472416158863,NA
"565.420349",565.420349,0.0969713253337881,0.00357111003451102,NA
"565.763245",565.763245,0.0971646148679447,0.00354939376156964,NA
"566.106201",566.106201,0.0969738942993039,0.00355300586770871,NA
"566.449158",566.449158,0.0970015906241637,0.00359374276895145,NA
"566.791931",566.791931,0.0969818612900324,0.00360172466256323,NA
"567.134766",567.134766,0.097274902864734,0.00353172093967679,NA
"567.477539",567.477539,0.0976382466031954,0.00351854827943541,NA
"567.82019",567.82019,0.0977705170335116,0.00352500445874734,NA
"568.162903",568.162903,0.0978920692486228,0.00355762187367138,NA
"568.505493",568.505493,0.0980639597897195,0.00360346180932985,NA
"568.848083",568.848083,0.0980354253041255,0.00362966344250309,NA
"569.190613",569.190613,0.0981835149116589,0.0036302272027046,NA
"569.533142",569.533142,0.0986394138937431,0.0037316129490181,NA
"569.875549",569.875549,0.099124048476382,0.00378278945591578,NA
"570.218018",570.218018,0.0994446947235016,0.0037712429546821,NA
"570.560364",570.560364,0.0997529551097594,0.00378593301876828,NA
"570.90271",570.90271,0.100113429558465,0.00389684606149027,NA
"571.244934",571.244934,0.100202422337395,0.00406389042494782,NA
"571.587158",571.587158,0.1005920315597,0.00414930606659526,NA
"571.929382",571.929382,0.1008919183821,0.00418919287260082,NA
"572.271545",572.271545,0.101357243815409,0.00419382661712298,NA
"572.613647",572.613647,0.101771837472978,0.00425700009219913,NA
"572.95575",572.95575,0.102184572428922,0.00429419449000767,NA
"573.297668",573.297668,0.10251186520148,0.00429526418573389,NA
"573.639709",573.639709,0.102868500674973,0.00431242760180105,NA
"573.981628",573.981628,0.103430345018273,0.00434145515916015,NA
"574.323425",574.323425,0.104021971822221,0.00439974112082005,NA
"574.665344",574.665344,0.104398302971758,0.00448496811131331,NA
"575.007141",575.007141,0.105038003638391,0.00448846945842721,NA
"575.348877",575.348877,0.105578088172108,0.00454546806138684,NA
"575.690613",575.690613,0.106181270077809,0.00464132296489789,NA
"576.032227",576.032227,0.106740823975416,0.00472769465217531,NA
"576.373901",576.373901,0.107354049376454,0.00483614495287034,NA
"576.715454",576.715454,0.108024675301269,0.0050470649842963,NA
"577.056946",577.056946,0.10872650413726,0.0050906290186068,NA
"577.398499",577.398499,0.109635701030227,0.00527198251412798,NA
"577.739929",577.739929,0.110452513009514,0.00535769261099367,NA
"578.081299",578.081299,0.111221936080812,0.0054623988986298,NA
"578.422729",578.422729,0.112025083901408,0.00555119183255416,NA
"578.763977",578.763977,0.112988410851091,0.00566896796858057,NA
"579.105347",579.105347,0.113935963055847,0.00579532871864393,NA
"579.446472",579.446472,0.114807870443947,0.00602734453384988,NA
"579.787659",579.787659,0.115687929905746,0.00625720481606836,NA
"580.128845",580.128845,0.116838295499082,0.00630824880074791,NA
"580.46991",580.46991,0.118024426730784,0.00634499245014764,NA
"580.810913",580.810913,0.118946418055092,0.00660268355357422,NA
"581.151978",581.151978,0.119978425380379,0.00668174793099771,NA
"581.49292",581.49292,0.120905163895398,0.00694424960820234,NA
"581.833862",581.833862,0.122045228746436,0.00712001712747639,NA
"582.174683",582.174683,0.123064460372735,0.00736686203972993,NA
"582.515503",582.515503,0.12414247622735,0.00752129040957052,NA
"582.856323",582.856323,0.125419890875507,0.00760535633915456,NA
"583.197021",583.197021,0.126723071626543,0.00755108747424244,NA
"583.53772",583.53772,0.127955987548164,0.00769196138867233,NA
"583.878418",583.878418,0.129037014033081,0.00791812577312046,NA
"584.218994",584.218994,0.130182282732067,0.00816094023026061,NA
"584.559631",584.559631,0.13139716168345,0.00832698022304722,NA
"584.900085",584.900085,0.132571427791669,0.00853812217076635,NA
"585.24054",585.24054,0.13412095260491,0.00856022463600722,NA
"585.580994",585.580994,0.135499492771858,0.00873677832477582,NA
"585.921326",585.921326,0.137217778537255,0.00879988154828574,NA
"586.261719",586.261719,0.138565621971822,0.00912219412881589,NA
"586.602051",586.602051,0.13977360335988,0.00937365963190151,NA
"586.942261",586.942261,0.14096642153178,0.00976868908836288,NA
"587.282471",587.282471,0.142306108610249,0.00993373009777466,NA
"587.62262",587.62262,0.143821528393635,0.0101415564358776,NA
"587.962708",587.962708,0.145243803359605,0.0102901289710893,NA
"588.302856",588.302856,0.146872643498101,0.010522088444707,NA
"588.642822",588.642822,0.148474380272742,0.0107622210645893,NA
"588.982788",588.982788,0.149937344876081,0.0110860457274926,NA
"589.322815",589.322815,0.151349543969074,0.01153471042674,NA
"589.662659",589.662659,0.152655731602318,0.0118572079424093,NA
"590.002502",590.002502,0.154043924750474,0.0120291091038645,NA
"590.342346",590.342346,0.15556634290394,0.0123749506192558,NA
"590.682068",590.682068,0.157207169624935,0.0126833728307931,NA
"591.021851",591.021851,0.158824267267397,0.0129944980185714,NA
"591.361511",591.361511,0.160386675504372,0.0132939143641445,NA
"591.70105",591.70105,0.161962349209818,0.0135907737621937,NA
"592.040649",592.040649,0.163377385861568,0.0138984709133185,NA
"592.380188",592.380188,0.164820233181883,0.0142768212451961,NA
"592.719666",592.719666,0.166446773226239,0.0146656489169634,NA
"593.059143",593.059143,0.168251776247759,0.0149299699064482,NA
"593.398499",593.398499,0.170301970865387,0.0151594920415298,NA
"593.737915",593.737915,0.172220932219819,0.0155066179471075,NA
"594.077209",594.077209,0.174294982812269,0.0159004180073425,NA
"594.416443",594.416443,0.176322127439035,0.0161267240458667,NA
"594.755737",594.755737,0.17841578862866,0.0165889685318032,NA
"595.09491",595.09491,0.180635026115147,0.0169858357405461,NA
"595.434021",595.434021,0.182814281084721,0.0175484837859712,NA
"595.773132",595.773132,0.185376272336318,0.0179822766368197,NA
"596.112122",596.112122,0.188059368015265,0.0183355171751403,NA
"596.451233",596.451233,0.190385084917913,0.0187632934801234,NA
"596.790161",596.790161,0.19314183785081,0.0190359412782528,NA
"597.129028",597.129028,0.195735390705073,0.0195441155520128,NA
"597.467896",597.467896,0.198786411965641,0.0199795043698172,NA
"597.806702",597.806702,0.201467236555634,0.0204388844440944,NA
"598.145447",598.145447,0.204384747125651,0.0211126288786369,NA
"598.484253",598.484253,0.20747365884323,0.021516870659211,NA
"598.822937",598.822937,0.210481568248416,0.0219221524412645,NA
"599.16156",599.16156,0.2135230754104,0.0223716497743879,NA
"599.500122",599.500122,0.21611383004593,0.0230469302412034,NA
"599.838684",599.838684,0.219038820532456,0.0235459867423861,NA
"600.177246",600.177246,0.222156356941692,0.0239953049771356,NA
"600.515625",600.515625,0.225061928048008,0.0245311962260269,NA
"600.854065",600.854065,0.227730191171578,0.0251113202345204,NA
"601.192444",601.192444,0.230202858129382,0.0257555978999867,NA
"601.530762",601.530762,0.233109903072493,0.0263599720249737,NA
"601.869019",601.869019,0.235922892490266,0.0267851198441906,NA
"602.207275",602.207275,0.238504720832344,0.0272393878960937,NA
"602.545471",602.545471,0.240984394462608,0.0278220556960753,NA
"602.883606",602.883606,0.243249919037867,0.0280838913033831,NA
"603.22168",603.22168,0.24561822407058,0.0283795323030971,NA
"603.559753",603.559753,0.247453551636273,0.0287490403798753,NA
"603.897766",603.897766,0.249264070584538,0.0291752294776913,NA
"604.235718",604.235718,0.250775665352502,0.0296509256987052,NA
"604.573669",604.573669,0.25248176770821,0.0300583778667199,NA
"604.911499",604.911499,0.25440926729264,0.0302508791033087,NA
"605.249329",605.249329,0.255546804792068,0.0303921524385362,NA
"605.587097",605.587097,0.256763702667604,0.030554411692666,NA
"605.924866",605.924866,0.257830975198794,0.0309039401026778,NA
"606.262512",606.262512,0.258888154267776,0.031033316277176,NA
"606.60022",606.60022,0.260198820337521,0.03120687417703,NA
"606.937744",606.937744,0.261187335376534,0.0313737045199878,NA
"607.275391",607.275391,0.262631173002884,0.0315005939844165,NA
"607.612854",607.612854,0.263803685158737,0.0317077562992862,NA
"607.950256",607.950256,0.264784180271589,0.0319163991453951,NA
"608.28772",608.28772,0.265900330978176,0.0320032172212741,NA
"608.625061",608.625061,0.26655966482338,0.0323400275105723,NA
"608.962402",608.962402,0.267727003271285,0.0324877588481214,NA
"609.299683",609.299683,0.268414074113428,0.0328319047233745,NA
"609.636902",609.636902,0.26929783968932,0.033046600288261,NA
"609.974182",609.974182,0.270146418050131,0.0333422619182381,NA
"610.311279",610.311279,0.270649574252231,0.0335216286862768,NA
"610.648315",610.648315,0.271842141242659,0.0338776426795739,NA
"610.985474",610.985474,0.272268225153347,0.0341115388846953,NA
"611.322388",611.322388,0.27294339853445,0.0344578886490335,NA
"611.659363",611.659363,0.273872045601313,0.0344670132255705,NA
"611.996338",611.996338,0.274590752080346,0.0347018288813339,NA
"612.33313",612.33313,0.275372122564697,0.0346744354168994,NA
"612.669983",612.669983,0.27622375477607,0.0350385766450186,NA
"613.006775",613.006775,0.277376104159562,0.0349231806045685,NA
"613.343506",613.343506,0.27840237515604,0.0350900984955053,NA
"613.680237",613.680237,0.279600328213451,0.0351555695850356,NA
"614.016846",614.016846,0.280772915455709,0.0356010113332833,NA
"614.353394",614.353394,0.28133734899291,0.0358109264043133,NA
"614.690002",614.690002,0.282131873284159,0.0359843558117904,NA
"615.026489",615.026489,0.283261879291827,0.0359953476511024,NA
"615.362915",615.362915,0.28436879080504,0.0361650827479433,NA
"615.699402",615.699402,0.285365150501464,0.0365877819807058,NA
"616.035706",616.035706,0.286276462326258,0.037007365072698,NA
"616.37207",616.37207,0.28707684172468,0.0368937511195636,NA
"616.708313",616.708313,0.288006547927402,0.0371729658728652,NA
"617.044495",617.044495,0.288633673404579,0.0371933579812611,NA
"617.380737",617.380737,0.289321968099029,0.0372922979902359,NA
"617.716858",617.716858,0.289766338653701,0.037498842086401,NA
"618.052979",618.052979,0.290700475455858,0.0374838259454994,NA
"618.388977",618.388977,0.291617906466524,0.0375128097837914,NA
"618.724976",618.724976,0.292735828138451,0.0377229887055185,NA
"619.060913",619.060913,0.293460500282748,0.037887536739719,NA
"619.396851",619.396851,0.294252488245418,0.0375497836612265,NA
"619.732666",619.732666,0.295192466268333,0.0377116884737918,NA
"620.068542",620.068542,0.296277861098039,0.0380734271726181,NA
"620.404297",620.404297,0.296364007179154,0.0384580315182004,NA
"620.73999",620.73999,0.297184478042077,0.03862185407631,NA
"621.075684",621.075684,0.297790429893538,0.0388173479983877,NA
"621.411316",621.411316,0.299293036498221,0.0391200169069952,NA
"621.746948",621.746948,0.30001676171928,0.0393625928930271,NA
"622.082458",622.082458,0.300933757133926,0.0399430157464473,NA
"622.417908",622.417908,0.301562111173131,0.0401276386826314,NA
"622.753418",622.753418,0.301998831123933,0.0403429041984811,NA
"623.088806",623.088806,0.302826982367658,0.0408740944187489,NA
"623.424072",623.424072,0.303618056886372,0.041070681931658,NA
"623.75946",623.75946,0.304393010663915,0.0412768241527564,NA
"624.094727",624.094727,0.305649382375762,0.0413087297950211,NA
"624.429932",624.429932,0.306661150140008,0.0415826634800899,NA
"624.765015",624.765015,0.307835569063452,0.0419737979000824,NA
"625.100159",625.100159,0.308258503246407,0.0415995063349925,NA
"625.435242",625.435242,0.309214843084317,0.0420005997772827,NA
"625.770264",625.770264,0.309815162448601,0.0418028843132151,NA
"626.105225",626.105225,0.310509937545498,0.0419893245651307,NA
"626.440186",626.440186,0.311693163765797,0.0422006552981083,NA
"626.775085",626.775085,0.312384650376108,0.0421376899961753,NA
"627.109924",627.109924,0.313815139740835,0.0424362448293625,NA
"627.444763",627.444763,0.314681553329214,0.0425225584198947,NA
"627.779419",627.779419,0.315640388068382,0.0427250421050873,NA
"628.114197",628.114197,0.316243446096669,0.0427011342382521,NA
"628.448853",628.448853,0.31716751287003,0.0426820238245538,NA
"628.783386",628.783386,0.317942504108867,0.0431563880544753,NA
"629.118042",629.118042,0.318962757077139,0.0431911128771691,NA
"629.452515",629.452515,0.320241642444746,0.0434941486195204,NA
"629.787048",629.787048,0.320825009939549,0.043371979461745,NA
"630.12146",630.12146,0.321362533179569,0.0432778336263108,NA
"630.45575",630.45575,0.322229927666,0.043505218027086,NA
"630.790161",630.790161,0.322763833115614,0.0432918605398427,NA
"631.124451",631.124451,0.323587163929335,0.0435176688263616,NA
"631.458618",631.458618,0.324874885808123,0.043790025298897,NA
"631.792847",631.792847,0.32578669426486,0.0443863468076178,NA
"632.126953",632.126953,0.32651623238951,0.0447159127054823,NA
"632.461121",632.461121,0.327519072555162,0.0450160277312284,NA
"632.795105",632.795105,0.328384318938374,0.0453563905313866,NA
"633.129089",633.129089,0.328849677881488,0.0454768439608517,NA
"633.463135",633.463135,0.330008380526497,0.0458187096533308,NA
"633.796997",633.796997,0.331478075254748,0.0462102678418213,NA
"634.130859",634.130859,0.332268015101929,0.0465248122842606,NA
"634.464661",634.464661,0.332795581881959,0.0472221150879843,NA
"634.798401",634.798401,0.33347718531786,0.047306791648387,NA
"635.132141",635.132141,0.33381434179342,0.0472194440537336,NA
"635.465881",635.465881,0.334695489205872,0.0471207326753657,NA
"635.799438",635.799438,0.334986656831141,0.0471383774212497,NA
"636.133057",636.133057,0.335422320013395,0.0473530663223944,NA
"636.466553",636.466553,0.33542943054294,0.0469419469096716,NA
"636.799988",636.799988,0.33624617752631,0.0470261702776538,NA
"637.133484",637.133484,0.337230076105041,0.0473115706242593,NA
"637.466919",637.466919,0.337894297227957,0.0478403463754928,NA
"637.800293",637.800293,0.338441199876192,0.0480375848560209,NA
"638.133606",638.133606,0.338992102076513,0.0478637793336259,NA
"638.466797",638.466797,0.339181823741565,0.0479349186012864,NA
"638.800049",638.800049,0.339298638712533,0.0480136877947593,NA
"639.133179",639.133179,0.33968527366603,0.0482399098411516,NA
"639.466248",639.466248,0.340430018338969,0.0485013354529436,NA
"639.799316",639.799316,0.34118168350073,0.0483662013370093,NA
"640.132324",640.132324,0.341932514362428,0.0485828116534732,NA
"640.465332",640.465332,0.342881297149304,0.048945476447076,NA
"640.798218",640.798218,0.343277377926987,0.0487153822991452,NA
"641.131104",641.131104,0.343106109417379,0.0483360702122159,NA
"641.463928",641.463928,0.343818204112886,0.0484349326326796,NA
"641.796692",641.796692,0.344525823804839,0.0487243316331721,NA
"642.129456",642.129456,0.345320898878163,0.0490290561768667,NA
"642.462158",642.462158,0.346146179558615,0.0493005009293119,NA
"642.7948",642.7948,0.347287913315255,0.0494031340881825,NA
"643.127441",643.127441,0.347953468153462,0.0495952862156361,NA
"643.459961",643.459961,0.348272668443885,0.0498283406251531,NA
"643.792419",643.792419,0.348892849968268,0.0503624104065794,NA
"644.124939",644.124939,0.349395532089737,0.050426686518997,NA
"644.457275",644.457275,0.349318661579918,0.0506928951328644,NA
"644.789673",644.789673,0.350211146091417,0.051054442654714,NA
"645.121948",645.121948,0.351019433412541,0.0512133168716006,NA
"645.454163",645.454163,0.351224518230423,0.0508461597598843,NA
"645.786438",645.786438,0.351754391199675,0.0509822519373845,NA
"646.118591",646.118591,0.352060845682967,0.0508491053927629,NA
"646.450745",646.450745,0.352272754929208,0.051069327946914,NA
"646.782776",646.782776,0.35337032340101,0.0511757735692724,NA
"647.114807",647.114807,0.354299277324911,0.0513172469008788,NA
"647.446777",647.446777,0.355747267480318,0.0512725889757669,NA
"647.778687",647.778687,0.355903838410902,0.0512033432821851,NA
"648.110596",648.110596,0.357143905901203,0.0514487018004662,NA
"648.442444",648.442444,0.357760334061895,0.051195876948043,NA
"648.77417",648.77417,0.358067219470309,0.0513011740853818,NA
"649.105957",649.105957,0.359503578328396,0.0516710581312723,NA
"649.437683",649.437683,0.360852461862842,0.0517979333620159,NA
"649.769287",649.769287,0.362881809767128,0.0525332819929921,NA
"650.100891",650.100891,0.364213955603781,0.0531594528832761,NA
"650.432434",650.432434,0.364800352585301,0.0533592447847241,NA
"650.763916",650.763916,0.365983891017302,0.0534098597291167,NA
"651.095337",651.095337,0.367183917982938,0.0539320543658404,NA
"651.426819",651.426819,0.369413120125868,0.0545846800095519,NA
"651.758118",651.758118,0.370360664967813,0.0547403356608633,NA
"652.089539",652.089539,0.37216889388902,0.0556659458933638,NA
"652.420715",652.420715,0.374006364174776,0.0560332519452287,NA
"652.751953",652.751953,0.375796978999838,0.0570757256943582,NA
"653.08313",653.08313,0.377235057989986,0.0578412086468108,NA
"653.414185",653.414185,0.37875049804324,0.0582156958888552,NA
"653.7453",653.7453,0.3801194943401,0.0581624181495247,NA
"654.076355",654.076355,0.380873441852511,0.0576173525445243,NA
"654.407288",654.407288,0.382834125584576,0.0581415663974175,NA
"654.738281",654.738281,0.384706379763456,0.0586027187076468,NA
"655.069092",655.069092,0.385652559426403,0.0586680615997918,NA
"655.399902",655.399902,0.387216898612915,0.0589488626563386,NA
"655.730713",655.730713,0.389532597284869,0.0592953768138406,NA
"656.061462",656.061462,0.392311796775921,0.0601631075954851,NA
"656.392151",656.392151,0.394660709092911,0.0601261753269777,NA
"656.722839",656.722839,0.396232360019596,0.0597617173065949,NA
"657.053345",657.053345,0.398968867457686,0.0602695132765959,NA
"657.383972",657.383972,0.401908843991283,0.0609497270347386,NA
"657.714417",657.714417,0.404148895371392,0.0615542012781683,NA
"658.044861",658.044861,0.406408913246673,0.0623625320743581,NA
"658.375305",658.375305,0.408945781117517,0.0632429726301754,NA
"658.705627",658.705627,0.412231189890299,0.0641390924761892,NA
"659.035889",659.035889,0.417293827695274,0.0667813105984533,NA
"659.366211",659.366211,0.420085649688894,0.0678553212150663,NA
"659.69635",659.69635,0.422389179033223,0.0684113452987546,NA
"660.026611",660.026611,0.424692772698302,0.0691128559277992,NA
"660.356689",660.356689,0.428437584623475,0.07090386000036,NA
"660.686707",660.686707,0.431046302104137,0.0721843745867508,NA
"661.016785",661.016785,0.433035457786145,0.073125722159346,NA
"661.34668",661.34668,0.437611275661084,0.0760852356560422,NA
"661.676636",661.676636,0.442262581970359,0.078619498845019,NA
"662.006531",662.006531,0.444639695817995,0.0793267950448295,NA
"662.336304",662.336304,0.446864705438455,0.0802110770262178,NA
"662.666138",662.666138,0.447814788152104,0.0794140820658499,NA
"662.99585",662.99585,0.450688539364943,0.0803521424333312,NA
"663.3255",663.3255,0.453263534362307,0.0813102572680329,NA
"663.655212",663.655212,0.456239270903202,0.0833459816251208,NA
"663.984741",663.984741,0.459644480696832,0.0851625104589504,NA
"664.31427",664.31427,0.462766227457926,0.0865729761666317,NA
"664.643738",664.643738,0.465439722603583,0.087461591242782,NA
"664.973206",664.973206,0.467209098518215,0.0878662537648594,NA
"665.302612",665.302612,0.469218424351534,0.088550347565849,NA
"665.631897",665.631897,0.471211728191625,0.0883978768809011,NA
"665.961182",665.961182,0.474327056182301,0.0898326165720232,NA
"666.290527",666.290527,0.477223268300809,0.0915093422056889,NA
"666.619629",666.619629,0.480294945000521,0.0948429219289837,NA
"666.948792",666.948792,0.48511208169614,0.0995552584780717,NA
"667.277893",667.277893,0.485343095098443,0.0975769208101663,NA
"667.606934",667.606934,0.486453679676041,0.0976671840366429,NA
"667.935974",667.935974,0.488324921133525,0.0984766094649758,NA
"668.264893",668.264893,0.490724830505653,0.100316357012054,NA
"668.59375",668.59375,0.49077724039984,0.0978063289168429,NA
"668.922668",668.922668,0.492798041438391,0.0996186080937042,NA
"669.251465",669.251465,0.494518417062227,0.10055103788192,NA
"669.5802",669.5802,0.497936351699282,0.103559236161753,NA
"669.908936",669.908936,0.500656469051214,0.10521296402246,NA
"670.23761",670.23761,0.50375052233081,0.106282258289052,NA
"670.566223",670.566223,0.502321936814578,0.102504444581277,NA
"670.894775",670.894775,0.5070919745451,0.105945842849033,NA
"671.223267",671.223267,0.510904647115886,0.108937203758267,NA
"671.551758",671.551758,0.510139969901714,0.105701337502184,NA
"671.880127",671.880127,0.514206391591267,0.109220730651147,NA
"672.208496",672.208496,0.525369126737062,0.124656512912694,NA
"672.536865",672.536865,0.521794932628302,0.116945740864728,NA
"672.865112",672.865112,0.522921840910934,0.11751047196176,NA
"673.19342",673.19342,0.524085782797917,0.118662012913266,NA
"673.521484",673.521484,0.525262294923564,0.119415818251928,NA
"673.84967",673.84967,0.523244622874556,0.115457785957861,NA
"674.177734",674.177734,0.527893260122836,0.12209306496623,NA
"674.505737",674.505737,0.530252654550652,0.125340177720165,NA
"674.83374",674.83374,0.537354766798989,0.139138765997606,NA
"675.161682",675.161682,0.510612782041992,0.101659753006277,NA
"675.489502",675.489502,0.546439148777424,0.165624770540151,NA
"675.817383",675.817383,0.529692032895383,0.123916019054971,NA
"676.145142",676.145142,0.538185605554311,0.137874193577311,NA
"676.4729",676.4729,0.539927002184968,0.141303041450955,NA
"676.800598",676.800598,0.539441451086481,0.136814768787945,NA
"677.128174",677.128174,0.542891432936707,0.143972596466999,NA
"677.455811",677.455811,0.540739759650289,0.138138196026678,NA
"677.783325",677.783325,0.538641810090933,0.131872009258103,NA
"678.110779",678.110779,0.548613090364416,0.155496970792889,NA
"678.438293",678.438293,0.543692809723083,0.142817691669584,NA
"678.765686",678.765686,0.542886846319607,0.135609146987675,NA
"679.093018",679.093018,0.5437743360137,0.137527344987485,NA
"679.420288",679.420288,0.555956576147399,0.162579896889983,NA
"679.747559",679.747559,0.539548926677365,0.127047613040479,NA
"680.074768",680.074768,0.539922161513188,0.126900183320542,NA
"680.401855",680.401855,0.543572525025007,0.132276517399914,NA
"680.728943",680.728943,0.538095418531819,0.122364723946413,NA
"681.05603",681.05603,0.539310379688575,0.123309487321445,NA
"681.383057",681.383057,0.532487415008216,0.113451240012947,NA
"681.709961",681.709961,0.529384611375316,0.108615957579957,NA
"682.036865",682.036865,0.527355672843134,0.105733602081823,NA
"682.363708",682.363708,0.524846872590442,0.101370545476139,NA
"682.690491",682.690491,0.524349945063837,0.101227385512908,NA
"683.017273",683.017273,0.525355425570871,0.102956733720337,NA
"683.343933",683.343933,0.529720784758598,0.108560161503347,NA
"683.670654",683.670654,0.530043025365228,0.108166066799451,NA
"683.997192",683.997192,0.528881520041264,0.107434927576823,NA
"684.32373",684.32373,0.532505642753793,0.112385979276876,NA
"684.65033",684.65033,0.529145961216323,0.107213205506518,NA
"684.976746",684.976746,0.530575202918007,0.108741653339734,NA
"685.303162",685.303162,0.524375943691348,0.100928717259035,NA
"685.629456",685.629456,0.524794606817848,0.103096969769548,NA
"685.95575",685.95575,0.526941293615245,0.106360518878765,NA
"686.282043",686.282043,0.530170338311069,0.108814073200893,NA
"686.608215",686.608215,0.525847676140373,0.102822942226714,NA
"686.934387",686.934387,0.522709420776619,0.0991034276664521,NA
"687.260559",687.260559,0.524090154168012,0.100951047436696,NA
"687.586548",687.586548,0.520173605614126,0.0945454184515106,NA
"687.912659",687.912659,0.519482197790432,0.0933906618629663,NA
"688.238525",688.238525,0.517946063896938,0.0917371473107473,NA
"688.564453",688.564453,0.521243154503144,0.095185417047481,NA
"688.890381",688.890381,0.526480015535854,0.101644765110214,NA
"689.216125",689.216125,0.525753740713559,0.0985374183948592,NA
"689.54187",689.54187,0.526265252598496,0.0991481823695251,NA
"689.867615",689.867615,0.517738102399259,0.0897798670127449,NA
"690.193298",690.193298,0.516538045088148,0.0881539786866915,NA
"690.518921",690.518921,0.516889812471667,0.0879900592084976,NA
"690.844482",690.844482,0.515588241592002,0.0863515869199399,NA
"691.169922",691.169922,0.519383128060823,0.0892872832601204,NA
"691.495483",691.495483,0.51849768526276,0.088191755020267,NA
"691.820862",691.820862,0.528451345840795,0.0968169081621563,NA
"692.146179",692.146179,0.532421690851917,0.0999696401188379,NA
"692.471558",692.471558,0.533939510419131,0.100022497711102,NA
"692.796753",692.796753,0.534032039330374,0.0988410685826229,NA
"693.12207",693.12207,0.536306367730297,0.0996461947911531,NA
"693.447205",693.447205,0.551934451783324,0.1178744517999,NA
"693.772278",693.772278,0.564874886340866,0.133826299236326,NA
"694.097351",694.097351,0.572359128523302,0.147450186324672,NA
"694.422363",694.422363,0.559816722601526,0.135926809615568,NA
"694.747314",694.747314,0.561237432480227,0.13302595638656,NA
"695.072266",695.072266,0.572318345611523,0.15283521872145,NA
"695.397095",695.397095,0.572094181934165,0.149152934132835,NA
"695.721924",695.721924,0.565905837051014,0.13466778575381,NA
"696.046692",696.046692,0.574118754415122,0.15180516168109,NA
"696.371399",696.371399,0.547977330273495,0.111470531789507,NA
"696.696106",696.696106,0.552110083152562,0.117769992207623,NA
"697.020691",697.020691,0.555333668209003,0.117493895503473,NA
"697.345276",697.345276,0.601586654124084,0.196601960364596,NA
"697.6698",697.6698,0.570557394386665,0.139194346624035,NA
"697.994263",697.994263,0.574997081600412,0.145061909093835,NA
"698.318726",698.318726,0.580677328801695,0.151922819565567,NA
"698.643066",698.643066,0.599953701420445,0.196188947584639,NA
"698.967285",698.967285,0.59492921784345,0.172684390961524,NA
